material_id,formula,e_form_pred_n0,e_form_ale_n0
scn-50313,SrMo4O11,-2.2905,0.0261
scn-50314,LiGaSnO4,-2.2071,0.0412
scn-50315,ZrSn2F8,-3.221,0.0343
scn-50316,KNaTi4(Hg6Bi)2,-0.0363,0.013
scn-50317,Ba3Cd4MoO16,-1.4503,0.1638
scn-50318,CsTl2Cd6Ga,0.0029,0.0109
scn-50319,Fr2TiF6,-3.3962,0.0434
scn-50320,NbTc3O10,-1.9396,0.0966
scn-50321,BaPd4W,-0.111,0.0164
scn-50322,CaSb2PbO6,-2.0046,0.0654
scn-50323,MgNb3O7,-2.8921,0.0422
scn-50324,Cs4SnW,0.6641,0.0432
scn-50325,KNaTaTeO5,-2.4223,0.0437
scn-50326,Ba4Na2Mo2O11,-2.629,0.0266
scn-50327,K2Ca3O7,-2.0018,0.0607
scn-50328,TiTe(PbO3)2,-2.0695,0.0363
scn-50329,Ba3Ra2MgO9,-3.1237,0.0322
scn-50330,Rb4Ca3(O6F)2,-1.6853,0.1025
scn-50331,LiScTa2O7,-3.2703,0.024
scn-50332,Tl2WN4,0.1163,0.0748
scn-50333,CaNb2Cu2O7,-2.4411,0.0348
scn-50334,YAg2BiO8,-1.3999,0.0376
scn-50335,AsSO3,-1.4822,0.0601
scn-50336,Cs6KTaW,1.0293,0.0521
scn-50337,MgBiNO5,-1.5701,0.0868
scn-50338,RbTaGeO5,-2.7001,0.0324
scn-50339,NaScNb2F6,-2.6211,0.0471
scn-50340,Ba4Sr(PO3)5,-2.9228,0.044
scn-50341,ZrTi4(GeO3)5,-2.6069,0.047
scn-50342,SrMg2Bi2O9,-1.7487,0.0741
scn-50343,RbTi3NbNi9,0.0153,0.0227
scn-50344,Na2VCrF7,-3.0908,0.0356
scn-50345,CsZrO3,-2.6887,0.038
scn-50346,YTa2FeO7,-3.0157,0.0438
scn-50347,Na2ZnCdF7,-2.6127,0.0454
scn-50348,RbBaGe3,0.0692,0.0463
scn-50349,Ca2CoSe2O7,-2.1309,0.0223
scn-50350,CaSn4Pb,-0.1936,0.0116
scn-50351,TlGeWO6,-1.9044,0.0488
scn-50352,HfSc2O4,-3.2519,0.0417
scn-50353,Sn2S,-0.3782,0.0304
scn-50354,Nb4(SO3)5,-1.7182,0.2295
scn-50355,K3ZrAt7,0.4181,0.0349
scn-50356,LiCaI2O6F,-1.71,0.0666
scn-50357,YPb3F6,-2.7705,0.0413
scn-50358,Rb2Hf(WO4)3,-2.5834,0.0362
scn-50359,CsSrMg2F7,-3.7757,0.0281
scn-50360,Sc(AuF2)3,-2.1502,0.0244
scn-50361,Cs3YTa6,1.036,0.051
scn-50362,LiTa2CdO6,-2.8189,0.0415
scn-50363,MgGa(PbO3)2,-1.7339,0.0518
scn-50364,Y3InO9,-2.2682,0.0948
scn-50365,K6Sr2NbIn,0.4541,0.0259
scn-50366,Ca2ScNO6,-2.5585,0.0415
scn-50367,Ge2Pb,0.2971,0.0321
scn-50368,Nb2P2O7,-1.8567,0.177
scn-50369,KBa2TaO6,-2.7565,0.0407
scn-50370,Ti3V2ZnO8,-2.7423,0.0679
scn-50371,GeBi4Au7,0.0373,0.027
scn-50372,Ba3MgTiWF9,-3.1425,0.0569
scn-50373,KNb4Bi13As,-0.0052,0.0638
scn-50374,Li2CaTa2Cr7,0.3947,0.0545
scn-50375,TiNb2Pb4SeO12,-2.2607,0.0975
scn-50376,RbAl(TlFe3)2,0.6171,0.0618
scn-50377,NbGa(RuO3)2,-1.7189,0.1193
scn-50378,Ba5Mg2(WO5)3,-2.9062,0.0206
scn-50379,RbNbS3,-1.4927,0.0297
scn-50380,Ba2TaTlAs6,-0.5243,0.0183
scn-50381,PPb2F7,-2.4786,0.0412
scn-50382,Ba2SrTa6(Ru2O9)3,-2.4831,0.0465
scn-50383,Tl2GeMo6,0.4264,0.0427
scn-50384,Sr5Au4O15,-1.5183,0.0597
scn-50385,Ba5Ni4O15,-1.6704,0.0405
scn-50386,Ta2AgBiS,-0.0128,0.0297
scn-50387,TaTiNbO6,-3.1307,0.0344
scn-50388,SrNb2I2O7,-2.3832,0.0966
scn-50389,SrLi2Ge2O7,-2.0981,0.0559
scn-50390,Rb6Ca2ScTa,0.8009,0.0376
scn-50391,Sr3ZnPd2O9,-1.8897,0.0368
scn-50392,Ba3CaTiRhO9,-2.778,0.0295
scn-50393,Ca5Sn4O15,-2.424,0.0434
scn-50394,AlPoO3,-2.3237,0.1386
scn-50395,Nb6Tl2TeO18,-2.6613,0.0342
scn-50396,Y4Ti3SnBr14,-1.4051,0.0236
scn-50397,KNa6NbW,0.7214,0.04
scn-50398,Ca3Cd4MoO16,-1.3654,0.1572
scn-50399,CsPbO2,-1.3351,0.0685
scn-50400,LiCa2Te3O10,-2.0785,0.0405
scn-50401,BaPb4W,0.2453,0.0186
scn-50402,CaTi2NO6,-2.5296,0.0755
scn-50403,Rb3BaHf,1.0051,0.0439
scn-50404,TiNbSO5,-2.2171,0.3319
scn-50405,CdBiCN,0.6633,0.0682
scn-50406,Li4MgO4,-1.9438,0.0475
scn-50407,BaTc3Ni,0.4839,0.0341
scn-50408,TiIn(PbO3)2,-2.0645,0.0571
scn-50409,FrCl2,-1.9925,0.0305
scn-50410,TaIn(RhO3)2,-1.7983,0.1758
scn-50411,TaZn3H,0.0722,0.0628
scn-50412,TlSnPd3,-0.3327,0.012
scn-50413,Tl2Co4W,0.5082,0.0405
scn-50414,Mg3Ti7O20,-2.79,0.1252
scn-50415,Ta2Bi2O7,-2.3543,0.0581
scn-50416,NbReWO6,-2.214,0.0638
scn-50417,Li4S3O8,-1.9314,0.0541
scn-50418,Ba4In2WO12,-2.4778,0.0541
scn-50419,Na2MgVP7,-0.4859,0.0204
scn-50420,Sn5Cl,-0.2523,0.0212
scn-50421,Ba2AlZnF7,-3.4603,0.0569
scn-50422,Hf2SnCl6,-1.449,0.0426
scn-50423,Tl7NiOF7,-1.659,0.0389
scn-50424,TaBi2OF5,-2.7217,0.0478
scn-50425,RbHfOs2OF5,-2.3446,0.0421
scn-50426,CsBaSe3,-1.0519,0.0401
scn-50427,KRb2ZrSb5O,-0.5347,0.1345
scn-50428,LiTa2SbO6F,-2.7158,0.0481
scn-50429,CsY2ScF6,-3.3608,0.0441
scn-50430,NaMg2OsF7,-2.7612,0.0412
scn-50431,Na2MgScSe7,-0.8743,0.0321
scn-50432,Ca2ScSnO6,-2.9954,0.0548
scn-50433,Sn2Bi2S,-0.1482,0.0249
scn-50434,Pd2Pb2O7,-1.1456,0.0822
scn-50435,Sr2YTaI6,-1.0374,0.0231
scn-50436,BaSr3S4,-2.4004,0.0503
scn-50437,Ba2MgTi3(RuO6)2,-2.8843,0.0377
scn-50438,Ti3GaO7,-3.1161,0.0372
scn-50439,KCa2Os3O10,-2.0183,0.0485
scn-50440,HfTa2(WO4)3,-2.6336,0.041
scn-50441,RbTl2PoF6,-2.8049,0.0335
scn-50442,LiNbRh3,-0.3641,0.016
scn-50443,Mn3TlGe,0.2315,0.0222
scn-50444,Na6Nb2Zn,0.6867,0.0353
scn-50445,KNb2BrO6,-2.5448,0.0559
scn-50446,Ti2CdReO6F,-2.6215,0.0496
scn-50447,Ta2Cl3O8,-1.6977,0.1129
scn-50448,NaMg2TaO6,-2.6333,0.0387
scn-50449,Sc2Pd2O7,-2.1829,0.0444
scn-50450,SrCa(NbW3)4,0.2701,0.0723
scn-50451,Li2CaTa2P7,-0.6269,0.0232
scn-50452,NbFeWO6,-2.3086,0.0549
scn-50453,RuPbS2,-0.4309,0.0206
scn-50454,Sr3Ta2Tc6O11,-1.9833,0.1187
scn-50455,ZrSi2MoO7,-2.7216,0.0653
scn-50456,SrLi2Y2O7,-2.4688,0.0757
scn-50457,BaZrGe3,-0.4625,0.0136
scn-50458,BaTlN3,0.4035,0.1407
scn-50459,Ca3YTi4O14,-3.2995,0.0706
scn-50460,Sc(TlZn2)3,0.0326,0.0125
scn-50461,Mn5Pb3Br,0.3723,0.0267
scn-50462,CsNb2PO7,-2.6659,0.0445
scn-50463,CsScAs2,-0.6731,0.0269
scn-50464,NbSb3O10,-2.1619,0.0311
scn-50465,CaTi2IO6,-2.7756,0.0588
scn-50466,CaZrCr3,0.4111,0.0322
scn-50467,Ti2ZnReO6,-2.5734,0.0377
scn-50468,ZrTi(NO3)2,-1.4551,0.2841
scn-50469,Zr2P3O7,-2.6201,0.0568
scn-50470,TaReO3,-2.1417,0.0484
scn-50471,BaNiSe3,-0.7165,0.0752
scn-50472,TiNb6H,-0.1925,0.0218
scn-50473,LiTi2Ga6Bi,-0.1283,0.0195
scn-50474,Ca3Ta4(Cl6F)2,-2.0723,0.0413
scn-50475,Ba3Ti2Nb2Zn2O15,-3.0712,0.0327
scn-50476,CuClF3,-1.2728,0.0849
scn-50477,RbCaV2O8,-2.3342,0.0428
scn-50478,NaTaWN6,-0.4986,0.0399
scn-50479,Cs2AsOF5,-2.643,0.0294
scn-50480,FrLi2PbS4,-1.2327,0.0247
scn-50481,MgTaSnO5,-2.7946,0.027
scn-50482,Ta6Po19Pb4,-0.4087,0.0272
scn-50483,TaBiO8,-1.091,0.0841
scn-50484,Rb3Ca6Sc,0.2188,0.015
scn-50485,RbRuWO6,-1.9572,0.0385
scn-50486,TiOF8,-2.0168,0.1091
scn-50487,Hf(WF3)2,-2.1619,0.0501
scn-50488,Cs2KRaOF5,-3.2567,0.0285
scn-50489,Ba4Os2WO12,-2.4092,0.0268
scn-50490,Ba3TiPb,-0.0253,0.0162
scn-50491,Na2MgOsF7,-2.7001,0.0332
scn-50492,NbTlN(O2F)2,-1.6419,0.1174
scn-50493,SrPbF4,-3.376,0.0524
scn-50494,HfTlWO6,-2.6441,0.0264
scn-50495,WSe,0.8248,0.1079
scn-50496,K7Li7NiO,-0.1317,0.0197
scn-50497,Sr3Nb2BrO9,-2.8821,0.0361
scn-50498,Ba2Ta2Sb7,-0.3773,0.0138
scn-50499,CsBaV3,1.3909,0.0496
scn-50500,Cs2KHfS5O,-1.5533,0.0256
scn-50501,Cs2HfSc3O12,-2.3345,0.1198
scn-50502,Y(In4Cl)3,-0.503,0.0265
scn-50503,TlV4Bi,0.3841,0.0244
scn-50504,MgBi3F10,-2.9345,0.0677
scn-50505,LiTa3At8,-0.1748,0.0203
scn-50506,Sr2YSO6,-2.7182,0.0402
scn-50507,Rb2Bi2S,-0.5384,0.0209
scn-50508,Nb3V8Ag,0.0689,0.0434
scn-50509,SrBrO3,-1.2431,0.5298
scn-50510,Ba2YTaRe6,0.6868,0.0614
scn-50511,WO4F,-1.2475,0.0973
scn-50512,LiScTaO5,-3.2609,0.0499
scn-50513,K2Ta2SO7,-2.5261,0.1347
scn-50514,Ca3Al2O8,-2.6626,0.0963
scn-50515,KCu5Pb2,0.1523,0.0186
scn-50516,CaTl2O6,-0.8406,0.2843
scn-50517,CsPCl3,-1.4067,0.025
scn-50518,KCa2Fe3O10,-1.8965,0.04
scn-50519,SnGeCl,-0.5027,0.0305
scn-50520,At2Pb,0.2466,0.0236
scn-50521,Ba3ZrTa4Fe15,0.6083,0.0617
scn-50522,Ca2TaOsO6,-2.806,0.0303
scn-50523,Ga4Pb,0.0551,0.0145
scn-50524,Nb4Rh3O13,-2.3322,0.0314
scn-50525,RbSr6Tl2Ga,-0.1975,0.0082
scn-50526,CaPb(IO3)2,-0.6912,0.2572
scn-50527,ZrMnSn2O7,-2.4188,0.0309
scn-50528,Sr3Zr2Cd7,-0.1271,0.0096
scn-50529,Ca4Ta2Te9,-0.9186,0.0163
scn-50530,Nb2Bi2O9F,-2.0557,0.1008
scn-50531,YTi4Cr3O14,-3.1185,0.0347
scn-50532,TaGeNO2,-1.9306,0.0562
scn-50533,HfTiGe2O7,-2.7077,0.0339
scn-50534,Y(SF2)3,-2.5018,0.035
scn-50535,Ca2Cr2SiGeO10,-2.5969,0.0547
scn-50536,CaTa2Rh2O7,-2.5369,0.0345
scn-50537,Na3PoO4,-2.2759,0.0465
scn-50538,LiSnBiO4,-1.9325,0.0507
scn-50539,CsBiAt2O7,-2.0708,0.0385
scn-50540,Ca5Ta4N15,-0.9486,0.0405
scn-50541,GePb2O5,-1.6559,0.047
scn-50542,MgZn(PdO3)2,-1.3365,0.0374
scn-50543,SnMo2PbS4,-0.237,0.0637
scn-50544,V2InPbO8,-2.1716,0.0438
scn-50545,Ba3Hf2MgO9,-3.3919,0.0575
scn-50546,Ti2BiPtO6,-2.2851,0.0388
scn-50547,LiTi2BiS6,-1.2987,0.036
scn-50548,Rb3NaNb,0.9863,0.0516
scn-50549,Ca4TlBi,-0.4016,0.0444
scn-50550,Ca2Re5(Bi2O9)2,-1.8665,0.035
scn-50551,Li2CaCr2O7,-2.1717,0.0431
scn-50552,InPb4F11,-2.6742,0.0284
scn-50553,Ca3ZrO8,-2.6581,0.0787
scn-50554,Rb2Hf3F5,-2.35,0.1281
scn-50555,Fr3Li4OF8,-3.2189,0.0545
scn-50556,SrNb2Cd3O9,-2.307,0.0385
scn-50557,Na2At2O5,-2.2714,0.0257
scn-50558,Na2Al2F7,-3.4815,0.0542
scn-50559,Cs2YOsF6,-2.8481,0.0324
scn-50560,LiHfWO6,-2.7942,0.0484
scn-50561,Na2MgRhF7,-2.8279,0.0279
scn-50562,Sc2Fe7Si2,-0.2412,0.0384
scn-50563,KYCd2F6,-2.8874,0.0329
scn-50564,TiCd4Sn,0.1335,0.0232
scn-50565,K2RbScTl6,-0.061,0.0116
scn-50566,TePb8Br9O4,-1.1297,0.0218
scn-50567,K2NaHfI5O,-1.5132,0.0258
scn-50568,Sr2Ta2Se7,-1.1657,0.0159
scn-50569,MgCrPF6,-3.0242,0.0433
scn-50570,NaSr2HfOF5,-3.4381,0.0463
scn-50571,Cs2NaGaOF5,-2.6515,0.0506
scn-50572,KHfMn2OF5,-3.0338,0.0418
scn-50573,Cs2Ti(WS4)3,-1.2233,0.0207
scn-50574,Ba3(NbI4)2,-1.0856,0.024
scn-50575,Cs2Mo(WO4)3,-2.2412,0.0371
scn-50576,LiTa2AtO6F,-2.9417,0.0407
scn-50577,Na3ScBi6,-0.2214,0.0116
scn-50578,Sr2CaFe6W,0.3941,0.0322
scn-50579,KMnNbO6,-2.1393,0.072
scn-50580,Y(NiO4)3,-0.3879,0.1064
scn-50581,BaO2F,-2.4142,0.1006
scn-50582,Zr2N2O7,-1.5412,0.2805
scn-50583,Fr2MgSe4,-0.9944,0.027
scn-50584,W2Au2O7,-1.5475,0.0335
scn-50585,TlTc3F13,-2.426,0.0374
scn-50586,HgSO3,-1.4443,0.0516
scn-50587,NaZr2MnO6,-3.0074,0.0477
scn-50588,AlNiAt2F7,-2.633,0.0655
scn-50589,K2CaTa2Cd7,0.2913,0.0206
scn-50590,Cs2InBrF6,-2.4956,0.0425
scn-50591,Cs2W3NO12,-1.4332,0.1099
scn-50592,Cs3KNb,0.9685,0.0474
scn-50593,ZrAt3Pb,-0.109,0.0156
scn-50594,RbTiNbBi2O9,-2.3747,0.0424
scn-50595,Sr5I7O19,-1.7258,0.2108
scn-50596,BaLi2Ta2W7,0.5192,0.0312
scn-50597,Ba2Zr7Os16,-0.0976,0.019
scn-50598,Ca2TaAlGe6,-0.0765,0.0853
scn-50599,InSbS,-0.4497,0.0361
scn-50600,Tl2GeS6,-0.4587,0.0477
scn-50601,Sc2In7Ge2,-0.1207,0.0175
scn-50602,NiBrF,-1.1143,0.0434
scn-50603,Cs4BiP,-0.3193,0.0134
scn-50604,LiY14Nb3Bi4,-0.3321,0.0139
scn-50605,CsLi2SnO4,-1.9457,0.0497
scn-50606,Sr3Ta2Hg6O11,-2.0791,0.0317
scn-50607,Ba5Ta4Nb15,0.4195,0.0478
scn-50608,NaSr8Nb3,0.5229,0.0275
scn-50609,Ta2Te4O9,-1.9817,0.085
scn-50610,MgSi2OsO7,-2.579,0.0462
scn-50611,FrTlCl3,-1.7128,0.0259
scn-50612,NaTi4Hg(BiO6)2,-2.6099,0.0296
scn-50613,KTi2InO6,-2.9334,0.026
scn-50614,Y4TiZn3O14,-2.6374,0.0689
scn-50615,Rb2CaNb4Bi2O15,-2.7588,0.0295
scn-50616,Ca5Ta4Hg15,0.0766,0.0201
scn-50617,Mg3TiNbO9,-2.7499,0.0558
scn-50618,CsGaFe2F6,-2.1183,0.1429
scn-50619,BaIO4,-1.3791,0.3144
scn-50620,CaTi2Ga6Pb,-0.2391,0.0167
scn-50621,SrZrSb3,-0.834,0.0162
scn-50622,CsBa6NbW,0.4721,0.0269
scn-50623,Zr2TlBiO6,-2.7721,0.0368
scn-50624,Ra2MgZnO6,-2.9576,0.0227
scn-50625,NaSc6Ti2Bi,-0.04,0.0143
scn-50626,Na2CaO5,-1.2241,0.5363
scn-50627,CaNb2Cr2O7,-2.5819,0.0511
scn-50628,V3CCl,-0.6885,0.0336
scn-50629,YBi(AuO4)2,-1.4396,0.0378
scn-50630,CaZrMn2O8,-2.471,0.0381
scn-50631,Li2SnPbI4,-0.6592,0.0138
scn-50632,NaTa2TlO7,-2.5812,0.055
scn-50633,CaTaV5Bi,0.2037,0.0259
scn-50634,Ta3Zn2Ni14Bi3,-0.0768,0.021
scn-50635,Rb3TiNbF5,-2.5709,0.1006
scn-50636,Mg4Fe3OF8,-2.6079,0.2386
scn-50637,V2BiNO8,-1.4588,0.0866
scn-50638,Ba4LiY3O12,-2.8448,0.0455
scn-50639,KCaTa2O7,-3.103,0.0581
scn-50640,Ca2AlTc7H2O,-0.3952,0.0304
scn-50641,TlSnWO6,-1.8566,0.0564
scn-50642,Si2Pd2O7,-2.0546,0.0627
scn-50643,Li7In7NiO,-0.4929,0.0164
scn-50644,AlSnO4,-2.3265,0.0864
scn-50645,Ta4Bi5PtO18,-2.3073,0.0275
scn-50646,ZrHg3F7,-2.5646,0.0412
scn-50647,K18Li2Nb5,0.7351,0.0329
scn-50648,Ba3MgNb2Ge9,-0.3444,0.0187
scn-50649,Cs2Ti(BrO4)3,-1.0168,0.1474
scn-50650,Ca2Hf(WO4)3,-2.79,0.0848
scn-50651,SrLiPb2O6F,-1.795,0.0579
scn-50652,CaTa2WO6,-2.6236,0.0422
scn-50653,RbBa3F10,-3.3449,0.0639
scn-50654,CaHfN3,-1.0878,0.0397
scn-50655,Ta3PdO8,-2.8746,0.0385
scn-50656,Sr2TaPbO6,-2.839,0.0449
scn-50657,TaGePdO5,-2.1606,0.0326
scn-50658,SrNb2FeBi2PbO12,-2.3025,0.0544
scn-50659,Tl2Re3Sn2,0.5107,0.0922
scn-50660,Tl2GaTe,-0.0461,0.0396
scn-50661,Na2CrHgF7,-2.7193,0.0322
scn-50662,Cs2O5,-0.6521,0.1774
scn-50663,LiMgGeO5,-1.6901,0.0853
scn-50664,Sr(Se3O8)2,-1.3162,0.0621
scn-50665,BaNaTiO4,-2.8322,0.0381
scn-50666,Sr2TaOsO6,-2.8288,0.0311
scn-50667,SrBrNO2,-1.6658,0.0537
scn-50668,Ta2Bi2O7,-2.4014,0.0583
scn-50669,Mg3ZrNb4O15,-3.1217,0.0272
scn-50670,CsBiCl3,-1.738,0.0177
scn-50671,MgTiPb4(NO6)2,-1.2797,0.2548
scn-50672,Cu2Bi2Se,-0.0187,0.0186
scn-50673,Li2Ta13Ti6,0.0748,0.0284
scn-50674,Ba(N3O8)2,-0.0501,1.0429
scn-50675,Sr2TaIn6Ga,-0.0806,0.0112
scn-50676,NbRe3O7,-2.0675,0.0386
scn-50677,SrCa(RhO3)4,-1.4178,0.2568
scn-50678,Ba2TaTlCd6,0.0509,0.0132
scn-50679,Ba2NbTc6Bi,0.4107,0.0347
scn-50680,BiMo2F7,-2.0137,0.0717
scn-50681,Hg4PPb3F3,-0.9613,0.0428
scn-50682,Ca2O5,-1.925,0.1453
scn-50683,Tl2Po4Mo,-0.1828,0.0229
scn-50684,Ba5Ru4O15,-2.258,0.0266
scn-50685,HfNb3O8,-3.0257,0.0371
scn-50686,Ba2Te2O9,-1.8638,0.1021
scn-50687,Sr4Sb3O10,-2.4652,0.0423
scn-50688,Ca3Hf12Nb4F2,-0.0195,0.0618
scn-50689,TaTiV2O10,-2.6925,0.0517
scn-50690,Ba2ZrGaO6,-3.0074,0.034
scn-50691,Ti3Sn2O9,-2.9277,0.0325
scn-50692,Sr2NbPoO6,-3.0835,0.0301
scn-50693,Ba3CaTiCu9W,0.1363,0.0212
scn-50694,CaTiPb2O7,-2.1106,0.0597
scn-50695,Ca2Ti2SiTc10Ge,-0.1756,0.0248
scn-50696,SrCr4O11,-2.0551,0.0601
scn-50697,K4Ca2Ti5O18,-2.7988,0.0429
scn-50698,Y4SnGe3O14,-3.0531,0.026
scn-50699,YTi2Si2SO10,-3.2064,0.0359
scn-50700,Zr(Sb4Pb)2,-0.0706,0.0269
scn-50701,ScMoO5,-2.7008,0.0217
scn-50702,Na2CaCu4Bi2O15,-1.0238,0.0995
scn-50703,Cs2Cl3F5,-1.7673,0.2849
scn-50704,Cd4MoBr3O16,-0.7538,0.1433
scn-50705,NbIn(BiO3)3,-2.0091,0.048
scn-50706,RbTiWO5,-2.6413,0.0289
scn-50707,NbTl3O10,-1.096,0.1526
scn-50708,Ca2Ta3SO10,-3.0172,0.0515
scn-50709,CaPb(SO3)2,-1.9012,0.088
scn-50710,Re7BiO19,-2.0527,0.0417
scn-50711,TiCu2O5,-1.7637,0.049
scn-50712,Sr3Ta4V12F2,0.1869,0.0635
scn-50713,Rb2SrOF5,-2.6618,0.0456
scn-50714,BaTaTlO5,-2.6264,0.0416
scn-50715,BaBrO3,-1.2237,0.3229
scn-50716,Na4Li4C,0.3066,0.0304
scn-50717,ZrHg2F6,-2.874,0.0365
scn-50718,FeBiOs4Pb4O15,-1.4319,0.031
scn-50719,SnNCl3,0.0772,0.1956
scn-50720,HfCd2O4,-2.189,0.0796
scn-50721,KTaPO6,-2.7145,0.0564
scn-50722,ScAtO,-1.4889,0.059
scn-50723,Sr3Ta2CdO9,-3.1825,0.0267
scn-50724,Cs7(NbCd)2,0.5243,0.0497
scn-50725,Rb2NaCa5TiO,-0.3508,0.0284
scn-50726,Sr2TaFe6Bi,0.323,0.0283
scn-50727,Ta3Bi3(ClO7)2,-1.9086,0.1031
scn-50728,Ba7Ti2Nb4Cr21,0.6881,0.0607
scn-50729,Cs2KTiNi5O,0.65,0.2642
scn-50730,CsTaAuO6,-1.7669,0.0553
scn-50731,SrNb2Cl2O9,-1.8116,0.1262
scn-50732,BaNa2Ta2O9,-2.4546,0.0758
scn-50733,Na8Ta7BrO24,-2.8047,0.0494
scn-50734,RuF2,-1.365,0.0747
scn-50735,TiMn2NbTlO4,-1.8536,0.1888
scn-50736,Ta2BrO6F,-2.3518,0.1055
scn-50737,Cs2RbYOF5,-3.1141,0.032
scn-50738,Co10Pb9O4,-0.2705,0.0405
scn-50739,NaNi2F7,-2.095,0.0566
scn-50740,Cs3RbSr,0.1878,0.0143
scn-50741,Sc2Si2I7,-0.6599,0.0488
scn-50742,Ta4PO11,-3.0639,0.0498
scn-50743,ZrPt3OF5,-1.8464,0.0764
scn-50744,PoPb,0.0225,0.0294
scn-50745,Li2Nb5Al3O15,-2.9935,0.0337
scn-50746,LiCaTl2O6F,-1.5482,0.0615
scn-50747,Ba3Nb2CdSn9,-0.2574,0.0146
scn-50748,CsSF3,-2.0792,0.0701
scn-50749,Ba6SrLiTa2F,-0.052,0.0579
scn-50750,SrTaCuO2,-1.7994,0.046
scn-50751,LiPdO3,-1.0817,0.0361
scn-50752,Cs2GaPbOF5,-2.664,0.0253
scn-50753,SrTiNb2Pb(AuO6)2,-2.2293,0.051
scn-50754,HfCdTeF7,-3.1865,0.0321
scn-50755,Rb6NiPb2W,0.8067,0.0426
scn-50756,PoPb3F5,-2.3268,0.0538
scn-50757,YTaAl2O6,-3.1995,0.0402
scn-50758,Na2CrNiAs7,-0.2403,0.0194
scn-50759,Na2ZrPb3,-0.0834,0.0132
scn-50760,Ca4Ta2As9,-0.756,0.0141
scn-50761,Ba2MgTi3(OsO6)2,-2.733,0.0551
scn-50762,ZrNb4(AsO5)3,-2.5812,0.0404
scn-50763,CaMg2O6,-1.6235,0.1319
scn-50764,Zr5Zn4O12,-2.2601,0.4402
scn-50765,FrNbO5,-2.5353,0.0806
scn-50766,MgBrF3,-2.564,0.0391
scn-50767,HfSeO4,-2.2701,0.0662
scn-50768,HfGa(PbO3)2,-2.3049,0.0368
scn-50769,BaMn(NbTl3)4,0.2306,0.0192
scn-50770,TlBi2As,-0.0197,0.0167
scn-50771,ScSbPb2F6,-2.8268,0.0401
scn-50772,Ca2TaAlAs6,-0.4836,0.0256
scn-50773,YScP3,-1.1392,0.0214
scn-50774,RbTa7O19,-3.2918,0.0338
scn-50775,Ge(SeCl3)2,-0.8063,0.0438
scn-50776,Sc2Cd7Ge2,-0.1774,0.0184
scn-50777,Li2CaSc2O7,-2.6034,0.0425
scn-50778,Cs3Na2Zr,0.6456,0.0371
scn-50779,Na2TaTlO8,-1.4235,0.0889
scn-50780,Bi6P2IO16,-1.7327,0.0979
scn-50781,SrTa2Cd2O7,-2.6365,0.037
scn-50782,TiTlInO5,-2.1146,0.0468
scn-50783,Cs2Mg(WO4)3,-2.108,0.053
scn-50784,Ba2TaNb6Al,0.6375,0.0547
scn-50785,Ca5V4O15,-2.9254,0.0255
scn-50786,Ta5Pb3Br,0.3674,0.0378
scn-50787,Ca2Ti2SiGeRh10,-0.5619,0.0168
scn-50788,CaTa2Pd2O7,-2.5348,0.0321
scn-50789,TiNb6V2O18,-2.9007,0.0362
scn-50790,MoSeO5,-1.5924,0.0419
scn-50791,Na2CaNb4S2O15,-2.6347,0.0436
scn-50792,Zn(PbBr3)2,-0.9425,0.017
scn-50793,Ge2SO2,-1.1866,0.0414
scn-50794,ZrAt2,-0.1256,0.02
scn-50795,RbSc3O7,-2.6931,0.0962
scn-50796,Ba(AuO3)2,-0.7752,0.0596
scn-50797,NaYZr2O6,-3.5485,0.0363
scn-50798,K5TaTiTl,0.6286,0.0334
scn-50799,TlFeCl4,-1.2897,0.0211
scn-50800,BiO4F,-0.7595,0.251
scn-50801,TiIn4Ge,0.0949,0.0203
scn-50802,K4Li4C,0.4737,0.0311
scn-50803,Re3Sb2,0.2205,0.0436
scn-50804,ScTlAs2,-0.5367,0.0203
scn-50805,Ba3CaTa2Cu9,0.206,0.0209
scn-50806,TiBi3WO9,-2.1764,0.0263
scn-50807,Ba(NbAt3)2,0.0422,0.0208
scn-50808,NaNbAs3,-0.4183,0.0155
scn-50809,Sr3Ta2AsO9,-3.0895,0.0277
scn-50810,CaZr(BiO4)2,-2.3461,0.0522
scn-50811,Sn3At7O20,-2.2767,0.0272
scn-50812,TaCrO3,-2.6493,0.0479
scn-50813,HfPbBr,-0.4286,0.0242
scn-50814,ZrTi4(FeO3)5,-2.7977,0.038
scn-50815,Zr2Cd(PbO3)3,-2.3103,0.0466
scn-50816,Ba7Nb4Te2O21,-2.9452,0.0304
scn-50817,MgNb2(Sn3Pb)3,0.1263,0.0427
scn-50818,Hf8Ta7VO24,-2.973,0.058
scn-50819,LiTa3(BrO3)4,-1.735,0.093
scn-50820,In2Ru3WO9,-1.2855,0.0889
scn-50821,Cs7(NbCd)2,0.5243,0.0497
scn-50822,Ta2BiWO6,-1.9305,0.0671
scn-50823,Tl2SnN6,0.7069,0.2983
scn-50824,Sc9(Br5O2)2,-2.2096,0.036
scn-50825,KTi3NbRe9,-0.0546,0.0379
scn-50826,NbTlSn6W,0.2227,0.0285
scn-50827,PoSe,-0.3733,0.0744
scn-50828,Sc2Si2As7,-0.3723,0.0439
scn-50829,Ca4PbO11,-1.8519,0.097
scn-50830,TaBrO4,-1.696,0.0871
scn-50831,LiAsO4,-1.3134,0.0858
