material_id,formula,e_form_pred_n0,e_form_ale_n0
scn-9123,NaScTiSn4,-0.1699,0.1386
scn-9124,TlWF5,-2.5354,0.0362
scn-9125,Mg6AlTl3,-0.0089,0.012
scn-9126,LiTaAl5Ge,-0.0375,0.0174
scn-9127,Mg7GeBi4,-0.1612,0.019
scn-9128,Na2AlNiW7,0.4195,0.0553
scn-9129,Na3Ta2O8,-2.5796,0.0558
scn-9130,Na4Zr5O12,-3.2006,0.0421
scn-9131,Cs2LiWF6,-2.767,0.0382
scn-9132,Ba3YMgWO9,-3.1398,0.0195
scn-9133,Cd(NiO3)2,-0.5188,0.1455
scn-9134,Na2Li2CaO7,-1.2879,0.0768
scn-9135,MgTiNb2(Cr3Pb)4,0.3898,0.0394
scn-9136,BiICl,-0.8291,0.0191
scn-9137,Zn(O3F)2,-0.2164,0.2237
scn-9138,KNbAsOF5,-2.9234,0.033
scn-9139,K3Sr2Ta3O12,-3.1437,0.0465
scn-9140,Ta3NbO7,-2.7578,0.0478
scn-9141,Na3CaTi,0.3769,0.0239
scn-9142,NbBi(PbO3)2,-2.0214,0.029
scn-9143,Sc4Tl5Br,-0.4085,0.0111
scn-9144,Ba2TaTcO6,-2.9551,0.0307
scn-9145,CsO2F,-1.2393,0.173
scn-9146,TlAsCl4,-1.2229,0.0169
scn-9147,BaMn(NbGe3)4,-0.1588,0.0158
scn-9148,SrFeGe2O7,-2.1924,0.0364
scn-9149,Ba5Sr15Li2W3,0.2971,0.0233
scn-9150,Fr2Ti6O13,-3.3219,0.0429
scn-9151,Ta6GeO16,-3.1572,0.0437
scn-9152,Sr2TaBrO6,-2.434,0.0634
scn-9153,Zn(RhO3)2,-1.1501,0.0431
scn-9154,TaAl(TcO3)2,-2.1787,0.1938
scn-9155,KNa(PbO3)2,-1.1055,0.2077
scn-9156,YNO3,-2.1855,0.0592
scn-9157,YIr7O19,-1.5751,0.0368
scn-9158,Ba2Na6TaCr,0.4882,0.0324
scn-9159,Tl2GeI6,-0.3506,0.0314
scn-9160,RbNbBi3,-0.0998,0.0257
scn-9161,ScTaNb2O6,-2.8353,0.0381
scn-9162,ZnPbO4,-1.0785,0.042
scn-9163,Li2CaTa2Sn7,-0.1595,0.0359
scn-9164,Tl2OsF6,-2.0728,0.0303
scn-9165,IF2,-1.2769,0.0645
scn-9166,FrRbTl2F6,-2.9915,0.0271
scn-9167,Cs3YO9,-1.1445,0.0825
scn-9168,Tl2HgW,0.9261,0.0337
scn-9169,NaCaTaGeO6,-2.9183,0.0226
scn-9170,Ba3Ta2PO9,-3.073,0.0697
scn-9171,Li2Ta2WO7,-2.5102,0.0455
scn-9172,CaTa2In2O7,-2.5434,0.0422
scn-9173,Rb2NiSnO4,-1.5437,0.0542
scn-9174,LiNbZnO6,-1.7672,0.0813
scn-9175,Ta3NbO9,-3.1733,0.0354
scn-9176,Ba2SrTa6(Bi2S9)3,-1.3453,0.02
scn-9177,Sr3Ta2Cu6O11,-2.2271,0.0257
scn-9178,Sr2Fe7O16,-1.8324,0.0535
scn-9179,MoW2O5,-1.5894,0.0555
scn-9180,Ir2O5,-1.2209,0.2252
scn-9181,RbPbO4,-1.0115,0.1828
scn-9182,Cs2CoWO6,-1.7749,0.0371
scn-9183,Sr4Ti3Nb2In15,-0.0166,0.1094
scn-9184,Hf3CrF6,-2.4569,0.0939
scn-9185,BaNa2Y7Ta2,0.3495,0.021
scn-9186,NaRh3O8,-1.2495,0.0365
scn-9187,Na9(TaTe)2,0.0389,0.0238
scn-9188,FrAgSCl2,-1.4628,0.0188
scn-9189,Sr4Ca10Ti3,0.2551,0.0149
scn-9190,K2MgZrO7,-1.7936,0.1186
scn-9191,TiBi6(PCl8)2,-1.3083,0.0619
scn-9192,Ca2ZnInO6,-2.0143,0.0429
scn-9193,LiRhO3,-1.455,0.0386
scn-9194,Zn2PbO6,-1.1116,0.075
scn-9195,Ba2ZrNO6,-2.5226,0.0436
scn-9196,Cs2Zr(AuO4)3,-1.1122,0.0884
scn-9197,HfReO3,-2.482,0.0493
scn-9198,Tl2SeF6,-1.9843,0.0322
scn-9199,Ru2Pb,0.7236,0.0482
scn-9200,Mo2Ir2O11,-1.5491,0.0457
scn-9201,CaTiNi3WO9,-2.0979,0.0318
scn-9202,YCr3F6,-2.7657,0.0538
scn-9203,BaNO3,-0.2863,1.0589
scn-9204,GeBrO,-1.1157,0.034
scn-9205,Sr3TaO7,-2.7948,0.0789
scn-9206,NaNb3In(BiO6)2,-2.4721,0.0296
scn-9207,Sr2Os2O7,-2.1965,0.0432
scn-9208,CaMgTaMoO6,-2.9741,0.0289
scn-9209,TlSnP3,0.0634,0.0993
scn-9210,CaTaAlP5,-0.5508,0.0639
scn-9211,Rb4SrO11,-0.9581,0.1308
scn-9212,TaSb3O7,-2.1527,0.0382
scn-9213,Cs3BaTi,0.6128,0.0802
scn-9214,Ti3Cu4SnO14,-1.9255,0.0588
scn-9215,BaMgGe4,-0.3288,0.0128
scn-9216,ZrFe2F8,-3.3233,0.0328
scn-9217,Zr3Ti(Mo2O7)2,-2.7636,0.0506
scn-9218,KNaTi4(MoO6)2,-2.7525,0.0352
scn-9219,CsNb2Al7Bi,-0.0091,0.0275
scn-9220,BaCa9Ti4,0.3442,0.018
scn-9221,Y5InSn2,-0.6405,0.0121
scn-9222,Sr2Li2Nb4Cl13,-1.9178,0.0248
scn-9223,Sc5Pb2W,-0.1866,0.0162
scn-9224,HfI2O3,-1.932,0.0627
scn-9225,Cd4MoAu3O16,-0.8341,0.0681
scn-9226,Ta4O7,-2.7193,0.0519
scn-9227,Ba2CdO6,-1.6812,0.1007
scn-9228,CsGaTc2F6,-1.851,0.0572
scn-9229,Bi2IF8,-2.3561,0.0438
scn-9230,RbCaTiO5,-2.3885,0.0934
scn-9231,TiP2F6,-2.7265,0.0517
scn-9232,YTaIr2O7,-2.3113,0.0274
scn-9233,V3RuO10,-1.8514,0.0745
scn-9234,Rb2SO2,-1.0584,0.0757
scn-9235,K4Nb(HgO4)3,-1.3176,0.0527
scn-9236,SnSb2,0.0987,0.0258
scn-9237,BaHg4W,0.3135,0.0216
scn-9238,NbCu3O7,-1.3648,0.0648
scn-9239,Mg2Sc14(NbBi)3,-0.0835,0.081
scn-9240,KTa7O19,-3.2958,0.0337
scn-9241,IF2,-0.6323,0.1396
scn-9242,BaHfAl3,0.0691,0.0254
scn-9243,CsTa6NbW,0.4668,0.1971
scn-9244,TaRe3O7,-2.1374,0.0419
scn-9245,Sr2Ca(TiTe3)3,-1.0286,0.0237
scn-9246,KSr2ScF6,-3.489,0.0447
scn-9247,TlCd7Bi2,0.0497,0.0142
scn-9248,ZrMoO3,-2.5695,0.0509
scn-9249,NaZr2Al6Bi,-0.0881,0.0242
scn-9250,MgZn(CuO3)2,-1.2268,0.0391
scn-9251,SiAt2F6,-2.7542,0.0735
scn-9252,NbPt2OF5,-2.058,0.0747
scn-9253,ZrTiNb2O6,-2.8342,0.0528
scn-9254,Cs3Zr2O7,-2.5725,0.035
scn-9255,KSBr,-1.0199,0.0918
scn-9256,MgNb2Sn3(PbO3)6,-2.1797,0.0285
scn-9257,Ba3MgSc9Ta2,0.3831,0.0239
scn-9258,Li2Ti2Sn5,-0.2525,0.0491
scn-9259,TlO2F,-1.0935,0.1211
scn-9260,LiTi2SnO6,-2.9008,0.0276
scn-9261,SrCu2H2O7,-0.8931,0.1381
scn-9262,Sr6ZrTl2,0.074,0.0145
scn-9263,Na4TlBi,-0.2584,0.019
scn-9264,Ca3Br4(O6F)2,-1.3088,0.1827
scn-9265,Ba2Ca6ScTa,0.4386,0.0237
scn-9266,KRb2CuOF5,-2.2341,0.0364
scn-9267,MgAlCl4,-1.9125,0.0306
scn-9268,Ca3TlSn,-0.4354,0.0282
scn-9269,BaNb2Al9Bi2,-0.1107,0.0442
scn-9270,Ti2Bi2Cl7,-1.5523,0.0699
scn-9271,Nb2SeO6,-2.5564,0.067
scn-9272,PtN3,0.3669,0.2177
scn-9273,TaGeO3,-2.4845,0.0467
scn-9274,Sr3Nb2(AtO6)2,-3.0146,0.0292
scn-9275,TlO2F,-1.1167,0.0596
scn-9276,Cs2RbNaOF5,-2.2301,0.0407
scn-9277,Rb2Ti(PdO4)3,-1.0857,0.1553
scn-9278,TaWBrO6,-2.1195,0.0736
scn-9279,NaTaPtO6,-2.0191,0.056
scn-9280,Tl9SbOs6,0.6034,0.0295
scn-9281,LiCa3Nb,0.3478,0.0214
scn-9282,NaNbO4,-2.1229,0.0703
scn-9283,KLi2PbS4,-1.0755,0.0242
scn-9284,Ba2Os2O7,-2.1874,0.035
scn-9285,Na2Tl4O7,-0.992,0.081
scn-9286,AsF2,-1.8419,0.0586
scn-9287,Mg2TaO5,-2.9094,0.0382
scn-9288,Li2MgP2O7,-2.7934,0.0284
scn-9289,RbTiMoO5,-2.6564,0.0236
scn-9290,ScReO,-1.0384,0.0587
scn-9291,ScTlF3,-3.2755,0.0474
scn-9292,Ta2V3CdO9,-2.3999,0.0652
scn-9293,TaCd3O7,-1.7861,0.0641
scn-9294,Nb2Cd2Hg7,0.0515,0.0232
scn-9295,Li3Zn4FeO,-0.4904,0.0293
scn-9296,Fr3Ca2O8,-2.8595,0.0467
scn-9297,Rb2NaMg5TiO,-0.216,0.0361
scn-9298,MoPbF,-0.5662,0.1197
scn-9299,ZrRu4(PbO3)5,-1.6926,0.0341
scn-9300,K2TlOF5,-2.1486,0.0517
scn-9301,CaTaAuO5,-2.4247,0.0347
scn-9302,Ta3In2Bi3O14,-2.5378,0.0385
scn-9303,RbNbCrO6,-2.2636,0.0523
scn-9304,ZnPb3I2O9,-0.896,0.1943
scn-9305,Ti2Nb4V7O21,-2.7466,0.046
scn-9306,Li4Fe3Ni8O,0.1334,0.0582
scn-9307,Y2I2O7,-1.9588,0.1833
scn-9308,V2NiBiO8,-1.9019,0.0565
scn-9309,Cs2KTiFeF5,-2.6038,0.0499
scn-9310,Ba3SrNb2Al9,-0.1433,0.0172
scn-9311,Mn2Br2O7,-0.9455,0.2066
scn-9312,MgSc9Nb2Pb3,-0.1505,0.0341
scn-9313,Na8VRh7O24,-1.4315,0.0399
scn-9314,Li4Zn3O8,-1.5662,0.0469
scn-9315,HfSeO4,-2.2004,0.0584
scn-9316,Ba4LiTa3Cl12,-1.9289,0.0409
scn-9317,Ba4Nb2Rh12W,-0.1196,0.0265
scn-9318,BaTi2Cd5,-0.0062,0.0117
scn-9319,Zr(SbO2)2,-2.2757,0.0467
scn-9320,Mg2TaIO6,-2.4583,0.069
scn-9321,SrTa2(NO3)3,-1.409,0.1332
scn-9322,Cu2ClF3,-1.5553,0.0294
scn-9323,TiNbTlZn4F2,-0.9029,0.094
scn-9324,K6Ta2BiF,-0.0488,0.0364
scn-9325,KSr2YO7,-2.1088,0.0944
scn-9326,Na2AlPoF7,-3.1923,0.0526
scn-9327,Pb9(O2F5)2,-2.2064,0.037
scn-9328,Ba9Sr(TaBi)2,0.0859,0.0215
scn-9329,Cs2NaScOF5,-3.1231,0.0308
scn-9330,Na2FeRuF7,-2.5293,0.0349
scn-9331,Cr4Sb,0.2745,0.0538
scn-9332,KTi3GaO9,-2.7462,0.0519
scn-9333,KNaTa2O7,-2.6394,0.0614
scn-9334,Ca2H2ClOF7,-2.5924,0.0864
scn-9335,RbF4,-1.1067,0.1773
scn-9336,NbWClO6,-2.0625,0.0562
scn-9337,Sr4PbO11,-1.7857,0.1101
scn-9338,Mn7NiOF7,-1.8741,0.0602
scn-9339,KYCo2F6,-2.8529,0.0362
scn-9340,RbCa2ScF6,-3.4746,0.0478
scn-9341,ZnPb8Br9O4,-1.1374,0.0193
scn-9342,Ta4MnBi5O18,-2.5309,0.0316
scn-9343,K2HfPOF5,-3.0962,0.0374
scn-9344,PbWO3,-1.7084,0.0403
scn-9345,K3Rb7Zr,0.3862,0.0314
scn-9346,SiGe2,0.2823,0.0641
scn-9347,Cs2RbHfZn5O,-0.096,0.0393
scn-9348,RbCrInF6,-3.0214,0.0332
scn-9349,Cs3BiOF5,-2.6294,0.0374
scn-9350,Ba3Nb2AtO9,-3.0504,0.034
scn-9351,Sr2WIO6,-2.3935,0.0874
scn-9352,K3Li2(OsO3)5,-1.7279,0.0306
scn-9353,LiCaRh2O6F,-1.8675,0.0393
scn-9354,Rb2ZrGeOF5,-3.0752,0.034
scn-9355,CsRb2RuF6,-2.6265,0.0254
scn-9356,Cs2W3BrO12,-1.5855,0.0651
scn-9357,Nb2I4O9,-1.6335,0.0654
scn-9358,Ba3(NO4)2,-2.1548,0.0563
scn-9359,NaSrS2F7,-2.0352,0.2826
scn-9360,PPb2O5,-2.1002,0.0529
scn-9361,Sr2HfSn4,-0.3922,0.0121
scn-9362,Ba7NaCaMg2,-0.0133,0.0142
scn-9363,MgScSb2F7,-3.0055,0.0543
scn-9364,Sr2TaO2,-2.0232,0.0494
scn-9365,LiY6Ta2Cu,0.1755,0.0172
scn-9366,Ti2Zn(WO4)2,-2.3516,0.0567
scn-9367,MgSn(PbO3)2,-1.7813,0.0453
scn-9368,RbFe7Bi2,0.4471,0.0287
scn-9369,MoPbCl3,-0.987,0.0428
scn-9370,LiCu3O8,-0.2329,0.1338
scn-9371,Zr2Se2O7,-2.2656,0.0605
scn-9372,Sc9Ta3In,0.0564,0.035
scn-9373,K2YTaO6,-2.8674,0.0297
scn-9374,Ba6Sr2NbIn,0.1559,0.0148
scn-9375,TaAlO3,-2.5675,0.0616
scn-9376,K8Li4Ti3,0.5163,0.0305
scn-9377,BaAsO5,-1.6978,0.0904
scn-9378,Nb2I2O7,-1.9559,0.1394
scn-9379,SrTiBi2Pb(AuO6)2,-1.606,0.0512
scn-9380,HfTlCdAs7,-0.1443,0.0455
scn-9381,YVBi2O7,-2.4384,0.0452
scn-9382,Ba2TaPoO6,-3.0868,0.0378
scn-9383,CuPb2WO6,-1.6177,0.0275
scn-9384,KNb4TcO12,-2.7076,0.0283
scn-9385,RbScGa2,-0.0305,0.039
scn-9386,CsNa2PbS4,-0.9774,0.024
scn-9387,Tl2At2S3,-0.8306,0.02
scn-9388,LiGa(SF3)2,-1.9332,0.0523
scn-9389,Ba3HfSc15Nb4,0.3308,0.0407
scn-9390,Na2CrNiAg7,0.1041,0.0155
scn-9391,Ti3Zn(NO4)2,-1.5447,0.1625
scn-9392,TaAu3O7,-1.2722,0.0474
scn-9393,Ta2Al5,-0.2305,0.0392
scn-9394,Ca2TaGaGe6,-0.2327,0.0129
scn-9395,Cs2Zr,1.3913,0.3732
scn-9396,KNa7Nb2,0.7239,0.0329
scn-9397,BaV2Cd2O11,-1.8889,0.0482
scn-9398,TaAs(PbO3)2,-2.0908,0.0453
scn-9399,AlRe3F6,-1.3047,0.1591
scn-9400,TiPt2O5,-1.7375,0.0337
scn-9401,LiGeSO5,-2.1647,0.026
scn-9402,CsY(NF3)2,-2.143,0.1605
scn-9403,Mg2AlNiF7,-3.1778,0.0608
scn-9404,Sr3CaO7,-2.2305,0.0768
scn-9405,Ta2N3O8,-0.7298,0.4354
scn-9406,VPb2Cl5,-1.4269,0.0221
scn-9407,Zr5(PO3)4,-2.8205,0.0556
scn-9408,TaRuO5,-2.324,0.0472
scn-9409,Li2MgTi3Pb8,-0.0616,0.0156
scn-9410,Rb9Ba5Ta2Cl2,0.1567,0.0371
scn-9411,NbCF3,-1.9456,0.0596
scn-9412,KAsCl4O13,-0.6404,0.4033
scn-9413,Li2Ca5Ti2,0.2846,0.0232
scn-9414,KCa2Mn3O10,-2.0714,0.0731
scn-9415,Cs2Na12HfW3,0.8868,0.0495
scn-9416,MgTiNb2(GeO3)4,-2.3221,0.0541
scn-9417,KNb3Ga8,-0.2104,0.0132
scn-9418,Rb4TaIn,0.8467,0.052
scn-9419,Ta2RhO6,-2.6965,0.0282
scn-9420,NiBrCl,-0.603,0.0213
scn-9421,CsLiO3,-0.8983,0.1032
scn-9422,TiAsO3,-2.4171,0.0395
scn-9423,NbAl6GaPb2,0.2036,0.0211
scn-9424,Sr5Ta4P15,-0.8468,0.0204
scn-9425,Ca7Y3Ta,0.2183,0.014
scn-9426,BaMn(NbAl3)4,-0.2446,0.0188
scn-9427,SrTiRe2O7,-2.5448,0.0357
scn-9428,BaNa7(LiTa)2,0.651,0.0307
scn-9429,Ba2Zr7Zn16,-0.2462,0.0095
scn-9430,TaGa(MoO3)2,-2.0356,0.0595
scn-9431,AsAtSe2,-0.451,0.0184
scn-9432,Ba3ZrGe4O15,-2.4299,0.0855
scn-9433,Y2Bi2Se,-0.7995,0.0205
scn-9434,Zn(IrO3)2,-1.2825,0.032
scn-9435,Sb(PbO2)3,-1.5671,0.0623
scn-9436,Nb2GaO6,-2.7953,0.03
scn-9437,Ba5O11,-1.9158,0.0809
scn-9438,NaOs3O8,-1.6558,0.036
scn-9439,RbNbPo3,-0.5682,0.0175
scn-9440,Li2Ti4Zn9,-0.1473,0.0126
scn-9441,Hf2Ti2O5,-3.0233,0.0469
scn-9442,PbBr3Cl,-0.6286,0.025
scn-9443,Cr4PbW,0.6247,0.0386
scn-9444,TiZn7Bi2,0.1741,0.0189
scn-9445,Li2CaIr2O7,-1.8591,0.0268
scn-9446,Pb7O13,-1.199,0.0617
scn-9447,TcPbBr3,0.1901,0.1392
scn-9448,Ba3Ta2Al9Zn,-0.0939,0.0145
scn-9449,PbS3O7,-1.6129,0.1146
scn-9450,Ba2CrBrO6,-2.0766,0.0544
scn-9451,Ca2NiSnO4,-2.229,0.0939
scn-9452,Fr6Ba2Sr(Bi2O9)3,-2.1089,0.0802
scn-9453,Hf2ZrO3,-2.7922,0.0454
scn-9454,Li6Ta2Mo3O11,-2.3841,0.0557
scn-9455,GeMo2F6,-2.1814,0.062
scn-9456,Ta2PO6,-2.7041,0.0913
scn-9457,Ti3GeAs8,-0.4605,0.0209
scn-9458,Sc5MoPb2,-0.2381,0.0136
scn-9459,Sr5Ta2,0.7728,0.0389
scn-9460,Pb2WClO6,-1.6384,0.0587
scn-9461,Co2MoO4,-1.4769,0.0693
scn-9462,BaNa2Ta2As7,-0.4792,0.0179
scn-9463,NaPd3O8,-0.7749,0.0446
scn-9464,Ca2ZrO3,-2.9757,0.0448
scn-9465,Ta2Te2Cl9,-1.5469,0.0274
scn-9466,Sr4Sc10Ti3,0.2695,0.0323
scn-9467,TaTl(NO4)2,-1.1521,0.2704
scn-9468,TiBi6(PN8)2,0.1096,0.07
scn-9469,SrLi2Sc7Nb2,0.219,0.0202
scn-9470,Ca18Ta6TiTl2,0.3596,0.0275
scn-9471,Ba3SrHf,0.4197,0.0243
scn-9472,Ba2Ca6ScNb,0.404,0.0223
scn-9473,SrLi2Mg2O7,-1.8895,0.1605
scn-9474,Sr5Rh4O15,-2.1125,0.0291
scn-9475,TiCr(IO5)2,-1.5488,0.0764
scn-9476,Sc3TiOF5,-3.1991,0.0574
scn-9477,Sr3Ta2BiO9,-3.151,0.0281
scn-9478,BaSeF3,-2.9559,0.0327
scn-9479,CaAl3In,-0.1364,0.012
scn-9480,Sr2NbInCo6,0.2483,0.1534
scn-9481,Ba3CaSc9TiW,0.3523,0.048
scn-9482,CaGe2WO7,-2.1944,0.038
scn-9483,NaBiO4,-1.1843,0.053
scn-9484,K3YIr6,0.1086,0.0205
scn-9485,FrTl3F6,-2.7747,0.0312
scn-9486,Na2CaNi2O7,-0.9741,0.1095
scn-9487,TaAlO3,-1.6809,0.3725
scn-9488,Al3TlSn,0.1649,0.0174
scn-9489,Ca18Ti(Nb3Tl)2,0.2941,0.0259
scn-9490,CsNbZn3,0.297,0.0317
scn-9491,TaNb3O7,-2.8768,0.0495
scn-9492,Y5NbBi2F,-0.9629,0.0249
scn-9493,Y4Ti3SnI14,-1.0237,0.0194
scn-9494,KCa6NbW,0.4857,0.0252
scn-9495,Zr(BrF4)2,-2.3733,0.0729
scn-9496,KBa12Na(Ti2Bi)2,0.0618,0.0201
scn-9497,Nb2VBiO7,-2.4579,0.0397
scn-9498,VInO5,-1.7313,0.0437
scn-9499,Na2CaBi2I4O15,-1.4632,0.0382
scn-9500,InSn2O5,-1.8547,0.1049
scn-9501,Ni5Pb2W,0.1496,0.0181
scn-9502,Cu2Bi2O7,-0.9942,0.0937
scn-9503,RbTiNbBi5,-0.1487,0.0143
scn-9504,Na6Ca2TaCr,0.6515,0.0303
scn-9505,Nb4Bi5NO18,-2.2088,0.0492
scn-9506,K4Ta3NO12,-2.3899,0.0427
scn-9507,CaTi2InO6,-3.1355,0.0302
scn-9508,Ra19Ta7Bi,-0.3044,0.0338
scn-9509,HfWO3,-1.5795,0.1129
scn-9510,Sr3Ru4(O6F)2,-2.1254,0.0395
scn-9511,Al2AsO4,-2.4873,0.0642
scn-9512,NaSr6Zr2Bi,0.1368,0.0212
scn-9513,Cs2Ba4Na2O11,-1.5824,0.1023
scn-9514,FrRb2OF5,-2.8605,0.0416
scn-9515,NbBrO4,-1.5063,0.1678
scn-9516,ZrPb2AuO6,-1.7836,0.0542
scn-9517,Na2Sr4SnPb,-0.3192,0.0209
scn-9518,NbBiW4,0.3753,0.1119
scn-9519,SrTa2Zn9Bi2,-0.0661,0.0123
scn-9520,Li4WO4,-2.005,0.0335
scn-9521,Ta2MoH2O7,-2.1285,0.1436
scn-9522,Ti2Ge2O5,-2.4437,0.0439
scn-9523,ScTlZn2,-0.162,0.0078
scn-9524,Na3TaAl4,0.3083,0.0782
scn-9525,Ba3SrZn2O9,-2.0148,0.0558
scn-9526,Sr2InSnO6,-2.4257,0.0393
scn-9527,TlFe4Bi,0.5332,0.0343
scn-9528,ScTaV2O6,-2.8002,0.039
scn-9529,KRb2TiP5O,-0.7631,0.1089
scn-9530,Na5Ca2(Bi2O9)2,-1.3649,0.0955
scn-9531,CaTa2V2O9,-3.0744,0.0303
scn-9532,Ba3Ti2Nb2Ru2O15,-2.9029,0.0298
scn-9533,Fr2WO4,-2.2946,0.0374
scn-9534,BaSc9(NbBi)2,-0.1611,0.0163
scn-9535,MgTa2Cr3O9,-2.3631,0.2717
scn-9536,YV2SbO8,-2.7267,0.0256
scn-9537,CaZr(VP4)2,-0.6146,0.0389
scn-9538,Y20Ti7Sn3,-0.0683,0.0189
scn-9539,TaBiO3,-2.4184,0.0404
scn-9540,Sr3Zr2(NiO6)2,-2.486,0.0371
scn-9541,ZrSeO3,-2.2498,0.0943
scn-9542,TaMoO3,-2.4459,0.0539
scn-9543,NaCa6TaW,0.4232,0.0285
scn-9544,GeSO3,-1.5209,0.1395
scn-9545,Cs2NbAl5O,0.0232,0.0914
scn-9546,KMoWO6,-2.179,0.0444
scn-9547,NbAl4Bi,-0.099,0.0147
scn-9548,Cu2SnPbS4,-0.6374,0.0129
scn-9549,Cs7(BaTa)2,0.7718,0.0385
scn-9550,LiNbTe3,-0.6003,0.0118
scn-9551,Ba7(Tl2V)2,0.1042,0.0178
scn-9552,Ta6Ni4O19,-2.6872,0.0418
scn-9553,Y2Ti2V7,0.4474,0.0802
scn-9554,Sr2Sc4Ti,0.2717,0.0174
scn-9555,TaCl3O7,-0.9854,0.1576
scn-9556,FeAs3OF4,-1.8576,0.0505
scn-9557,FrBa2TaO6,-3.4011,0.0327
scn-9558,TaPo2BiO6,-2.6706,0.0564
scn-9559,Na4Ti7Co16,0.2351,0.0351
scn-9560,Zr2Ga7Bi2,-0.1326,0.0393
scn-9561,Ba3SrZn2O9,-2.0116,0.0389
scn-9562,CsTaMoO6,-2.7102,0.0261
scn-9563,MgNb2(MoO3)3,-2.253,0.0573
scn-9564,SrNb2Ge9Bi2,-0.1163,0.0159
scn-9565,TiAl5TlWF,-0.4375,0.0503
scn-9566,Fr24Na8Ta7V,0.1343,0.0249
scn-9567,Fr2Zr2O7,-3.3775,0.2072
scn-9568,Ba4Nb2Tc12W,0.5338,0.0459
scn-9569,In2W(SeO3)3,-0.7718,0.2078
scn-9570,Na2MgBrF7,-2.4467,0.0617
scn-9571,Mg2TiNbTlO4,-2.2089,0.1809
scn-9572,KBi5(Sb2O9)2,-1.7675,0.0626
scn-9573,S2IF3,-1.0473,0.0553
scn-9574,BiAu2O6F,-0.8184,0.0583
scn-9575,KYSc7Ta2,0.2319,0.0288
scn-9576,Cs2RbGaOF5,-2.6822,0.0449
scn-9577,Na6Tl2Sn,-0.1275,0.0128
scn-9578,Cs2NaY5TiO,-0.1203,0.0391
scn-9579,K7Ca2CoSi2,0.2002,0.0204
scn-9580,Li7MgNiF7,-2.3995,0.1086
scn-9581,Ta4Bi5O19,-2.4866,0.0776
scn-9582,NiClO4,-0.1059,0.1571
scn-9583,TaPb,1.0832,0.1225
scn-9584,Cs2NiOF5,-2.1059,0.0422
scn-9585,Sr3MnNb2O9,-3.1198,0.0266
scn-9586,Cd2Se2O7,-1.3314,0.0747
scn-9587,Cs2HfSOF5,-3.1475,0.0321
scn-9588,BaVF3,-3.1492,0.0513
scn-9589,FrRbCrF6,-3.446,0.0346
scn-9590,NaHfI2OF5,-2.6995,0.0467
scn-9591,Sr2CdPd6W,-0.2722,0.014
scn-9592,Cs2NaHfSc5O,-0.0578,0.1345
scn-9593,KRb2BrOF5,-2.26,0.0422
scn-9594,Rb2NaZrCu5O,-0.1371,0.0334
scn-9595,MgCrI2F7,-2.5366,0.0954
scn-9596,YP3F6,-2.445,0.0417
scn-9597,Sr4Nb2Al9,-0.1784,0.0132
scn-9598,SrNb2(GeO3)3,-2.2156,0.0511
scn-9599,CsNa2GaF7,-2.8878,0.0722
scn-9600,NaCaI2F7,-2.6611,0.0599
scn-9601,Br7(ClF6)2,-1.1003,0.071
scn-9602,Na2AlAsF7,-3.0641,0.0344
scn-9603,Al2Pb7F12,-2.5571,0.0662
scn-9604,Cs3YIn6,-0.1602,0.0107
scn-9605,MnNbCoO6,-2.0619,0.0626
scn-9606,LiCa6Ta2Cu,0.4576,0.028
scn-9607,RbZn10Bi3,-0.0045,0.0262
scn-9608,CsSr2TaO6,-2.7231,0.0329
scn-9609,KTlV2O8,-1.7148,0.0677
scn-9610,Sr2NbAl6In,-0.0445,0.0924
scn-9611,Nb2As7Pb2,-0.2107,0.0427
scn-9612,BaNaO4,-1.2751,0.1898
scn-9613,V3(AsO4)2,-1.903,0.0694
scn-9614,Y11(Ti2Bi)2,-0.1796,0.0169
scn-9615,TlGeSb3,0.0923,0.0174
scn-9616,Sr2YNO6,-2.5904,0.0393
scn-9617,Sr3S4Cl,-2.0353,0.1816
scn-9618,GePb(WS2)2,-0.1673,0.0462
scn-9619,V2CrNiF7,-2.2612,0.0636
scn-9620,Cd4PbW,0.527,0.0351
scn-9621,TaSe3O7,-1.6622,0.0607
scn-9622,InPbF7,-2.3816,0.0588
scn-9623,V4SO9,-2.2643,0.0288
scn-9624,ZrO5,-1.1813,0.1256
scn-9625,CaZrAs3,-0.8286,0.02
scn-9626,KNa(NbCd3)2,0.2219,0.0206
scn-9627,TaCoGeO5,-2.3998,0.0332
scn-9628,Mn3TlF13,-2.4777,0.0609
scn-9629,As3PbS,-0.1074,0.0451
scn-9630,BaNb2Fe2O11,-2.4045,0.0419
scn-9631,AlV3F6,-2.2493,0.2527
scn-9632,SrTaMoO2,-1.6923,0.0863
scn-9633,TaGeNO5,-1.4937,0.2215
scn-9634,CsRb2YSn6,-0.2348,0.0214
scn-9635,LiTl2SeF6,-2.2203,0.0271
scn-9636,KPb2Se5,-0.4329,0.0356
scn-9637,ScPoO3,-3.0054,0.0434
scn-9638,Ba3Nb4AsO15,-3.1023,0.0236
scn-9639,TaIrO5,-2.0774,0.0439
scn-9640,CsGa3Pb,-0.0332,0.0218
scn-9641,MgTi3(IO4)2,-2.6909,0.0693
scn-9642,BrF4,-1.1745,0.087
scn-9643,KCo4AsO13,-1.0043,0.14
scn-9644,KSr10Ca2Ta3,0.5153,0.0326
