material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0,diel_ionic_target
mp-559969,CaLaGaO4,22.4275,1.1751,0.0
mp-560066,SbSO2F5,2.3834,0.2371,0.0
mp-560076,Nd2W2O9,12.7128,0.4665,0.0
mp-560742,Ba2TeP2O9,8.721,0.4145,0.0
mp-561005,SrBi6(PO5)4,14.93,0.8146,0.0
mp-561023,ThCd(MoO4)3,8.9863,0.4262,0.0
mp-561108,Y(IO3)3,6.6494,0.3569,0.0
mp-561110,SiPb4(ClO)4,34.4799,3.9248,0.0
mp-572361,Cs2Ti(PO4)2,5.2452,0.1719,0.0
mp-572998,Lu(IO3)3,6.8339,0.3581,0.0
mp-573001,CsGd(PO3)4,3.8459,0.1694,0.0
mp-603241,BaFe(Si2O5)2,5.2487,0.2152,0.0
mp-6110,Sr2YSbO6,21.1496,1.0269,0.0
mp-616023,Cs4Fe3F10,5.7101,0.204,0.0
mp-625652,H9BrO4,5.5121,0.2063,0.0
mp-625687,H9BrO4,8.7822,0.6717,0.0
mp-625948,H7NO6,4.2323,3.9762,0.0
mp-626093,H7NO6,3.4532,3.5908,0.0
mp-626197,Sr(H8O5)2,5.1114,0.6642,0.0
mp-6265,Ba2TbSbO6,18.1551,0.7719,0.0
mp-626529,H7NO6,4.2323,3.9762,0.0
mp-6452,BaSm2ZnO5,15.9967,0.8042,0.0
mp-6748,Cs2Ti(Si2O5)3,3.7348,0.2202,0.0
mp-675152,NdPb8F19,12.7317,0.6843,0.0
mp-676456,Sr6La2Ta3Al5O24,17.8029,1.3085,0.0
mp-676501,K3Sn2S3BrO12,5.7441,0.2511,0.0
mp-677223,NaCaAl3(SiO4)3,4.3631,0.5833,0.0
mp-677422,Ca2Ga2Si(HO4)2,7.1751,0.4165,0.0
mp-684539,Li3Sb2(PO4)3,6.3609,0.4269,0.0
mp-685810,AsN2F7,6.9019,0.4674,0.0
mp-689934,Li2CrP2O7,4.6123,0.2418,0.0
mp-696986,CsH2CO3,3.0955,0.177,0.0
mp-697022,Ca6Si2H6O13,7.0492,0.3436,0.0
mp-697926,LiCd2HSe2O7,7.1249,0.7678,0.0
mp-703542,CdH8(NO5)2,3.0783,0.3375,0.0
mp-708035,NaZn(H3O2)3,3.8476,1.1374,0.0
mp-720376,H4SeO5,3.3429,0.4334,0.0
mp-722315,ZnH3CNO3,3.3218,0.2874,0.0
mp-723043,K2TeH6SeO10,4.5931,0.2128,0.0
mp-733581,PrH(SeO3)2,6.9553,0.228,0.0
mp-733637,NaH8O5,3.3647,0.1951,0.0
mp-733932,InH5(NF)2,5.2538,0.2513,0.0
mp-734042,MgH12(NO6)2,4.7478,3.5947,0.0
mp-752641,Lu3TaO7,28.3318,3.9664,0.0
mp-753180,LiP2WO7,5.7978,0.3372,0.0
mp-753329,Li3Ni3OF7,5.2922,0.2128,0.0
mp-753668,Ba2GdSbO6,20.3077,0.9566,0.0
mp-753902,LiFeBO3,6.3779,0.2576,0.0
mp-753939,LiSnPO4,8.2479,1.3646,0.0
mp-754251,K3SnPCO7,5.6029,0.3259,0.0
mp-754414,SrSm2O4,27.5565,1.7811,0.0
mp-754572,BaCa2I6,5.4947,0.2339,0.0
mp-754949,Li2Mn(SiO3)2,5.6748,0.3649,0.0
mp-755136,LiFeF3,8.1988,0.2737,0.0
mp-755356,Li2FeF4,8.1376,0.4274,0.0
mp-755684,SrCa2I6,5.2903,0.2985,0.0
mp-756073,Rb2ZrO3,15.0933,0.7331,0.0
mp-756457,ErNbO4,17.9546,1.1242,0.0
mp-756659,Li3NiPCO7,14.3667,4.6831,0.0
mp-757027,LiFePO4,3.2889,0.3981,0.0
mp-757082,LiSi3BiO8,4.9254,0.3978,0.0
mp-757097,LiFePO4,5.5005,0.6205,0.0
mp-757129,Li2Fe(CO3)2,7.8922,0.8736,0.0
mp-757345,LiMnPO4,7.4214,0.6374,0.0
mp-757516,LiNi4(PO4)3,4.3564,0.2961,0.0
mp-757590,LiSnPO4,7.5319,0.2284,0.0
mp-757661,LiNiPO4,4.9619,0.1843,0.0
mp-757665,LiNiPO4,4.0541,0.424,0.0
mp-758019,LiP2WO7,4.8743,0.3617,0.0
mp-758148,LiNiPO4,3.4657,0.4576,0.0
mp-758268,Li4VP2O9,3.5802,0.6924,0.0
mp-758410,LiP3W2O13,4.2735,0.356,0.0
mp-758432,LiP3W2O13,6.4412,0.4523,0.0
mp-758597,K2TiSi3(HO5)2,5.2794,0.5567,0.0
mp-758824,LiMnPH2O5,4.4531,0.5643,0.0
mp-758911,Li2Fe(Si2O5)2,3.21,0.3845,0.0
mp-758926,LiFePO4,8.5043,0.7165,0.0
mp-759032,LiMnF3,6.5723,0.5548,0.0
mp-759154,Li5Mn4P4O16F,4.8063,0.2347,0.0
mp-759734,Li3Bi2(PO4)3,7.3965,0.7657,0.0
mp-759815,Li2Fe(CO3)2,4.6092,0.2999,0.0
mp-759983,VOF3,3.4778,0.2571,0.0
mp-760149,W5(O2F11)2,3.3659,0.3095,0.0
mp-760157,W7(OF5)6,3.8369,0.3077,0.0
mp-764189,Li3Mn2F7,7.4042,0.4819,0.0
mp-764257,W7(OF5)6,3.583,0.3159,0.0
mp-765342,Li7NiOF7,3.8237,0.4721,0.0
mp-765594,LiFePO4,5.5005,0.6205,0.0
mp-765635,LiFePO4,4.7119,0.3815,0.0
mp-765771,Li2Fe2Si4O11,4.2268,0.273,0.0
mp-765804,Li6VF8,9.483,0.7588,0.0
mp-765979,Li4Si3(NiO5)2,4.8037,0.3304,0.0
mp-766015,SbOF,14.2253,1.0981,0.0
mp-766021,KH(IO3)2,5.5085,0.2068,0.0
mp-766179,LiSi3BiO8,4.1982,0.711,0.0
mp-766288,Ba2CaI6,7.5906,0.2576,0.0
mp-766301,Ba2CaI6,7.5906,0.2576,0.0
mp-766365,BaCaI4,7.1421,0.247,0.0
mp-766496,Li2SiNiO4,4.437,0.2574,0.0
mp-766684,Li3MnPCO7,3.7361,0.3701,0.0
mp-766812,Li2SiNiO4,4.32,0.2444,0.0
mp-766855,BaH9IO5,6.6615,0.3438,0.0
mp-768140,Na2BiPCO7,5.8876,0.4871,0.0
mp-768402,Ba3Y2Br12,6.4793,0.313,0.0
mp-768556,Na3BSbPO7,5.0209,0.2868,0.0
mp-768774,LiBi4B3O11,18.0539,2.0205,0.0
mp-768810,Sr4Br6O,5.1707,0.1771,0.0
mp-768820,Li3Bi(BO3)2,7.2247,0.4479,0.0
mp-769077,Mg2Te3O8,8.1512,0.3606,0.0
mp-769539,Li7VGeO8,7.5068,0.6248,0.0
mp-770401,SbPO4,14.6351,0.9612,0.0
mp-770756,Li3SiSnBO7,5.7003,0.5931,0.0
mp-770927,Sm3TaO7,26.7624,1.6076,0.0
mp-771021,Na3Li3Mn2P2(CO7)2,6.135,0.4152,0.0
mp-771026,Na2BSbSO7,5.6574,0.3721,0.0
mp-771039,NaLi2MnPCO7,6.7433,0.486,0.0
mp-771337,Na3FePCO7,6.7919,0.9153,0.0
mp-772210,LiFePO4,5.9022,1.1461,0.0
mp-772313,NaLi2MnPCO7,6.8406,0.5064,0.0
mp-772397,Li5WNO4,13.0639,1.8933,0.0
mp-772484,Na3Li3Mn2P2(CO7)2,6.1135,0.4118,0.0
mp-772498,Na3Li3Mn2P2(CO7)2,6.1135,0.4118,0.0
mp-772500,Na2LiMnPCO7,5.5166,0.3323,0.0
mp-772501,Na2LiMnPCO7,5.5166,0.3323,0.0
mp-772507,Na3Li3Mn2P2(CO7)2,6.1135,0.4118,0.0
mp-772519,NaLi2MnPCO7,6.8406,0.5064,0.0
mp-772559,NaLi5Mn2P2(CO7)2,7.1696,0.5788,0.0
mp-772567,Na2LiMnPCO7,5.5166,0.3323,0.0
mp-772579,La2WO6,11.8722,0.58,0.0
mp-772718,NaLi2FePCO7,5.1613,0.3985,0.0
mp-773067,Er3TaO7,18.0164,0.7702,0.0
mp-773801,NaLi5Fe2P2(CO7)2,5.2035,0.4429,0.0
mp-775486,Li3Sb2(PO4)3,6.3609,0.4269,0.0
mp-776080,LiFeF3,6.9699,0.515,0.0
mp-776129,Li3FeF5,7.8765,0.3931,0.0
mp-776196,Na6Ni2C4SO16,3.5034,0.2057,0.0
mp-776200,GdAsO4,7.0911,0.261,0.0
mp-776637,Li3P3(WO6)2,4.6385,0.3153,0.0
mp-777355,LiMnF3,5.5774,0.471,0.0
mp-777383,Li2Cr(PO3)4,3.378,0.3793,0.0
mp-777444,Li3Fe2F7,5.6874,0.3313,0.0
mp-778069,LiMnP2H5O9,4.6735,0.2373,0.0
mp-778633,LiMnF3,5.8445,0.5067,0.0
mp-779096,Tm3TaO7,16.081,0.7243,0.0
mp-779145,Lu3TaO7,16.5347,0.6656,0.0
mp-779317,LiMnF3,6.9167,0.5672,0.0
mp-779880,Ba2GeO4,17.0134,0.7712,0.0
mp-780235,LiSn2(PO4)3,7.6836,0.9989,0.0
mp-780431,LiFePH2O5,5.0339,0.6408,0.0
mp-780784,LiMn4(PO4)3,4.2845,0.2693,0.0
mp-782065,LiTePO5,5.6919,0.4111,0.0
mp-849321,Li2Mn(Si2O5)2,3.1393,0.3474,0.0
mp-861944,KNaPrTaO5,15.3891,0.9738,0.0
mp-863961,SrNi2P2(H2O5)2,5.8332,0.2713,0.0
mp-865272,Tl2CoP4(HO2)8,5.9941,0.334,0.0
mp-866313,Ba3In(BO3)3,7.0495,0.3438,0.0
mp-867547,LiMnPO4,4.6016,0.7176,0.0
mp-867554,LiMnPO4,3.638,0.2497,0.0
mp-867555,LiMnPO4,7.5194,3.2578,0.0
mp-867650,LiMnPO4,5.8529,0.2354,0.0
mp-867651,Li5NiP3O11,6.9103,1.2542,0.0
mp-975505,Rb2CoP4(HO2)8,4.0204,0.2299,0.0
mp-978595,Si(H3C)2,1.3352,0.41,0.0
mp-984716,CaSn4(PO4)6,6.2258,0.7986,0.0
mvc-1239,ZnNiP2O7,5.2596,0.736,0.0
mvc-5610,ZnSnP2O7,7.5805,0.4817,0.0
mp-10175,KCdF3,7.6968,5.3198,0.0
mp-1036381,CaMg14NiO16,9.0519,0.5496,0.0
mp-1038012,SrCaMg30O32,10.292,0.6494,0.0
mp-1039607,RbMg30GaO32,9.4771,0.6042,0.0
mp-10620,LiPrO2,12.0299,0.7133,0.0
mp-1079778,Sr2ZnWO6,18.1553,0.9587,0.0
mp-1097709,CsPb2Cl5,20.2807,1.4473,0.0
mp-1101179,W5(O2F11)2,2.4383,0.1447,0.0
mp-1101357,SrCa2I6,5.344,0.2072,0.0
mp-1101362,SrCa2I6,5.1269,0.177,0.0
mp-1101461,Rb2ZrO3,15.9113,0.8282,0.0
mp-1102291,La3TaO7,44.077,3.7208,0.0
mp-1103556,ErWClO4,9.4293,0.4361,0.0
mp-1103663,Sr3TaHO6,19.5956,0.7702,0.0
mp-1103690,LuWClO4,11.5359,0.4608,0.0
mp-1103766,DyWClO4,9.6913,0.435,0.0
mp-1103778,HoWClO4,9.4651,0.4118,0.0
mp-1103802,TbWClO4,9.5378,0.4387,0.0
mp-11107,Ac2O3,16.0967,0.7386,0.0
mp-1111179,K3BiBr6,12.1329,1.2296,0.0
mp-1111194,K2YTlBr6,12.0855,0.3716,0.0
mp-1112087,K2SmAgCl6,13.147,0.6287,0.0
mp-1112132,Cs2RbBiBr6,8.5821,0.5357,0.0
mp-1112759,Cs2KInCl6,6.5089,0.3171,0.0
mp-1113750,Rb2LaAgCl6,9.4094,0.4736,0.0
mp-1114493,Rb3BiBr6,9.2805,0.4069,0.0
mp-1133284,Tl3SiF7,20.2965,1.8926,0.0
mp-1154479,MgFe(SiO3)2,5.3775,0.2422,0.0
mp-11673,Sc2(SeO4)3,6.2678,0.4106,0.0
mp-1176585,Na5LiFe2P2(CO7)2,5.1926,0.2717,0.0
mp-1176636,LiMnF3,8.6129,0.5525,0.0
mp-1177252,Li4TiO4,14.8182,1.591,0.0
mp-1177660,Li3GdO3,8.7385,0.3931,0.0
mp-1177859,Li2SiNiO4,5.0822,0.3131,0.0
mp-1177860,Li2SiNiO4,4.437,0.2574,0.0
mp-1178149,K3MnPCO7,5.2334,0.1716,0.0
mp-1178408,Cs2HfO3,13.6273,0.6102,0.0
mp-1178507,BaSrI4,6.6361,0.3162,0.0
mp-1178612,ZnSiO3,4.7774,0.3075,0.0
mp-1179312,Sr(H8O5)2,3.816,0.492,0.0
mp-1179340,Sr(H8O5)2,3.6704,0.4072,0.0
mp-1180887,NaCdF3,6.4539,0.4485,0.0
mp-1180938,Li2SeO4,5.3881,0.2187,0.0
mp-1181036,LiP3N2O11,3.1686,0.3475,0.0
mp-1181198,H3CI,1.9907,0.228,0.0
mp-1181214,H3CO3,2.8498,0.4988,0.0
mp-1182065,CdH8(NO5)2,4.1505,0.3436,0.0
mp-1187317,Sr4Nb2O9,28.6087,1.8595,0.0
mp-1189549,LiH2N,3.0345,0.1466,0.0
mp-1190186,ZrO2,13.8314,0.5752,0.0
mp-1190287,LiCO2,3.4879,0.2055,0.0
mp-1190321,Zn3P2Pb3WO14,15.6701,0.9474,0.0
mp-1193015,CsVOF4,4.8989,0.1972,0.0
mp-1193109,NaCaAsO4,6.5276,0.2861,0.0
mp-1194284,BaDy2O4,24.4582,1.5653,0.0
mp-1195289,MnH7C3NO6,2.7297,0.1807,0.0
mp-1195362,Sr2ZnWO6,10.6988,0.3383,0.0
mp-1195626,SrCdB2O5,6.679,0.2526,0.0
mp-1195909,BaPr2Sc2O7,20.9423,1.0365,0.0
mp-1196144,ScH7(NO5)2,3.6702,1.3111,0.0
mp-1196616,Ni2BiB(PO5)2,18.6156,2.5773,0.0
mp-1196885,NdBMoO6,10.0207,0.4258,0.0
mp-1196995,MnH4S(NO2)2,6.2385,0.4425,0.0
mp-1197340,Cs4AsH5Se3O16,4.5339,0.1861,0.0
mp-1197821,AlH14SeNO14,3.7268,1.5475,0.0
mp-1197851,Tb2(MoO4)3,22.3997,0.7854,0.0
mp-1197894,Rb2BiMoPO8,6.4807,0.4204,0.0
mp-1198011,CdH6C2O7,4.0795,0.2296,0.0
mp-1198495,SrH10Pb2Br6O5,8.647,0.5104,0.0
mp-1198580,K2NdH4N5O17,4.6826,0.4179,0.0
mp-1198950,KInH8(CO3)4,4.1236,0.2707,0.0
mp-1199914,MnSeO3,6.5077,0.379,0.0
mp-1200882,SrCdB2O5,8.1625,0.3021,0.0
mp-1200987,CsGa(SeO3)2,5.5175,0.2596,0.0
mp-1201205,Li4BH10N3,5.337,0.2093,0.0
mp-1202239,BaH6C2SNO5,5.0383,0.5973,0.0
mp-1203246,ScAs2H4NO7,5.1906,0.4968,0.0
mp-1203296,AlH12(NO5)3,2.5293,0.6769,0.0
mp-1203315,AsPHBr3OF6,2.1891,0.3911,0.0
mp-1203580,Na4Ga3Ge3B(HO3)4,2.9569,0.199,0.0
mp-1204402,LiAl(CN2)2,3.9825,0.2521,0.0
mp-1204868,NaCaMn2P3(HO6)2,4.6146,0.2034,0.0
mp-1205129,Na3LiTi2Si4(HO4)4,3.8375,0.3471,0.0
mp-1205594,Sr2TaAlO6,24.1269,1.5657,0.0
mp-1205722,KCaI3,4.9689,0.2921,0.0
mp-1207601,YWClO4,9.6207,0.4367,0.0
mp-1207933,Y3Sc2(GaO4)3,6.5557,0.3967,0.0
mp-1208140,Tl3GeF7,21.9383,1.7029,0.0
mp-1208748,Sr4Zr3O10,29.119,1.9746,0.0
mp-1209039,Sm2BeGa2O7,12.2848,0.4784,0.0
mp-1209102,Sr2GdTaO6,29.552,1.5537,0.0
mp-1209472,Rb2Zr(MoO4)3,13.7611,1.0444,0.0
mp-1209567,Rb2SbF5,8.5553,0.5937,0.0
mp-1209587,RbEr(MoO4)2,10.1379,0.3723,0.0
mp-1209642,PrAlGe2O7,7.3836,0.3148,0.0
mp-1209660,Rb2Zn2(MoO4)3,11.2151,1.0216,0.0
mp-1209739,Pr3TiCl5O4,12.0904,1.036,0.0
mp-1209886,Nd3Ta(Cl3O2)2,9.3525,0.3617,0.0
mp-1209888,Nd3W(ClO2)3,8.0467,0.2808,0.0
mp-1210014,Nd2BeGa2O7,11.9726,0.4897,0.0
mp-1210034,Nd3TiCl5O4,11.9797,0.9552,0.0
mp-1210338,NaMg3Si3HO10,3.3793,0.2172,0.0
mp-1210600,MgGaH5,5.4573,0.3081,0.0
mp-1211126,LiSc(WO4)2,17.8083,1.0795,0.0
mp-1211290,La3Ta(Cl3O2)2,9.492,0.3828,0.0
mp-1211532,KTm(MoO4)2,9.9846,0.3728,0.0
mp-1211556,KHo(MoO4)2,10.1459,0.3785,0.0
mp-1211601,KEr(MoO4)2,10.014,0.3788,0.0
mp-1211686,KDy(MoO4)2,9.9035,0.375,0.0
mp-1211734,KLu(MoO4)2,10.0147,0.3741,0.0
mp-1211893,InH3(IO4)2,7.701,2.1794,0.0
mp-1211910,LaAlGe2O7,8.0587,0.3322,0.0
mp-1212381,Ho2(MoO4)3,24.0034,0.8682,0.0
mp-1213120,Dy2(MoO4)3,22.9602,0.7746,0.0
mp-1213172,CsTm(MoO4)2,10.5248,0.4527,0.0
mp-1213173,CsLa(WO4)2,9.1118,0.4117,0.0
mp-1213214,Er3Al3Cr2O12,6.3678,0.2935,0.0
mp-1213230,Dy2(MoO4)3,17.0614,0.6869,0.0
mp-1213277,CsEr(MoO4)2,10.3987,0.4147,0.0
mp-1213319,CsPr(WO4)2,9.1602,0.3955,0.0
mp-1213346,CsTm(MoO4)2,9.752,0.4864,0.0
mp-1213347,CsHo(MoO4)2,9.8747,0.4303,0.0
mp-1214542,Ba6Y2Ga4O15,16.1346,0.787,0.0
mp-1214551,Ba6Tb2Ga4O15,17.0426,0.8309,0.0
mp-1214580,Ba3Cd(SiO4)2,22.2064,1.0281,0.0
mp-1214596,Ba6Ho2Ga4O15,16.3038,0.7884,0.0
mp-1214605,Ba6Dy2Ga4O15,16.4648,0.7948,0.0
mp-1214853,AlInBr4,9.344,0.719,0.0
mp-1215782,ZnGa2(TeO3)4,7.7132,0.4387,0.0
mp-1216106,Y3SOF5,8.991,0.5769,0.0
mp-1217635,Tb3SOF5,10.4407,0.7792,0.0
mp-1217962,SrSmAlO4,28.4102,2.033,0.0
mp-1218095,SrNdGaO4,27.3074,1.8367,0.0
mp-1218758,Sr2LaGaO5,16.49,0.8015,0.0
mp-1219655,Rb3H(SeO4)2,5.2619,0.241,0.0
mp-1221172,Na4TaAl3(PO4)6,4.5936,0.3795,0.0
mp-1221255,Na4Al3Cr(P2O7)4,3.5597,0.3345,0.0
mp-1221578,Mo(PO4)2,11.6053,0.9124,0.0
mp-1221775,MnH7C3NO6,3.5788,0.1688,0.0
mp-1221930,Mn9Al8Fe3(SiO4)12,5.3127,0.304,0.0
mp-1222195,Mg3Fe(SiO4)2,4.582,0.2961,0.0
mp-1222205,Mg(IO3)2,9.4275,1.0198,0.0
mp-1222519,LiFe3SiPO8,7.742,0.3402,0.0
mp-1222672,LiMgAl(MoO4)3,14.1334,1.3929,0.0
mp-1222860,Li7Mn(BO3)3,7.4945,0.3828,0.0
mp-1223362,La7Ta3(W2O15)2,21.9618,1.3221,0.0
mp-1224256,K5NaNi5(P2O7)4,7.2471,0.8415,0.0
mp-1224533,K5HfIn(MoO4)6,14.516,4.5767,0.0
mp-1225896,Er6Si11N20O,6.5479,0.2293,0.0
mp-1226730,CdH6(NCl)2,3.8253,0.1626,0.0
mp-1227044,CaYAlO4,29.05,1.9869,0.0
mp-1227121,CaThNb2O8,20.1595,2.6865,0.0
mp-1227140,CaSmMgNbO6,31.6742,1.6681,0.0
mp-1227399,Ca2MgFe(SiO3)4,6.6002,0.962,0.0
mp-1227501,BaSrSm4O8,18.7363,1.086,0.0
mp-1227526,Ca2Ga2SiO7,11.9948,0.5452,0.0
mp-1227686,Ca3Ta4(O6F)2,36.4023,4.6899,0.0
mp-1228088,Ba4SrHf5O15,25.8375,1.6631,0.0
mp-1228178,Ba3SrY2(SbO6)2,17.0167,0.7691,0.0
mp-1228406,Al4Zn3Cr2O12,8.4919,0.427,0.0
mp-1228522,Al2Zn2S5,3.5478,0.1495,0.0
mp-1247851,Al10Si2O19,4.9389,0.394,0.0
mp-1262776,CaSi2NiO6,5.8256,0.3018,0.0
mp-1286142,BaFe2(PO4)2,7.6878,0.3795,0.0
mp-1290075,FePH6NO5,3.3674,0.2244,0.0
mp-1296207,FePH6NO5,3.8047,0.2306,0.0
mp-1297665,Al2NiO4,8.5051,0.3324,0.0
mp-1301965,LiFePO4,5.9022,1.1461,0.0
mp-1318386,Li4Si2NiO7,4.4298,0.432,0.0
mp-1518079,BaSrLaSbO6,4.4606,0.27,0.0
mp-1518907,BaSrDySbO6,16.1982,1.0547,0.0
mp-1519455,BaSrPrSbO6,11.0954,0.3397,0.0
mp-1519474,Ba2SmSbO6,23.6954,0.9294,0.0
mp-1520458,Ba2YSbO6,20.9994,0.9352,0.0
mp-1520523,BaSrTbSbO6,16.2211,0.993,0.0
mp-1522439,Ba2NdSbO6,24.0675,0.8821,0.0
mp-1522537,BaCaLaSbO6,17.3107,0.8454,0.0
mp-1523158,BaCaZr2O6,35.6983,2.5396,0.0
mp-1571483,ZnFeP2O7,7.6114,0.7943,0.0
mp-1638522,LiFePH2O5,4.8945,1.157,0.0
mp-1660482,SrCaNi(PO4)2,8.6208,0.3889,0.0
mp-1667394,NaLi2MnPCO7,4.8604,0.3731,0.0
mp-16779,Ho2Ni(B2O5)2,6.3989,0.2783,0.0
mp-16882,ZnMoO4,11.7894,0.6695,0.0
mp-17006,SmTl(MoO4)2,10.3098,0.7218,0.0
mp-17363,BaHo2O4,22.5391,1.4288,0.0
mp-17447,Sr10P6SO24,12.0591,0.8269,0.0
mp-17464,SrGeO3,10.1468,0.6208,0.0
mp-17722,PrTaO4,30.9786,1.6682,0.0
mp-17839,K3Na(SeO4)2,4.9746,0.2047,0.0
mp-18049,Ge5P6O25,3.0159,0.521,0.0
mp-18258,BaTb2O4,23.8397,1.5546,0.0
mp-18743,CaMnP2O7,7.3173,0.4641,0.0
mp-18766,Si(NiO2)2,4.0833,0.1762,0.0
mp-19105,Na3MoNO3,7.4917,0.4969,0.0
mp-19499,KY(MoO4)2,9.8867,0.3856,0.0
mp-2292,La2O3,19.4077,1.5669,0.0
mp-23390,RbCdCl3,5.4298,0.2333,0.0
mp-23560,Ge3(BiO3)4,3.7055,0.8281,0.0
mp-23957,SrH2I2O7,5.3617,0.2653,0.0
mp-23979,K3H(SeO4)2,4.9949,0.1756,0.0
mp-24121,Tb(HO)3,4.9797,0.2067,0.0
mp-24356,CdH4NCl3,7.7986,0.4479,0.0
mp-26005,LiMn6P7O24,6.0365,0.6616,0.0
mp-26071,LiMnPO4,5.997,0.2993,0.0
mp-26553,Li2Mn3(P2O7)2,6.2085,0.307,0.0
mp-27310,Na4Sn3F10,10.6291,1.1528,0.0
mp-27535,Ca(IO3)2,6.9292,0.4402,0.0
mp-27580,Zn3(AsO3)2,8.432,0.3599,0.0
mp-28680,KGaBr4,5.923,0.2316,0.0
mp-28970,Nd2NCl3,6.9917,0.2515,0.0
mp-29489,P4SeO7,0.9613,0.308,0.0
mp-29509,Zn(AsO2)2,5.5278,0.4661,0.0
mp-30245,Mg3H4O5,4.6749,0.2089,0.0
mp-3079,CaTa4O11,42.4225,2.4297,0.0
mp-30948,Tb(IO3)3,6.8379,0.3696,0.0
mp-31005,Zn3(PO4)2,4.2138,0.1849,0.0
mp-31113,Dy3GaO6,10.8891,0.2696,0.0
mp-31115,Er3GaO6,10.7075,0.2913,0.0
mp-31321,La(C2N3)3,7.4724,0.4612,0.0
mp-3323,SrZrO3,30.1066,2.2806,0.0
mp-3916,K2(SO2)3,4.8565,0.1801,0.0
mp-3952,BaY2O4,23.0998,1.6314,0.0
mp-4325,Zr(SO4)2,4.0991,0.3693,0.0
mp-505001,Rb3ZnBr5,5.9523,0.2831,0.0
mp-532541,CsBaIn2(PO4)3,5.1383,0.3143,0.0
mp-540431,Li2Fe5(PO4)4,7.3922,0.3569,0.0
mp-541006,BaTlVO4,11.3591,0.5409,0.0
mp-541031,BaCrF5,5.816,0.2123,0.0
mp-541483,Rb3Sc(HO)6,7.0017,0.3808,0.0
mp-542085,Sr2GeO4,11.6907,0.5331,0.0
mp-542563,NaMg3Al(MoO4)5,16.9338,1.9137,0.0
mp-542783,Ba2H14C4O15,4.1504,0.2047,0.0
mp-545622,ZnWO4,18.2023,3.2435,0.0
mp-554223,RbScAs2O7,6.2745,0.2313,0.0
mp-554597,La2WO6,14.6253,0.9434,0.0
mp-554819,MgP4(Cl5O3)2,1.4181,0.3008,0.0
mp-555215,Mg2Mn(PO4)2,3.7347,0.1965,0.0
mp-555508,Ca11Si4SO18,9.1789,0.4392,0.0
mp-555930,Pr3W(ClO2)3,8.078,0.2639,0.0
mp-556378,BiSeClO3,23.3201,3.289,0.0
mp-556386,KNa3WO5,6.5588,0.2003,0.0
mp-556438,KNaSmNbO5,14.6451,0.7714,0.0
mp-556455,Y2(MoO4)3,17.0812,0.6751,0.0
mp-556606,K2BiMoPO8,7.2371,0.4151,0.0
mp-556615,CaBi6(PO5)4,14.8684,0.9443,0.0
mp-556890,BaNaCr2F9,5.5001,0.2922,0.0
mp-557276,Ca2VClO4,11.3479,0.4663,0.0
mp-557311,Sr2GeO4,8.1499,0.1916,0.0
mp-557319,InH8C4NO10,2.8197,0.2689,0.0
mp-557393,K3AgC4(SN)4,3.992,0.2103,0.0
mp-557676,LiGa(MoO4)2,19.8,1.8541,0.0
mp-557955,Ca3Al4ZnO10,13.6485,0.6048,0.0
mp-558007,Sm(IO3)3,6.7148,0.4,0.0
mp-558339,MgFe(SiO3)2,5.1771,0.4285,0.0
mp-558445,LaBMoO6,11.0418,0.6088,0.0
mp-558523,PAuClF3,3.3114,0.5228,0.0
mp-559186,BaBiBO4,9.7597,0.446,0.0
mp-559373,Ge4PbO9,9.3634,0.6092,0.0
mp-559426,Pr2Zr2O7,27.0001,2.1637,0.0
mp-559476,Dy(IO3)3,6.8093,0.3633,0.0
mp-559618,NaB(CO2)4,2.9832,0.1678,0.0
mp-559770,Nd4Ga2O9,18.6714,1.0874,0.0
mp-559808,Cs3PO4,6.7807,0.2408,0.0
mp-560450,Sb2SNF11,3.5713,0.3057,0.0
mp-560573,La2Te3MoO12,18.3806,0.6773,0.0
mp-561013,Ga2PbO4,17.212,0.9762,0.0
mp-561536,NaMgBO3,6.5413,0.3371,0.0
mp-569348,TlGaBr4,35.9901,2.0464,0.0
mp-571132,LiMg10AlH24,12.7133,0.3495,0.0
mp-572231,CsDy(MoO4)2,9.9553,0.4359,0.0
mp-573109,Sm2Se5O13,8.4954,0.4311,0.0
mp-584637,Cr(PO3)3,2.8376,0.3012,0.0
mp-625555,H7BrO3,4.4694,0.2295,0.0
mp-626241,Sr(H8O5)2,3.7334,0.2452,0.0
mp-626553,Ca(H8O5)2,5.3193,1.9925,0.0
mp-643060,ZnH4(BrO)2,3.1799,0.2153,0.0
mp-644418,CaH2CClO3,3.9565,0.2028,0.0
mp-6480,Mn3Al2(SiO4)3,4.9947,0.3195,0.0
mp-648211,PNCl2,0.411,0.2792,0.0
mp-6492,Ba2YSbO6,18.7593,0.8393,0.0
mp-651301,NaIn(MoO4)2,20.9986,2.3153,0.0
mp-6695,BaCdP2O7,6.1893,0.3094,0.0
mp-677078,Ca11AlSi3ClO18,9.5543,0.7423,0.0
mp-679983,CsP4N7,4.3483,0.4546,0.0
mp-685195,SrLaTl(AsO4)2,10.7862,0.4565,0.0
mp-696019,Na3P2H4O7,3.7028,0.2055,0.0
mp-696989,NaPH5C2SN3O4,3.3827,0.2021,0.0
mp-697033,CdH4CN2Cl2O,2.8717,0.2845,0.0
mp-698205,LiB(HO2)2,3.6775,0.1789,0.0
