Bi2Zr2O7,Bi2Zr2O7,Bi2Zr2O7,CsTaTeO6,CsTaTeO6,CsTaTeO6
energy (eV),(F(R)-E)^1/2,Fit,energy (eV),(F(R)-E)^1/2,Fit
5.34483,3.37966,9.11788,5.34483,3.82224,10.757
5.36797,3.36578,9.18648,5.36797,3.808,10.81504
5.3913,3.33959,9.25568,5.3913,3.7868,10.87358
5.41485,3.31538,9.32548,5.41485,3.757,10.93264
5.4386,3.30327,9.3959,5.4386,3.73543,10.99221
5.46256,3.28815,9.46693,5.46256,3.71521,11.05231
5.48673,3.28381,9.5386,5.48673,3.70151,11.11294
5.51111,3.26589,9.6109,5.51111,3.66195,11.17411
5.53571,3.24223,9.68384,5.53571,3.66525,11.23583
5.56054,3.22892,9.75745,5.56054,3.64807,11.2981
5.58559,3.21741,9.83171,5.58559,3.63055,11.36093
5.61086,3.17646,9.90664,5.61086,3.60931,11.42432
5.63636,3.16578,9.98226,5.63636,3.57968,11.4883
5.6621,3.10075,10.05857,5.6621,3.53816,11.55286
5.68807,3.0945,10.13558,5.68807,3.51034,11.61801
5.71429,3.08161,10.21329,5.71429,3.50361,11.68376
5.74074,3.04487,10.29173,5.74074,3.49551,11.75012
5.76744,2.97886,10.3709,5.76744,3.43833,11.8171
5.79439,2.97431,10.4508,5.79439,3.39927,11.88471
5.8216,2.93518,10.53146,5.8216,3.3615,11.95294
5.84906,2.87442,10.61288,5.84906,3.34353,12.02183
5.87678,2.8013,10.69507,5.87678,3.30091,12.09136
5.90476,2.78638,10.77804,5.90476,3.25794,12.16156
5.93301,2.75228,10.8618,5.93301,3.22718,12.23243
5.96154,2.70039,10.94638,5.96154,3.21038,12.30398
5.99034,2.64552,11.03176,5.99034,3.1477,12.37622
6.01942,2.62927,11.11798,6.01942,3.12998,12.44917
6.04878,2.60628,11.20504,6.04878,3.05583,12.52282
6.07843,2.63253,11.29295,6.07843,3.06325,12.5972
6.10837,2.54468,11.38173,6.10837,3.00864,12.67231
6.13861,2.44853,11.47139,6.13861,2.94815,12.74816
6.16915,2.48916,11.56194,6.16915,2.93108,12.82477
6.2,2.47886,11.65339,6.2,2.93092,12.90215
