material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0
scn-19423,AtCl2,3.67,0.1721
scn-19424,Na3CaO4,7.171,0.2345
scn-19425,CrClF,7.4805,0.2945
scn-19426,NbReO3,15.7751,0.7928
scn-19427,Ta4Ru3(O6F)2,33.6657,4.0701
scn-19428,Ca2Ti5(Sn9Bi2)2,10.6019,0.5595
scn-19429,AlInN4,8.5853,0.2996
scn-19430,Nb2N2O7,87.8393,12.594
scn-19431,BaV2Bi2O9,26.9914,1.6068
scn-19432,V2BiPO8,79.5862,5.0744
scn-19433,Nb2WO6,24.6584,1.7519
scn-19434,FrAgO3,6.7273,0.2127
scn-19435,Sb(Te2W3)3,2.885,0.3168
scn-19436,KTa7W,12.0834,1.1653
scn-19437,Li2SnS4N,2.3972,0.1778
scn-19438,Rb2Ge3F5,8.8825,0.2587
scn-19439,Ba2S2O7,8.3004,0.2163
scn-19440,Tl4W2O7,78.8764,3.2669
scn-19441,MgTaGe5Bi,11.4949,0.4997
scn-19442,MgTa2Fe2O7,30.5903,1.8828
scn-19443,ScZnBr,13.5586,0.5016
scn-19444,Ba4Sr(CuO3)5,13.808,0.7916
scn-19445,Ca2Ti3In8,11.7616,0.3989
scn-19446,Ba2TaBiAt6,18.1786,1.0562
scn-19447,TaCo2BiO6,23.9424,1.8216
scn-19448,CdBrF,10.7968,0.8261
scn-19449,ZrSn3F7,12.029,0.5385
scn-19450,IBrCl,4.0183,0.3267
scn-19451,CaBiRhO5,10.1648,0.4174
scn-19452,SnIBr3,26.3209,3.025
scn-19453,Zr2Pd(PbO3)3,28.2731,1.56
scn-19454,NaN3O8,5.1535,0.6751
scn-19455,Cs3Nb2ZnO9,34.2738,2.6339
scn-19456,SrBi2Pd2O9,11.5338,0.3981
scn-19457,Ba8Li4Fe3O,12.2815,0.3364
scn-19458,Na4N7O16,3.691,0.561
scn-19459,Ba3Nb2IrO9,22.6493,2.8449
scn-19460,Na2Pb2O5,12.2857,0.4497
scn-19461,Li4Co3O8,9.0244,0.3922
scn-19462,Ba7Na2MgV,10.2662,0.2939
scn-19463,Hf2Sn2O7,42.0244,3.8834
scn-19464,Nb2InClO6,62.7371,5.406
scn-19465,SO,8.8551,1.2282
scn-19466,Nb4In3O13,96.1101,9.1422
scn-19467,Ba2BiO6F,15.2317,1.1674
scn-19468,Rb9Sr(TaBi)2,6.7513,0.2552
scn-19469,Ca2CoSi2W7,18.2597,0.8596
scn-19470,KBa3NbO9,20.1763,1.0192
scn-19471,KCaTa2O7,123.5704,24.9559
scn-19472,CaAtF4,6.7855,0.3684
scn-19473,KRb2HfMoF5,6.75,0.2287
scn-19474,Cs2KSF6,5.0899,0.2426
scn-19475,Cs7NiOF7,14.267,1.6034
scn-19476,Sr4TiSn,8.9225,0.3307
scn-19477,Na2Ta2NiO7,73.1702,4.3373
scn-19478,K2RbScCu6,8.322,0.3657
scn-19479,TlFe8Br9O4,18.1237,1.2319
scn-19480,Na2Nb2TcO7,13.6823,0.827
scn-19481,NaTa4Fe18Bi5,9.9197,0.4006
scn-19482,ZnClO4,7.2524,0.8068
scn-19483,RbCa2O4,19.1402,0.6307
scn-19484,SF,1.1885,0.3162
scn-19485,K2BaNaHfF5,8.2967,0.469
scn-19486,Ba5In4O15,22.5846,1.5571
scn-19487,Sr3Nb2ZnCd9,14.752,0.6181
scn-19488,Cs5KRb2ZrO,9.8591,0.4051
scn-19489,NaZrMo2OF5,5.2419,0.2238
scn-19490,K2NaSeOF5,5.2482,0.2455
scn-19491,Na2MgCrSn7,13.084,1.1994
scn-19492,Cs9Ba3MgNb2,21.4358,1.1679
scn-19493,Cs2P(WO4)3,100.0617,16.8126
scn-19494,Sr4Nb2Cr9,12.9443,0.5052
scn-19495,Nb2Br3O8,37.4124,5.6812
scn-19496,HfSn2(WO4)3,48.1398,3.3865
scn-19497,Ba3SrMn2O9,23.2106,1.355
scn-19498,Ba3Nb2CdTc9,22.093,3.1213
scn-19499,Na2GaMoF7,33.6572,5.6654
scn-19500,SrInNO2,10.8265,0.3481
scn-19501,TeO2F,7.6177,0.7783
scn-19502,ZrTlRe5,6.0481,0.4574
scn-19503,LiTaZn3,19.4733,0.7865
scn-19504,Sr2YTaFe6,10.7152,0.5006
scn-19505,Li4Re3O8,15.7074,0.9361
scn-19506,InPbBr,24.1698,0.5221
scn-19507,NaGePO5,4.9434,0.2266
scn-19508,Ti4Bi2Se11,3.3837,0.2637
scn-19509,GaNi(PbO3)2,21.1467,1.1352
scn-19510,Hg2PbF8,7.4089,1.2006
scn-19511,Sr2YTaIr6,9.5439,0.2503
scn-19512,Na2GeSbS4,10.7803,1.4009
scn-19513,Tl2InBiF6,21.4143,1.5927
scn-19514,FrPbO4,12.4337,0.4346
scn-19515,CsTaF7,5.8749,0.2814
scn-19516,Sr6Ca2TaGa,16.1823,0.9924
scn-19517,Na2Tc2O7,5.7281,0.3052
scn-19518,TaZn(PbO3)2,36.5639,2.6884
scn-19519,K4Sc34Nb8SiP4,7.6436,0.3647
scn-19520,Rh2PbF8,6.151,0.2631
scn-19521,TaAl(IO3)2,14.8275,3.0347
scn-19522,Sr2TaReO6,31.8049,2.2605
scn-19523,Mg3IO4,5.0942,0.1515
scn-19524,KNa2NiF7,28.0729,3.3489
scn-19525,Ca8Ti3,9.1751,0.3751
scn-19526,Ca11Ta2,12.1885,0.4861
scn-19527,KNi2Cl5,3.6949,0.1413
scn-19528,BaTaO5,34.744,2.049
scn-19529,Ba3TiWSeO9,42.905,2.1311
scn-19530,Ba5Na9Ta2Cl2,8.2987,0.3287
scn-19531,Ca2TaAl6Ga,17.8078,0.6374
scn-19532,Cs2Y12HfW3,17.0996,1.3516
scn-19533,Rb2MgTi(PbO3)4,12.0188,0.5509
scn-19534,HfTa7O19,38.4194,1.8711
scn-19535,PbNO3,17.9104,0.9921
scn-19536,KNb3Tc8,23.0251,0.8173
scn-19537,RbTl2ZnF6,24.4916,2.5476
scn-19538,TaSeO4,22.7028,1.2028
scn-19539,Tl2ZnO6,11.0929,0.3901
scn-19540,Cs3NbO7,8.5123,0.5117
scn-19541,Ni2Pb5F8,22.9958,1.4914
scn-19542,GaPb2NO6,12.1437,0.9631
scn-19543,NO2F,2.817,0.3676
scn-19544,BaNb4ClO12,68.1988,6.2771
scn-19545,Rb2Pb,6.9476,0.2926
scn-19546,BaLi2Pt2O7,11.9199,0.9357
scn-19547,Y6Ta2Sn,9.3648,0.3054
scn-19548,Ba(Ta3I8)2,3.0326,0.1772
scn-19549,Sr2GaTcO6,17.9197,0.7037
scn-19550,Ba3Na4ZrO15,10.9624,0.3655
scn-19551,CoSb(PbO3)2,21.6658,1.4969
scn-19552,Ca2AlIrO6,10.6871,0.5616
scn-19553,NaSr8Ta3,13.39,0.6235
scn-19554,FrBa3TiWO9,31.5834,1.6919
scn-19555,Li2Ru4O9,5.2314,0.2827
scn-19556,Ba2Sc6TaTl,11.8348,0.6028
scn-19557,BiTe4P,22.0683,1.4725
scn-19558,GaIBr3,17.3391,1.9171
scn-19559,CaTa2Co2O7,27.6303,1.3107
scn-19560,V2SnF6,7.4295,0.3673
scn-19561,Ta2Zn5,20.2564,1.067
scn-19562,LiHfNb2O7,94.5273,56.3361
scn-19563,TaTl2Hg,12.2439,0.8734
scn-19564,Li2Tc4NiSn,19.704,0.8586
scn-19565,Tl2Zn6Ge,10.975,0.6179
scn-19566,Sr5Nb4Hg15,6.7903,0.3011
scn-19567,MoBr2O5,3.795,0.7717
scn-19568,TiIn4Pb,21.4372,1.2915
scn-19569,Sr4Nb2(OsO5)3,19.8347,1.1946
scn-19570,Mo3O4,3.258,0.2994
scn-19571,NbSnF4,9.0197,0.2742
scn-19572,CrMo3F6,4.371,0.2247
scn-19573,K2WO3,29.2729,2.403
scn-19574,SrBiSCl2,8.9813,0.2416
scn-19575,CaTaAlW5,16.5107,1.2821
scn-19576,MgZrZn7Si2,10.838,0.4676
scn-19577,TiCu16(Bi3P)2,12.1331,0.6577
scn-19578,Li2ZrSc3,9.2456,0.3543
scn-19579,Ca3Nb4(PbO6)2,51.7271,3.5208
scn-19580,TiTl2(ClO3)6,5.6711,0.8918
scn-19581,SrLi2Ta2Sn7,12.1192,0.5504
scn-19582,Ca2Sc7Ta,14.3484,0.5697
scn-19583,NbTlSnO5,20.9216,1.1701
scn-19584,KTa2NiO7,26.6667,1.1823
scn-19585,Sr3ScTa2O9,62.0584,5.5986
scn-19586,TaIO3,24.2125,1.2118
scn-19587,Cs6Nb2Pb,8.5605,0.3643
scn-19588,FrBaF3,10.929,0.6579
scn-19589,Fr3CaIn,17.9132,0.5422
scn-19590,Mo2Os2O11,13.7046,4.0313
scn-19591,Ba3TiGaWO9,34.5134,1.5199
scn-19592,Na2SrTa2Ge7,6.1751,0.2738
scn-19593,CaTiGe9,12.2783,0.5446
scn-19594,TaAlV2O6,20.6019,2.3865
scn-19595,Sr2GaCuO6,10.8169,0.3715
scn-19596,Ca5Re4O15,16.9699,0.8556
scn-19597,Tl3BrF5,13.2087,2.0302
scn-19598,Ti2In2SiGeO10,26.1043,6.1506
scn-19599,Fr3NaCa(BiO6)2,11.3946,0.4682
scn-19600,AlTcO3,13.7698,0.8277
scn-19601,HfTaO3,45.3606,2.7771
scn-19602,SnPWO4,16.0228,0.8975
scn-19603,KNaTi4(ClO6)2,38.372,4.3805
scn-19604,Y4MnSn3O14,39.5274,0.9862
scn-19605,AtClO3,8.5443,0.5098
scn-19606,Na2CaBi2Au4O15,11.8019,0.5562
scn-19607,Ca5Ir4O15,11.1436,0.5987
scn-19608,SrLiCa3,23.5742,0.6232
scn-19609,Y3Ti4ReO14,66.6386,3.1468
scn-19610,TiNb(RhO3)3,17.2158,6.5001
scn-19611,NbCu3O10,5.5906,0.3537
scn-19612,Ca2Y6TaCr,14.026,1.0042
scn-19613,Nb3Bi3(PdO7)2,21.8295,1.4819
scn-19614,BaHfFe3,8.4106,0.764
scn-19615,KTl2ClF6,16.7904,1.7408
scn-19616,K7TlBi2,7.0001,0.2056
scn-19617,ZrClO3,38.8671,16.1347
scn-19618,Ca3Zr2Fe7,8.6236,0.32
