material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0
scn-54595,HgTePb2,62.1946,2.2528
scn-54596,MgV4F9,5.0341,0.2309
scn-54597,Ca2MgTaO6,27.3076,2.3798
scn-54598,Sc2AlNiF7,12.9233,0.797
scn-54599,CsHg3Pb,16.4445,1.0196
scn-54600,NbPdO2,12.636,0.6204
scn-54601,NbBr3O7,44.8525,12.3703
scn-54602,YScIn3,13.1998,0.3469
scn-54603,Ge(NCl3)2,0.7681,0.3632
scn-54604,SrCa(NbGa3)4,12.6949,0.3313
scn-54605,Ba3Ta2IrO9,31.4884,1.5187
scn-54606,Ti3GeTe8,1.8269,0.1874
scn-54607,Mg3Zr2O7,22.7319,1.0489
scn-54608,TiPb5,31.9661,2.0038
scn-54609,BaTa2Hg2O7,125.2718,18.753
scn-54610,NaNb3I8,3.886,0.1512
scn-54611,AgBiPb2S,34.4691,1.4805
scn-54612,MgZrBi2O7,25.968,1.7643
scn-54613,Y8TaTlV2,9.9697,0.4545
scn-54614,Ta6Tl2CoO18,59.4427,2.6528
scn-54615,K4Ti11O24,61.8159,6.3506
scn-54616,SrLi2Ta2As7,6.1371,0.3214
scn-54617,Ta5Sn3I,6.4342,0.4231
scn-54618,Sr5Zn4O15,13.8602,0.4524
scn-54619,Sr2NbSeO6,55.1363,2.9822
scn-54620,FrCaGe2O7,8.7829,0.2664
scn-54621,Sr2GaWO6,17.2987,0.5328
scn-54622,TaReO4,16.7872,0.6487
scn-54623,KNaTi4(SbO6)2,36.4451,1.9494
scn-54624,NbRe(BiO3)3,40.6394,2.1284
scn-54625,Sr3MgNb3O12,55.9339,3.6199
scn-54626,Na2Sr3Ta4O12,103.4291,17.4422
scn-54627,Nb2GeO6,59.9339,4.1217
scn-54628,Sr5ZrS4O15,33.5608,1.8342
scn-54629,NaCa2Ta3Re10,25.2053,0.8122
scn-54630,Nb2ReO6,29.9551,1.4993
scn-54631,BaBi2W2O9,28.8399,1.7853
scn-54632,BaNaRe3,8.4341,0.5316
scn-54633,Rb2Ti(Ir4W)3,5.1904,0.2727
scn-54634,Nb2Co2PbO9,51.8135,3.3041
scn-54635,Ba2ZrPt4,11.7125,0.3142
scn-54636,Li2PbS4F,19.4408,1.712
scn-54637,Ba4Sr(HfCu3)5,9.6042,0.6789
scn-54638,Pb2F,19.9086,0.5515
scn-54639,RbNbWCl6,5.8754,0.3842
scn-54640,CsSnO4,4.8866,0.4385
scn-54641,TlPCl3,33.6752,3.0824
scn-54642,Fr2Pb2O7,10.0993,0.6826
scn-54643,Ba3NaTa2O9,68.2234,11.5336
scn-54644,TiNbTlZn2O4,26.5968,0.9649
scn-54645,Na2Ti2Cr5,7.3882,0.3745
scn-54646,Cs2NaTiClF5,23.4682,1.8072
scn-54647,Ru3SO6,6.2988,0.536
scn-54648,KRb2HfReF5,7.6282,0.2322
scn-54649,TaBiPd4,4.6366,0.1898
scn-54650,Cs4Ca2Hf,23.7666,1.4198
scn-54651,Cs2CaOF5,7.9687,0.4433
scn-54652,ZrFe3Pb,14.6818,0.5977
scn-54653,K3Li2(ReO3)5,42.6012,2.7017
scn-54654,Cs2NaHfAsF5,7.7718,0.2666
scn-54655,CaTa2InO6F,100.3049,24.5618
scn-54656,Nb2Bi4O9,41.9742,1.9553
scn-54657,Cs2Ba3CdO9,22.1946,1.2116
scn-54658,MgCr2GaF7,19.1445,3.0636
scn-54659,NaCaMg2Pb7,10.9373,0.3966
scn-54660,Cs3YFe6,16.6307,1.1395
scn-54661,KCa6F25,4.1754,0.4304
scn-54662,HfO4,8.7017,0.4124
scn-54663,MgZr(BrO3)2,10.4011,0.5137
scn-54664,SrTiBi2Pb(ClO6)2,24.9679,1.224
scn-54665,NiBiO,20.0698,1.4304
scn-54666,Rb2CrNiF7,26.7705,3.2282
scn-54667,V4RhO9,15.6634,3.5936
scn-54668,K4Nb8Si(Mo2O17)2,69.879,4.0237
scn-54669,Fr6SrO16,7.5354,0.3134
scn-54670,Pb2Cl5F,27.3121,4.9062
scn-54671,Fr6Cs2LiIn,7.9164,0.28
scn-54672,Cd(RuO3)2,4.5053,0.2726
scn-54673,MgNb2As(PbO3)4,24.3237,0.4961
scn-54674,Ta2Mn6Zn,25.4036,1.0605
scn-54675,K3Ta3(BSb6)2,8.9242,0.6806
scn-54676,TiNbInBi2O9,67.3334,22.4138
scn-54677,SrTiGe2Ir7,6.6747,0.1801
scn-54678,K6Nb2Zn,13.7892,0.6545
scn-54679,KNb2AuO6,29.2432,2.6106
scn-54680,Ta7CuO19,39.5433,2.7198
scn-54681,Ta2Ti2O5,20.5349,1.1862
scn-54682,K2NaTaO6,34.186,13.0634
scn-54683,ZnPbBr3,36.5153,2.3299
scn-54684,CsGe3Pb,26.6488,1.4263
scn-54685,Tl2FeHg,14.8066,0.7568
scn-54686,Na2AgO3,6.1487,0.2377
scn-54687,MnTlBr3,17.503,0.9734
scn-54688,Ta4PdO11,37.4151,1.5576
scn-54689,Al3IF5,15.2982,1.4586
scn-54690,NbIn(ReO3)2,12.4497,0.557
scn-54691,Sr2GaPoO6,19.4764,0.7139
scn-54692,TaTl3F6,54.6875,3.7931
scn-54693,Ta4MnO11,35.6536,1.4852
scn-54694,K14Y4Ti3Sn,8.8114,0.4234
scn-54695,KTi4Cu(BiO6)2,36.1621,0.8653
scn-54696,Na2Nb4CrBi2O15,71.382,6.4505
scn-54697,Sr2Li2Nb4Fe13,6.1599,0.2963
scn-54698,TiNb(PtO3)3,7.2092,0.5988
scn-54699,Nb4Bi5IO18,86.7113,7.0535
scn-54700,BaCuO4,14.2219,0.7453
scn-54701,Sc3NbGe7,13.3063,0.5756
scn-54702,SiMo2F6,2.6738,0.2686
scn-54703,Zr2In3O7,29.7836,2.2716
scn-54704,MgNb2Tc3(PbO3)6,20.3568,1.3293
scn-54705,AlTlAt4,18.0636,0.8224
scn-54706,Rb4TiGe,8.8241,0.3196
scn-54707,Po4CO4,11.4068,0.6746
scn-54708,Ba3CaHg2O9,28.7265,2.0797
scn-54709,Zr(Mn3Tl)2,15.0634,0.7801
scn-54710,LiTa2TlO7,163.9149,11.6752
scn-54711,Po3Bi,31.0301,4.9033
scn-54712,Sr2Nb2PbO9,58.9041,4.2892
scn-54713,Li2TaSnS4,3.9321,0.4595
scn-54714,Ta6Fe4O19,54.4144,2.4163
scn-54715,Nb2Cd2In7,9.5066,0.8016
scn-54716,CaTaPbO5,68.8047,9.2312
scn-54717,CsK3Sn,7.7122,0.2665
scn-54718,FrBa4Nb3O12,75.5128,7.4786
scn-54719,Na8Ta7TlO24,183.8842,292.3335
scn-54720,Na2Ti2Fe5,9.5467,0.4033
scn-54721,RbBaSe3,11.7368,0.3791
scn-54722,Na2AlFeF7,20.3227,2.7644
scn-54723,SbN4,6.0154,0.4079
scn-54724,At2Pb,29.101,1.5687
scn-54725,TlWAuO6,25.6503,2.5079
scn-54726,Nb9Tl(Pb2O)4,16.5197,2.9714
scn-54727,Na2Sr2O7,9.6601,0.4683
scn-54728,Ba3Nb2ZnBi9,12.886,1.4648
scn-54729,Rb2NaTeOF5,8.2021,0.4135
scn-54730,ScGeCl,16.6413,0.9115
scn-54731,KRb2ZrW5O,5.0364,0.4527
scn-54732,LiCaTa2Rh6F,8.6336,0.2534
scn-54733,Cs2F3,5.7706,0.2265
scn-54734,SrTaW2N,9.0432,0.2777
scn-54735,TaMnGaO6,35.8904,2.0345
scn-54736,SrPbCl3,20.2792,1.2057
scn-54737,Sr2TaReO6,19.5745,1.3652
scn-54738,Ca2NbTcO6,17.0281,1.0911
scn-54739,Tc2Pb,19.6229,2.1949
scn-54740,MgZr(AsO3)2,10.6563,0.3609
scn-54741,Ti4Ga2O11,21.8888,1.3882
scn-54742,SrTiMn2Nb2PbO12,90.1019,8.071
scn-54743,TlCdBiF7,24.6562,2.6593
scn-54744,Ba2TaTeO6,41.4181,2.1816
scn-54745,Ca2GaIO6,13.9055,0.6706
scn-54746,K4Nb8In34SiP4,14.0083,1.6123
scn-54747,LiGaGeO5,5.0571,0.4372
scn-54748,Ta2Pd3O8,19.0724,3.5201
scn-54749,Li2MgRh3O8,4.0683,0.2698
scn-54750,RhBrCl,3.4609,0.1836
scn-54751,Tl3AtF6,43.2912,9.8668
scn-54752,Ba3ZnInWO9,36.1465,1.1476
scn-54753,Li2Pd4O9,2.8073,0.2147
scn-54754,Y(TaIn3)3,15.7218,1.8523
scn-54755,Ni2AgBiS,9.2276,0.4586
scn-54756,TaTl(VTe4)2,8.2601,0.6409
scn-54757,Na6TiTl2O18,5.8485,0.2682
scn-54758,TlSnHg3,41.2307,2.8749
scn-54759,TlIF3,9.3004,0.6415
scn-54760,Ti3Rh2O9,7.8893,0.5439
scn-54761,ZrSc2(WO4)3,16.8127,1.7643
scn-54762,SrOsNO2,16.1271,0.5972
scn-54763,Sc(TlAs2)3,59.032,8.0531
scn-54764,CaTaCoO5,44.817,2.3902
scn-54765,NaYTi2Si2F10,7.3907,0.2656
scn-54766,BaLiSnO4,10.6414,0.3787
scn-54767,Ca5Co4O15,21.8538,0.7784
scn-54768,V8Bi2Pb,10.8246,0.4757
scn-54769,CsPb2F6,22.6811,1.6455
scn-54770,K4Nb(ClO4)3,7.7654,0.4446
scn-54771,Ta7SbO19,40.4869,2.5584
scn-54772,CaAs2H2O7,13.7613,1.7815
scn-54773,Ti2ZnFeO6,36.9188,3.1004
scn-54774,Ba4Na2V2O11,16.2293,0.7134
scn-54775,Rb2NbRu5O,8.3079,0.4247
scn-54776,Sr5Ti4CoO15,49.1856,4.323
scn-54777,K9Sr(TaBi)2,7.2878,0.2122
scn-54778,RaSnCl3,17.7367,0.7441
scn-54779,WCF3,4.2366,0.3028
scn-54780,Rb2Ti(WI4)3,4.2785,0.3582
scn-54781,Cs4Ba2Zr,33.1069,3.881
scn-54782,BiClO4,6.7954,0.5073
scn-54783,P2Pb,28.2341,1.0342
scn-54784,RbTa6Ti,15.6557,2.6486
scn-54785,K2NaTiGaF5,6.8709,0.2789
scn-54786,Cd2At2O7,13.7534,1.0007
scn-54787,ZrTi4(SeO3)5,16.9758,1.0502
scn-54788,FrCs2KTiF5,6.2495,0.2709
scn-54789,SrNb2(WO3)3,29.7135,1.93
scn-54790,SrNb2O9F2,27.4903,1.8824
scn-54791,BaSr2O5,10.9104,0.5243
scn-54792,Rb3SrTa2O9,20.3678,1.7841
scn-54793,Mn3Sn2Cl,16.9818,0.6456
scn-54794,SrY9(TaBi)2,10.4208,0.2605
scn-54795,Fr3RbBa,12.0249,0.4189
scn-54796,KYPd2F6,5.3657,0.2016
scn-54797,Sr2CaAgO6,13.2024,1.007
scn-54798,K2Pb2O7,9.8063,0.3494
scn-54799,RbHfSb2OF5,9.4655,0.2628
scn-54800,Ba4Nb2Zn9,12.0048,0.387
scn-54801,YBiF4,23.3598,2.7635
scn-54802,Ca2Ti4O11,19.185,1.4677
scn-54803,LiGaRh2F6,5.8187,0.2529
scn-54804,Na2CrNF7,4.9234,1.2103
scn-54805,TaRe3O7,24.1513,1.0574
scn-54806,Na2Co7W2,24.1586,2.1519
scn-54807,TiCl2O5,14.3116,1.3089
scn-54808,Na2AlFeF7,22.5415,3.5552
scn-54809,AlTlOs4,13.0937,0.8452
scn-54810,LiAl(TlPt3)2,14.6969,1.0893
scn-54811,Ba3ZrNb4Te15,3.7492,0.175
scn-54812,Ti2O6F,21.2167,0.7812
scn-54813,RbCa2AlF6,6.4765,0.2419
scn-54814,CaTiV3,24.7434,2.7992
scn-54815,KY3Os10,12.9106,0.4028
scn-54816,BaMn(NbMo3)4,30.671,5.0599
scn-54817,ReGeF3,4.6178,0.2336
scn-54818,Li2W3(ClO3)5,18.1748,4.4175
scn-54819,SbAs(PbO3)2,22.8918,0.7263
scn-54820,TaAl(PtO3)2,9.1825,0.4894
scn-54821,NaTa3W8,25.1039,1.8517
scn-54822,NaTa(TeO3)2,22.2116,1.2758
scn-54823,Sc2Ge9,7.9643,0.5066
scn-54824,NiPb2F6,27.7754,1.1984
scn-54825,Sr(TaRu3)2,9.3729,0.3526
scn-54826,Cs6Ba2NbBi,14.6371,0.5202
scn-54827,Y(TaTl3)3,11.522,0.8679
scn-54828,Ca3Ta2O7,60.7027,7.9481
scn-54829,CrTe3F6,7.6222,0.4718
scn-54830,SO,4.9859,0.9699
scn-54831,BaTa4Tl11,10.198,0.9783
scn-54832,Sn3S5I,26.2929,2.1186
scn-54833,Ta2P2O11,29.4916,2.1344
scn-54834,TaCoNO2,17.9024,0.9509
scn-54835,Ca5P4O15,9.1191,0.3937
scn-54836,NaCaNb3(Po6Bi)2,10.7053,1.1248
scn-54837,Na2HfTa2O7,93.3179,19.9422
scn-54838,SnNCl3,10.2942,0.5967
scn-54839,TiNb6(TlIr9)2,9.0482,0.5568
scn-54840,NaYTi2(MoO5)2,23.8403,1.5966
scn-54841,CrClO3,6.4394,0.9394
scn-54842,Hf2Cl2O7,13.3977,1.9657
scn-54843,SrCa2Ta3O10,84.4807,40.8824
scn-54844,CaTi2PbW6,33.2648,55.1239
scn-54845,RbBaSrNbO6,60.1231,4.3467
scn-54846,CaTa2Cd2O7,119.0496,8.559
scn-54847,KNaTaIrO5,11.718,0.6821
scn-54848,Ca2TaBiOs6,14.7867,1.054
scn-54849,TiTlNO5,11.518,0.6594
scn-54850,ZnSnCl,18.1932,0.7102
scn-54851,Ba3SrTa2Bi9,11.2052,0.5477
scn-54852,Zr(PoO2)2,14.5838,0.9089
scn-54853,KTaNb6W,19.2324,1.3231
scn-54854,Li2GaPbS4,25.3542,78.3382
scn-54855,Li3Hf2F5,8.6228,0.4061
scn-54856,LiNbN3,13.2138,1.2163
scn-54857,K4Li3FeO,10.1608,0.289
scn-54858,RbNaTa2O7,71.2162,5.7518
scn-54859,Mn2NbOF5,7.2884,0.3378
scn-54860,CuSnBr3,51.2848,9.4667
scn-54861,TiMn2(PbO3)3,28.9513,1.3725
scn-54862,Na4Ti7Po16,13.7098,0.6385
scn-54863,HfOs2F6,6.5526,0.2803
scn-54864,Ba4Nb3FeO12,78.7885,8.4775
scn-54865,SnAuO4,16.2456,2.7445
scn-54866,Ca2GaO4,25.0627,1.1498
scn-54867,K6LiTaW,12.7039,0.6191
scn-54868,Ca2CoPb2O7,25.6743,1.7024
scn-54869,KYMg2F6,10.087,1.7239
scn-54870,K3ZrP5O,5.6406,0.1244
scn-54871,K12Na4Ti5,12.9047,0.6018
scn-54872,Ba5Nb4W15,16.7082,1.3853
scn-54873,Ta2Al2O7,41.6727,3.6924
scn-54874,Pb2Br2O7,14.9472,0.4867
scn-54875,CsBaS3,11.4151,0.6281
scn-54876,NaHfS2OF5,5.7319,0.2891
scn-54877,TeN,2.3929,0.8124
scn-54878,Rb4Nb2O9,25.9333,0.9718
scn-54879,Cs2Hf(GaO4)3,15.7904,1.1809
scn-54880,NaSrF9,8.1311,0.5831
scn-54881,Na2AlAuF7,15.7086,1.0373
scn-54882,Na2MgScW7,17.0103,1.5691
scn-54883,RbN2F7,5.702,0.5143
scn-54884,TaAt3O7,18.1786,1.2724
scn-54885,Ti4Sn2O11,34.528,2.6707
scn-54886,Sr3Tc4Pb,17.2584,6.0097
scn-54887,CuBiF,20.4752,3.1016
scn-54888,Sr2Ta3PtO11,32.8568,1.4074
scn-54889,TlV4O9,60.587,84.8549
scn-54890,BaCa2TaO6,26.0471,1.5799
scn-54891,Na2V7W2,9.6981,0.5399
scn-54892,TaFe(Cu3Pb)2,20.7998,1.8335
scn-54893,K2CaTa2In7,11.0303,0.3798
scn-54894,Y4Zr5O12,52.5641,1.5317
scn-54895,Cs2LiCaF6,6.9584,0.3395
scn-54896,GeBrF3,3.102,0.3555
scn-54897,ReSeO4,8.2083,0.5458
scn-54898,InSBr3,12.4723,0.68
scn-54899,NbIn3O7,17.0554,1.7129
scn-54900,KNbSnOF5,10.1564,0.5283
scn-54901,Ra5(IF4)2,11.2755,0.8418
scn-54902,Ca3ScF6,7.9675,0.4357
scn-54903,BaNb4PbO12,124.5092,18.6548
scn-54904,Ba(Cl3O8)2,8.0836,1.1221
scn-54905,Ca2TaAlZn6,17.6535,0.5895
scn-54906,Tl2Ga6Ge,29.1463,1.9755
scn-54907,Sr3(TaTl4)2,8.9724,0.4586
scn-54908,PbBr3N,32.3518,1.691
scn-54909,Rb6TiZnBi2,5.5728,0.2905
scn-54910,TaCrIn2O6,23.4336,1.6761
scn-54911,KZrSn2O7,18.8264,1.2927
scn-54912,Sr2Tc7O16,8.622,0.2468
scn-54913,Ca(TaGa3)2,14.2995,1.2994
scn-54914,Cr2Te2O9,7.9185,0.4771
scn-54915,CaTaAlAu5,8.4362,0.2685
scn-54916,Cs7MgZrSi2,5.8303,0.2318
scn-54917,NaWO6F,7.573,0.4
scn-54918,HfNb2O6,40.002,2.1496
scn-54919,GaPb3F5,32.7363,3.0873
scn-54920,Na2Ta2SeO7,68.3769,4.9381
scn-54921,Na2SrRuF8,3.9985,0.2404
scn-54922,Sr2Pd2O7,4.4378,0.1713
scn-54923,NaYSi2(PbO5)2,18.9205,1.3661
scn-54924,LiSnO4F,7.7235,1.0077
scn-54925,KNb4TeO12,77.5846,8.7426
scn-54926,At2WO5,14.7557,3.117
scn-54927,Bi4MoW3O16,54.132,8.3826
scn-54928,SrZrNi3,10.4668,0.6218
scn-54929,LiTaGe3,5.927,0.3124
scn-54930,MnV3O10,103.0634,107.0064
scn-54931,Sr3Mn4(O6F)2,23.6174,1.4607
scn-54932,Nb2BiO6,102.0009,5.5285
scn-54933,KScGe2F6,8.4793,0.2885
scn-54934,LiTaTc6W,23.5059,1.2253
scn-54935,MnNb3O8,64.4798,5.0669
scn-54936,MgTa2Bi2O9,104.0025,4.5289
scn-54937,Ba4Mo2WO12,27.0439,1.4361
scn-54938,Mg2TaNiO6,45.1727,12.616
scn-54939,KYTa2P7,9.3846,0.5938
scn-54940,Na2AlIrF7,9.0188,0.3786
scn-54941,Fr6Pb3S,16.9559,1.4455
scn-54942,Ti5(OsO3)4,11.2167,0.5729
scn-54943,NaTa4Br5O18,45.9148,10.4962
scn-54944,Nb2Zn(SeO3)3,22.4791,2.6909
scn-54945,Sr2Mn2O7,20.6349,1.1188
scn-54946,KRb2ZrBrF5,24.2937,1.9469
scn-54947,SrNb2(IO3)3,26.6861,1.7409
scn-54948,Ba7NaSrMg2,19.1535,0.6772
scn-54949,LiTa2AgO6F,58.8624,16.7031
scn-54950,Rb7NaCaMg2,12.4004,0.4514
scn-54951,LiCuO8,1.7137,0.3229
scn-54952,NbV2AuO8,32.1047,1.5984
scn-54953,GaAtO3,8.7115,0.3654
scn-54954,TlCdCoF7,9.1895,0.3267
scn-54955,Na2Ti6Ga13,12.6644,0.4683
scn-54956,Ta2Ir5,5.7226,0.2014
scn-54957,Al(TlBr2)3,54.9111,4.8697
scn-54958,Li3CaBr6,12.2576,0.5634
scn-54959,IO,6.0651,0.3433
scn-54960,CaTi3Mn7,12.446,0.4641
scn-54961,TaNbPb5,22.8223,2.0534
scn-54962,Li2MgHg3O8,6.1157,0.2502
scn-54963,Ba3MgVWO9,29.6885,1.3571
scn-54964,ZrIO4,25.6146,2.3972
scn-54965,LiPdO3,2.7764,0.3259
scn-54966,CaTlFe3,15.0484,0.4536
scn-54967,CsTiNbBi2O9,53.9438,4.7552
scn-54968,BaLi2Ca2O7,15.964,0.4682
scn-54969,Ti2CdPO6F,35.5796,9.3487
scn-54970,Ca3TiZnWO9,39.9808,3.1905
scn-54971,Nb4Pb3S13,8.4471,0.8367
scn-54972,Tl2Sn7,11.5233,0.9635
scn-54973,Ba2Sr6NbBi,15.7499,0.439
scn-54974,LiMg3(Bi2O7)2,12.6602,0.6361
scn-54975,TiNb4(CuO5)3,84.4624,6.3824
scn-54976,PbSBr3,41.4968,6.437
scn-54977,Ba2SrTa6(Bi2Pd9)3,7.9018,0.1959
scn-54978,BaAgSCl2,8.8041,0.2324
scn-54979,TlRe3Sn,22.466,3.478
scn-54980,LiTaSb3,5.8046,0.2497
scn-54981,CaHfN3,9.519,0.4067
scn-54982,Fe2Mo2O11,43.743,7.7169
scn-54983,K3YV6,9.4396,0.5521
scn-54984,RbCaMgTaO6,29.8252,2.0903
scn-54985,KTi2TcO6,13.8992,0.9692
scn-54986,YTaCl2O7,37.7124,4.1481
scn-54987,LiCa2Ta3Co10,8.3894,0.2743
scn-54988,K4Nb(PdO4)3,4.8449,0.2063
scn-54989,TaWO4,33.8165,3.7936
scn-54990,Sr(O2F)2,7.2689,0.6076
scn-54991,K2BaO6,5.1926,0.1772
scn-54992,WIO4,10.3655,0.8139
scn-54993,BaSrNbRhO6,42.6397,1.987
scn-54994,KSc(BrF3)2,7.9167,0.408
scn-54995,IrCNO,5.3418,0.5617
scn-54996,NaCa2Ta3F10,6.4456,0.3219
scn-54997,Ti4FePo4BiO15,27.3594,1.5154
scn-54998,CaHf8ZrV2,16.8699,0.7633
scn-54999,TeN3,2.8374,0.2581
scn-55000,Ti7V20Sn3,18.9534,25.8228
scn-55001,Hf3TaAg,11.8207,0.4511
scn-55002,TaBiIO5,64.3274,13.5161
scn-55003,Li2Ta2WO7,32.1757,2.2865
scn-55004,Ba2TaFe6Bi,13.2419,0.8904
scn-55005,BiPbCl,32.9046,1.6373
scn-55006,CaTaGe5Bi,8.9912,0.5154
scn-55007,NaNb3Ru8,15.0223,0.5669
scn-55008,SrNb2Mo2O9,28.2204,1.3581
scn-55009,NaHfO4,36.2372,4.3793
scn-55010,FrNa2VF7,21.5736,3.6439
scn-55011,BaZrW3,13.4159,0.8449
scn-55012,NbTlV(O2F)2,73.1178,6.3333
scn-55013,VSn2F3,11.1594,0.5517
scn-55014,Cs2NaTiMn5O,6.8994,0.3964
scn-55015,RbBaMo3,7.2417,0.4566
scn-55016,Na2MgFePb7,10.4225,0.4119
scn-55017,Cs(PbO2)3,15.5169,1.7689
scn-55018,NaNb4Bi5P18,23.6123,2.8378
scn-55019,YClO4,7.7482,0.2759
scn-55020,Sr2Cd2O7,14.5038,0.4716
scn-55021,Ba6Ta2Pb,18.8256,0.7564
scn-55022,K2NaZrAt5O,5.7589,0.4319
scn-55023,Ba3MgNb2Fe9,9.0654,0.6312
scn-55024,Cs3ClF6,4.8588,0.2594
scn-55025,SrLiAt2O6F,19.3824,1.9629
scn-55026,NaCaMg2O7,20.4805,1.1023
scn-55027,Zr2At2O7,36.2929,1.0614
scn-55028,Ba5ZrTl,21.2441,0.6931
scn-55029,LiTa3Mo8,22.2571,1.767
scn-55030,RhPbF,15.0905,0.5376
scn-55031,ScGa2PbOF5,14.6653,0.4291
scn-55032,Sr2HfO5,18.6857,1.2492
scn-55033,CaZrV3,15.0577,0.5101
scn-55034,Cs2InRhF6,5.8132,0.1727
scn-55035,CaTlSe3,12.2948,0.4103
scn-55036,KTa3(BiO5)2,60.9575,3.7772
scn-55037,Rb2NbF,9.6203,0.4124
scn-55038,Zr7(GaO8)2,33.7889,1.5521
scn-55039,Ba3Ta4InO15,51.8889,3.5841
scn-55040,ScNbCu2O7,24.827,2.7762
scn-55041,Pb2WF7,10.5424,0.4651
scn-55042,PRu3Pb3O4,19.8181,0.687
scn-55043,K2CuO3,11.8901,0.6874
scn-55044,Ta2Te2N9,7.846,0.3228
scn-55045,CaTaAlSe5,4.293,0.1873
scn-55046,TaV2TcO8,23.073,0.9906
scn-55047,Ta6Ti(TlW9)2,15.1691,0.9048
scn-55048,BaTlGe3,10.5828,0.9322
scn-55049,Cs2Pb(WO4)3,39.4078,4.5446
scn-55050,Na2Ta2InO7,82.0425,8.0039
scn-55051,PoMoO5,17.9327,1.4379
scn-55052,Tl2Sn,42.2477,2.4561
scn-55053,Zn(Mo3Pb)2,29.6441,4.7131
scn-55054,K4Ta3ZnO12,55.7275,8.3857
scn-55055,Sr5ZrOs4O15,15.5081,0.7024
scn-55056,Ti3(BiAt3)4,9.1266,0.4529
scn-55057,Li4CdO4,6.1517,0.8636
scn-55058,NbHIO5,26.3795,5.7761
scn-55059,NaCa2Ta3Bi10,35.3468,1.8687
scn-55060,CaTlO3,13.013,0.4832
scn-55061,Fr4Ti4FeBiO15,26.8736,1.1747
scn-55062,NaTaNb2O7,111.0735,88.8119
scn-55063,HgO3,8.0045,0.3024
scn-55064,Na4Sr2Ti,10.0863,0.4491
scn-55065,Nb2Ir2O7,34.1917,5.0381
scn-55066,NaTiRh2OF5,4.7064,0.2211
scn-55067,NaTa2BrO7,83.587,16.8666
scn-55068,NaRu3O8,3.6915,0.3464
scn-55069,Ra2SrBi2O9,48.3619,1.2936
scn-55070,Li4In8Fe3O,11.2531,0.4053
scn-55071,Ti3Cd4O8,35.3761,2.6772
scn-55072,Ba4Ni2WO12,21.7671,1.0795
scn-55073,AlSn2F3,13.5443,0.5737
scn-55074,Tl2SnIr6,18.0492,2.2263
scn-55075,NaHfCd2OF5,14.4142,1.2875
scn-55076,Cs2RbZrNi5O,6.3044,0.3887
scn-55077,Nb2Co3O8,24.0653,1.5933
scn-55078,CsHf2O6,69.0461,4.5798
scn-55079,Cs3YRh6,11.1855,0.6082
scn-55080,Y(Ru4Cl)3,7.9918,0.3069
scn-55081,LiTa2CuAt6,23.6823,1.5716
scn-55082,Ba6Na2V2As2O17,11.9899,0.441
scn-55083,FrSr2TaO6,28.3882,1.8137
scn-55084,ZrAsF5,5.4523,0.2913
scn-55085,Rb2NbTlO8,9.8607,0.5343
scn-55086,Ti3(PtO2)4,5.5555,0.3091
scn-55087,NaTaRuO5,26.2982,2.3167
scn-55088,Na2HfGeS4,4.9287,0.1825
scn-55089,TaGa(SbO3)2,35.1921,1.4132
scn-55090,KNb2IrO6,29.4904,1.2138
scn-55091,BaNb2V13,6.9258,0.34
scn-55092,HfPtF5,4.0327,0.1908
scn-55093,Zr7IO16,56.4672,3.5877
scn-55094,Ca4Zr5O12,39.4526,2.1768
scn-55095,Fr3KCa2O10,7.7631,0.2734
scn-55096,TlSe2N,49.5676,2.6046
scn-55097,Hf2NbF,8.3141,0.4318
scn-55098,Ra2Zr,22.7551,1.1929
scn-55099,TaBi3F7,17.2501,1.1515
scn-55100,Ca3ZrTa4O15,51.4789,3.8137
scn-55101,KNa(NbP3)2,4.667,0.1558
scn-55102,In4BiP,25.2364,0.8287
scn-55103,CsTa3Pb,9.3054,0.5392
scn-55104,Po7Pb4I,31.32,1.79
scn-55105,Mo3PPb3O4,36.6314,2.4389
scn-55106,ZrO5,11.0701,0.7217
scn-55107,Ca4Ta2S9,21.7238,2.2062
scn-55108,NaY6NbW,9.3397,0.5463
scn-55109,ScNbZn2O6,27.9237,2.928
scn-55110,KCaTa2O7,43.7372,3.116
scn-55111,HfPoO3,18.879,1.2055
scn-55112,NbIn(GeO3)2,13.6065,0.4947
scn-55113,CaHf3TiWO9,26.4303,1.2377
scn-55114,Na2SrTa2Zn7,7.4562,0.3703
scn-55115,Rb9Y,17.3954,0.6632
scn-55116,Ca5Te4O15,11.3811,0.4224
scn-55117,Rb2ZrMo3,10.6903,0.7889
scn-55118,Sc2Ti2SiGeO10,40.9039,2.8182
scn-55119,Ba7Na2CaTa2,21.1893,1.111
scn-55120,TiNb6(PO9)2,20.2219,2.0376
scn-55121,NaYTi2(SiSn5)2,10.807,0.9073
scn-55122,Nb2CdHg6,9.6322,0.6064
scn-55123,CsTl2PbF6,26.2612,2.1829
scn-55124,LiPbO3,19.2943,1.6539
scn-55125,LiCa2Ta3Cr10,19.8537,0.8077
scn-55126,Ba(NbBi3)2,23.5653,2.8051
scn-55127,Fr6CsNbW,9.1816,0.5061
scn-55128,Ti2ZnAsO6,33.4138,2.9145
scn-55129,CrSbBr,9.8915,0.4635
scn-55130,Ba3MgTa2Cu9,5.9029,0.4044
scn-55131,CaTlF4,12.8765,2.0771
