material_id,formula,diel_elec_pred_n0,diel_elec_ale_n0
scn-57611,Sr2Nb4Bi2O13,5.5533,0.0951
scn-57612,TaCl3O7,3.1432,0.1642
scn-57613,LiCa2Re3O10,4.4028,0.0962
scn-57614,Nb4AgPo18Bi5,24.2208,0.7853
scn-57615,YBiCO,9.1107,0.4859
scn-57616,V2NiPbO8,5.3478,0.2611
scn-57617,Ti2BiO6F,5.6252,0.1573
scn-57618,Ta2PoH2O7,4.6553,0.1202
scn-57619,NbBi3NO9,5.1301,0.1239
scn-57620,CsBa3Ta3O12,5.0394,0.0905
scn-57621,Ti4V15FeBiPb4,31.3663,1.5117
scn-57622,Cs3Zr2Nb2O12,4.8534,0.1132
scn-57623,Tc3PbS,17.9735,0.8374
scn-57624,Li3Ir2F5,4.3292,0.1328
scn-57625,Nb2Cd2F7,3.6663,0.143
scn-57626,BaY3Zr,29.9596,1.0226
scn-57627,Y2Hf2Nb7,35.5335,2.027
scn-57628,Ta2Pb2F7,4.4125,0.1585
scn-57629,Re3Sn2I,13.7424,0.3973
scn-57630,Cs2RbYCd6,13.3396,0.6036
scn-57631,Po6Pb3S,22.6357,1.2555
scn-57632,CoSi2Se2O7,3.5205,0.1827
scn-57633,Na2Ta2RhO7,5.2214,0.113
scn-57634,LiHf4Cl,18.173,0.3955
scn-57635,K2NaHfZn5O,9.0042,0.6508
scn-57636,RbMgV6Cr,22.888,1.7266
scn-57637,Ta2AsO6,5.4544,0.1368
scn-57638,KZrTe2OF5,3.5736,0.0713
scn-57639,Cs2ZrPoOF5,2.6126,0.0689
scn-57640,Ba3(ClO4)2,3.3574,0.0789
scn-57641,Cs2Hf(WF4)3,2.8087,0.1336
scn-57642,CaNb2(BrO3)3,4.4495,0.0824
scn-57643,Sr7(ClF6)2,2.3659,0.0694
scn-57644,Ba3(Cd4As)2,18.1243,1.6299
scn-57645,FrTl2GaF6,2.9786,0.1018
scn-57646,Na2CrCdF7,2.3419,0.0764
scn-57647,FrWO4,4.5659,0.1259
scn-57648,TaBi7Pb,26.2141,0.804
scn-57649,K3PbS,5.4077,0.1025
scn-57650,Sr2TaIrO6,5.9328,0.163
scn-57651,LiTaAsO5,4.5247,0.1008
scn-57652,Li2MgCr3O8,4.4157,0.1307
scn-57653,KSc4AsO13,3.7579,0.0773
scn-57654,Li2CaTa2Fe7,33.2223,1.3882
scn-57655,FrTa2O6,4.433,0.1023
scn-57656,K3Ta3(CuO6)2,4.683,0.1392
scn-57657,KOs3F10,3.2189,0.114
scn-57658,Rb5Ti7O19,5.1817,0.1649
scn-57659,TaCo3O7,7.5104,0.3825
scn-57660,Na2Ti2Cd5,29.7278,1.1228
scn-57661,BiO3,5.2411,0.1385
scn-57662,CsTaBr3,4.0117,0.0944
scn-57663,NaCaTaO6F,3.5467,0.0949
scn-57664,Ba2CrGaO6,5.1291,0.1277
scn-57665,CaZrFe2O7,4.9173,0.117
scn-57666,Rb27Ba2Sr(TaBi)6,6.2158,0.128
scn-57667,Hf5Ta2,30.7209,0.6542
scn-57668,TiAt3OF5,4.0508,0.1437
scn-57669,Ta2Mo2Pt11,20.943,0.5075
scn-57670,TaCo4Bi,31.519,0.8409
scn-57671,Cs15Ca5Ta4,9.5024,0.7526
scn-57672,Ca2Ti2SiClO10,3.7335,0.084
scn-57673,Ba2Na(NbS3)5,7.5547,0.1585
scn-57674,BaTiIn3,20.2407,1.245
scn-57675,MgPF4,2.2423,0.0917
scn-57676,BiOs7O19,4.8369,0.2181
scn-57677,CsMgNb2O7,4.9313,0.1117
scn-57678,CsTl2WF6,2.8433,0.0818
scn-57679,Nb4Cu5AgO18,7.3257,0.1982
scn-57680,Ti3Nb2Pb6IO18,6.3001,0.1429
scn-57681,Li2Ti3(MoO5)2,6.2558,0.1407
scn-57682,SrSc2Ta2O9,5.2141,0.1121
scn-57683,Ta4Ti3O12,7.0071,0.198
scn-57684,Ta2Bi2AsO9,5.9186,0.1301
scn-57685,Ba2HfIn4,22.8904,0.8194
scn-57686,Ti7Nb20Sn3,42.2638,2.6638
scn-57687,Sc4V2O7,5.4167,0.0831
scn-57688,Ba4Hf5TeO15,4.6881,0.1136
scn-57689,Ca2Cu3O8,7.2614,0.2069
scn-57690,Ti4Tc(PbO3)5,5.9854,0.126
scn-57691,Zr2Ge(PbO3)3,5.546,0.1095
scn-57692,Zr2Sn7Bi2,23.2568,0.7605
scn-57693,BaTa2Mo2O9,5.3437,0.1176
scn-57694,Cr2BiO6F,6.6365,0.2101
scn-57695,Na2Ti2I5,5.8898,0.1235
scn-57696,Ra6Tl2Sn,25.2285,0.755
scn-57697,CsTaAs3,12.1946,0.506
scn-57698,Ca2AlZn7H2O,11.545,0.4149
scn-57699,Hf4ZrSn,26.0542,1.7576
scn-57700,Ca2Ta2Ni7,29.3687,1.555
scn-57701,TaI2OF5,3.6929,0.1117
scn-57702,Cs2F3,2.3344,0.0747
scn-57703,Ba3ZrOF5,3.1819,0.0825
scn-57704,CsRb8Sc,13.6418,0.5252
scn-57705,AsPb2O5,4.5563,0.0958
scn-57706,SrTaSe2N,9.1724,0.4424
scn-57707,PbNO3,3.6927,0.1245
scn-57708,In(AuO3)3,5.72,0.1526
scn-57709,SrTiIn2Bi2PbO12,5.5447,0.089
scn-57710,Na2PbS4I,4.7888,0.0812
scn-57711,Tl2TeN,58.4171,26.0448
scn-57712,Ba3HfFe4O15,4.9327,0.3319
scn-57713,MgV4Pd9,16.7432,0.7295
scn-57714,At3PbS,18.841,0.7492
scn-57715,FeRu(PbO3)2,6.5357,0.1685
scn-57716,NaCaScO4,4.369,0.1404
scn-57717,SrAsNO2,3.9746,0.111
scn-57718,NaZr2CrO6,4.7316,0.1054
scn-57719,K4Mo5O12,3.4342,0.0822
scn-57720,Ca2Ta3VO10,5.6376,0.0727
scn-57721,MgTiNb2(SeO3)4,5.8788,0.1385
scn-57722,KNbTl3,19.9082,1.0955
scn-57723,Ta3B2(RuO4)3,5.6465,0.2
scn-57724,Ca5(IF4)2,2.474,0.0899
scn-57725,SrTiCr7Ge2,33.7852,1.5454
scn-57726,BaLi2Ta2I7,5.5218,0.1046
scn-57727,Ba(S3O8)2,2.5641,0.0967
scn-57728,Rb6Nb2Zn,7.2633,0.5232
scn-57729,NbIr3O7,8.7888,0.3348
scn-57730,CaMgNbBiO6,5.3341,0.1389
scn-57731,Sn2O5,4.3768,0.1342
scn-57732,Ba3Hf15TiNb4,29.8612,1.2065
scn-57733,CaTi2AsO6,5.5138,0.1221
scn-57734,Ba2TaZn6Cr,27.8572,1.5368
scn-57735,PPt3O4F3,4.7263,0.1837
scn-57736,NaNb3Zn8,26.1862,1.2958
scn-57737,Sn2Te2O9,4.9861,0.129
scn-57738,MgZrSi2F7,3.3023,0.1033
scn-57739,Ta2Ni4O9,5.9917,0.1531
scn-57740,AgSbO4,5.3094,0.1406
scn-57741,TiNbTlRu5,20.8215,0.6261
scn-57742,Ni2SnF6,3.2888,0.1079
scn-57743,K3YTa6,21.8,1.1134
scn-57744,Nb3O5F,8.6412,0.3148
scn-57745,Sr2Li2Ta4O13,4.5028,0.0888
scn-57746,CaTa2Ga7H2,20.2018,1.1571
scn-57747,SrSbO4,4.0747,0.0993
scn-57748,ZrTiIn2O6,5.7974,0.1122
scn-57749,BaNiMo3,17.6037,1.3016
scn-57750,MgTa2(GeO3)3,4.8647,0.0942
scn-57751,TiGaHO5,4.3156,0.0823
scn-57752,Ca2Ti5(Co2O9)2,7.0607,0.2869
scn-57753,NaYO3,3.7198,0.1168
scn-57754,BaZrV2O8,4.2959,0.1851
scn-57755,FrTa2AgO7,4.6673,0.096
scn-57756,Hf2CdO6,4.3723,0.0792
scn-57757,MgTaPoO5,4.3514,0.094
scn-57758,FeRh3OF4,6.0605,0.2407
scn-57759,ZrAsO3,7.2271,0.1919
scn-57760,K2PdOF5,3.342,0.1163
scn-57761,Ta3Zn2Bi3Pb14,29.8839,1.2359
scn-57762,Na4Ti7Fe16,30.7516,1.5727
scn-57763,Ba3SrNb2Ga9,22.8205,0.8296
scn-57764,YTiTlWO5,5.6259,0.1196
scn-57765,Ba4Ta3GaO12,4.7847,0.1125
scn-57766,TiTe3Pb,18.2414,1.2554
scn-57767,Y2ClF3,3.0923,0.1024
scn-57768,Nb4Bi5WO18,7.1794,0.1796
scn-57769,NbCoO3,7.2006,0.2033
scn-57770,RbYGe2F6,3.5187,0.1061
scn-57771,Cs3NaTiF5,2.6604,0.087
scn-57772,KYBi2F6,3.3224,0.0891
scn-57773,NaTa4Cr5O18,6.0433,0.1996
scn-57774,Sr3Nb2ZnFe9,37.9569,1.1833
scn-57775,CsScCl,4.6862,0.1028
scn-57776,Li2Ca3Nb5O15,5.6236,0.1161
scn-57777,Cs2KHfTa5O,6.599,0.6236
scn-57778,Mn3Nb2CdO9,5.6602,0.1087
scn-57779,CaZr(SO3)2,4.0439,0.1038
scn-57780,YTaPd2O7,6.9836,0.2137
scn-57781,Tl2TePt,31.1279,0.6947
scn-57782,Ra3PbS,19.0732,0.7245
scn-57783,FePb2AuO6,7.3518,0.1548
scn-57784,K4Mg8Si(P2O17)2,2.6918,0.1011
scn-57785,K2Ta2IO7,4.0144,0.096
scn-57786,NaZr2TeO6,4.4652,0.0939
scn-57787,CsYCu2F6,3.0228,0.0984
scn-57788,Nb3Bi3O13,7.3424,0.1826
scn-57789,CaP3O7,2.6998,0.0948
scn-57790,Sr4Ta2V9,47.9329,2.5701
scn-57791,KNb3In2O10,5.3519,0.1087
scn-57792,TeWO4,5.439,0.2129
scn-57793,K2Li2O5,2.4697,0.0775
scn-57794,Ti7V5O19,7.0597,0.2019
scn-57795,Ta4(PbO3)5,5.4633,0.1105
scn-57796,Bi3PO7,5.3242,0.1235
scn-57797,Na2SrTiO7,3.3193,0.0858
scn-57798,Ba2Br7O16,3.0551,0.1212
scn-57799,Li2As6O13,3.4778,0.1277
scn-57800,Ba(Pt3O8)2,6.1305,0.1829
scn-57801,Zr2Cl3O7,3.8903,0.0714
scn-57802,NaNb2MoO6,6.7578,0.4355
scn-57803,O2F,2.1712,0.1109
scn-57804,KNb4O11,6.1359,0.2165
scn-57805,SnPBr,7.3183,0.2582
scn-57806,Rb2TaTlO6,3.7654,0.079
scn-57807,GaSeBr3,4.5849,0.1053
scn-57808,TlZn(BiO3)2,5.9693,0.1093
scn-57809,Ba3TiSn4O15,3.779,0.1117
scn-57810,Po7BiPb2,19.5239,1.2109
scn-57811,RbBa2CrO6,4.1541,0.0954
scn-57812,LiNbRu6W,30.0003,1.1514
scn-57813,Y2ZrO3,4.6518,0.0888
scn-57814,Sr3Li6Ta2Zn11,25.6571,0.8331
scn-57815,Sr4Ti3Nb2I15,7.4087,0.2114
scn-57816,Ca2ScInO6,4.4294,0.1084
scn-57817,SbO4F,3.1347,0.1069
scn-57818,Na6ScTl3,15.6652,0.4638
scn-57819,LiPSeO4,2.7602,0.1134
scn-57820,Zr3Ti(P2O7)2,4.3977,0.0976
scn-57821,MoRhO5,4.988,0.1742
scn-57822,Li2Nb4Cr2O13,5.637,0.1179
scn-57823,LiTaTl3,26.6925,1.143
scn-57824,Ca2TaCrPb6,28.2091,1.2686
scn-57825,Sb4PbW,31.4136,2.9595
scn-57826,Ca2BiMoO6,5.23,0.1255
scn-57827,Zr2NbBiO6,6.527,0.1097
scn-57828,CsNbHO5,3.6155,0.0869
scn-57829,Ti2BiAuO6,8.2661,0.2172
scn-57830,Mg2TaInO6,4.4067,0.0896
scn-57831,ScTaAl2O6,4.7532,0.1003
scn-57832,Sr3MgTa2N9,6.7843,0.192
scn-57833,CaZr(PtO4)2,5.1733,0.1753
scn-57834,Cd9SbTe6,16.8882,0.5908
scn-57835,K2NaTiCuF5,2.8576,0.0984
scn-57836,TaTl3O7,5.6941,0.1389
scn-57837,CaTa6Bi,33.4224,2.0498
scn-57838,Ta3Zn2Pd3O14,6.9306,0.2199
scn-57839,Zr2Ti(V3Pb)3,34.2633,1.8995
scn-57840,MgNb2(Ru3Pb)3,25.365,0.8137
scn-57841,Na8Ta7TcO24,6.0065,0.1617
scn-57842,Ti3(AuO2)4,8.0621,0.2523
scn-57843,PbO4,3.5658,0.1319
scn-57844,LiWIO6,3.8,0.1034
scn-57845,K7Na2MgFe,7.6764,0.1951
scn-57846,KRb2HfGaF5,3.1775,0.105
scn-57847,ZrV4Sn,55.1635,2.7662
scn-57848,NiClF,4.7667,0.1256
scn-57849,Cs3ZrRu5O,6.8998,0.4585
scn-57850,CsLiCaTa2O6,4.7548,0.1294
scn-57851,Cs2ZrMnOF5,2.702,0.0727
scn-57852,RbGe2F7,2.309,0.0857
scn-57853,PbCl3O,4.0354,0.0988
scn-57854,In(AgO3)3,4.6082,0.1573
scn-57855,NbTl(SnO4)2,5.2325,0.1057
scn-57856,In2Pb2O7,7.2579,0.2904
scn-57857,Ba3HfPb4O15,4.6392,0.1623
scn-57858,MgV4Cl9,3.5343,0.0873
scn-57859,YScTiO4,5.4133,0.0837
scn-57860,SrBiNO2,5.4613,0.1121
scn-57861,Ba5Na2Cl2O9,3.5756,0.0917
scn-57862,Ta2BiO6,5.3042,0.1106
scn-57863,Tl5Pb4Br,20.4807,0.7498
scn-57864,K4TlGa,9.2368,0.3536
scn-57865,Hg2Pb,26.9166,0.7522
scn-57866,BaLi2Ta2Cl7,4.2317,0.0955
scn-57867,TlIF3,3.5995,0.0943
scn-57868,TaAl(PO3)2,3.9153,0.1082
scn-57869,BaRa11Nb4,33.9682,1.2332
scn-57870,NaTa3Tc8,32.6809,0.8443
scn-57871,SrMgTaNiO6,5.0917,0.1391
scn-57872,Rb10TlBi3,12.9458,0.9738
scn-57873,Ba4TiPb,24.0299,1.2351
scn-57874,Ti3Nb2P4O15,5.2725,0.1206
scn-57875,Mn3CrF6,2.7519,0.0977
scn-57876,MgSi2O7F,2.6976,0.0871
scn-57877,TiTlGeO5,4.6613,0.1126
scn-57878,CaZrZn3,21.5466,0.3245
scn-57879,Ba3CaTiWI9,5.792,0.211
scn-57880,YTa3Ti4O14,6.9104,0.1831
scn-57881,CaTiCr7Ge2,31.0586,0.9483
scn-57882,NaCaNb3(GeO6)2,5.3647,0.1318
scn-57883,NbCo2O5F,6.0401,0.3584
scn-57884,Y4Ti3Nb14Sn,47.2515,1.1547
scn-57885,Ti4FeO9,5.702,0.1153
scn-57886,VTc5Mo,25.9149,2.5946
scn-57887,KTi2MnO6,5.6518,0.2199
scn-57888,Na2Nb4Bi2IO15,6.0139,0.1278
scn-57889,Na2TaInO6,3.9243,0.0821
scn-57890,TaTl2CrO6,4.9856,0.152
scn-57891,FrSc3O7,4.8931,0.1591
scn-57892,Ta4O12F5,4.0543,0.121
scn-57893,SrZrRe3,18.8583,0.7235
scn-57894,CsZrO3,3.704,0.0848
scn-57895,Na2InSnS4,5.8362,0.1336
scn-57896,AlPoCl4,3.3045,0.1673
scn-57897,BaTa2H2F7,3.5229,0.1009
scn-57898,Ti2CoBiO6,6.7124,0.2022
scn-57899,Ba3SrTa2Pb9,25.1103,1.0503
scn-57900,NaTlF4,3.0003,0.1102
scn-57901,BaIrF3,3.4058,0.0995
scn-57902,Sr3Zr2(O6F)2,3.7585,0.0806
scn-57903,SbSO3,4.0697,0.1246
scn-57904,Li2Cd4SnPb,22.6382,0.4424
scn-57905,Tl4V2Ge7,30.9813,2.7962
scn-57906,Ti3Cd2(AgO5)2,5.7395,0.1255
scn-57907,Rb7(NbCd)2,7.1585,0.3442
scn-57908,NaNb3Tc8,22.5577,0.6875
scn-57909,ZnPb3N2O9,3.8182,0.085
scn-57910,CsPtWO6,5.253,0.1286
scn-57911,Ti2Pt2O5,7.6355,0.1378
scn-57912,RbHfTi3O9,5.5942,0.1637
scn-57913,Mg2BiO6F,4.0378,0.1007
scn-57914,KYSe2O7,3.5247,0.0866
scn-57915,Pt9(Br5O2)2,6.1671,0.1285
scn-57916,SrHf2Bi2O9,4.6141,0.089
scn-57917,LiGaWO6,3.5405,0.0902
scn-57918,NbBiPd4,18.2471,0.682
scn-57919,Cs2KYP6,7.0007,0.1386
scn-57920,CsBaTe3,6.838,0.1937
scn-57921,Fr2RbZrOF5,2.9179,0.079
scn-57922,TaNClO2,4.618,0.1084
scn-57923,LiIn2CuO6,5.4197,0.1284
scn-57924,RbI3F10,2.5775,0.0811
scn-57925,LiTiSn3,23.3669,0.6804
scn-57926,Tl2Sn2O3,6.6628,0.144
scn-57927,SrLi2Ti3O8,4.7834,0.1297
scn-57928,Na2ZrI3,5.4072,0.1268
scn-57929,Ta2Al3O8,4.2493,0.1001
scn-57930,NbReO3,7.0199,0.1263
scn-57931,Ti(IrO2)2,11.7709,0.4083
scn-57932,Rh5(IF4)2,7.0608,0.1595
scn-57933,GeSbF3,3.9052,0.1364
scn-57934,CsSr2GaO6,4.0045,0.1001
scn-57935,Ba3ZrTa4Bi15,20.6774,0.9216
scn-57936,ScSb(BrO3)2,4.0001,0.0923
scn-57937,Fr2GeCl6,3.7264,0.1187
scn-57938,Mg3TiZnWO9,4.1226,0.0898
scn-57939,RbNbCr3,34.3279,3.1896
scn-57940,Sr3(TaFe4)2,37.7206,3.7916
scn-57941,SrCa(PtO3)4,5.2648,0.1557
scn-57942,Ba2TaTlPb6,24.8604,0.8814
scn-57943,HfWO4,4.9655,0.0923
scn-57944,Sr(TaSn3)2,26.1849,1.3949
scn-57945,CaTa2Bi2O7,5.8277,0.0989
scn-57946,Ga2O5,3.7737,0.1054
scn-57947,NbBi(PO3)2,4.8744,0.1148
scn-57948,Sr9O16,3.2016,0.0829
scn-57949,BaNa2Sr2O7,3.7195,0.1009
scn-57950,TaV2BrO8,5.2765,0.1406
scn-57951,TiAl6Tl2O18,3.3073,0.1125
scn-57952,SrLi2I2O7,3.341,0.0927
scn-57953,TiNbZnO5,5.5225,0.1204
scn-57954,SrAsF3,3.1656,0.1062
scn-57955,Ta2Mo2P11,15.0244,1.0621
scn-57956,Sc2Ge5O13,4.0744,0.0996
scn-57957,BaNa2Nb4Bi2O15,6.0336,0.1364
scn-57958,TiNb(PbO3)3,6.701,0.1251
scn-57959,RaLiO3,3.9861,0.0947
scn-57960,In2Bi2S,23.7504,0.9511
scn-57961,CaTa2O7F2,3.978,0.0862
scn-57962,BiRuCN,34.642,6.805
scn-57963,NbIrO3,8.4237,0.1763
scn-57964,NaCa2Ta3Ge10,26.1667,0.9643
scn-57965,RbHO3,2.4357,0.0899
scn-57966,FeBiPb8O15,6.5083,0.113
scn-57967,Ni2WO4,5.2666,0.1115
scn-57968,Ca2Nb2Se7,7.7924,0.8305
scn-57969,Sr3Ta2IrO9,4.9605,0.1163
scn-57970,Sr2Mo2O7,4.2643,0.089
scn-57971,LiGaWO6,3.8638,0.0836
scn-57972,KCdWO6,4.0065,0.0804
scn-57973,Fr4NbBi,27.6835,1.0695
scn-57974,Rb2SnPbS4,5.014,0.1157
scn-57975,Cd(MoO3)2,5.0214,0.1567
scn-57976,ScAtBr,10.1369,0.3105
scn-57977,ZrGa3F7,3.3435,0.1066
scn-57978,Ba7Ti2Au4O21,4.9977,0.1126
scn-57979,KTiRe2OF5,3.7891,0.0981
scn-57980,TiSnWO5F,5.4724,0.1196
scn-57981,Ta7V(NiO3)8,7.231,0.2422
scn-57982,Ti3NbCdO9,6.5348,0.124
scn-57983,NbTlSn(O2F)2,4.437,0.1018
scn-57984,HfNbO3,6.7701,0.1589
scn-57985,Cs2YCrF6,2.531,0.078
scn-57986,Na2CrFeF7,2.207,0.0789
scn-57987,KRb2SeOF5,2.02,0.0651
scn-57988,TaO3F5,2.5151,0.0827
scn-57989,K3Li2(AuO3)5,4.4905,0.1885
scn-57990,Rb2NaZrNi5O,6.7456,0.913
scn-57991,Cs2KAtOF5,2.2385,0.0685
scn-57992,Rb2ScSbF6,2.6275,0.0819
scn-57993,SrNb2(OsO3)3,5.865,0.1487
scn-57994,Pb7(ClO6)2,5.4802,0.1016
scn-57995,SrSNO2,3.3604,0.076
scn-57996,VTc2F,10.5331,0.2424
scn-57997,LiPd3O8,5.1845,0.2058
scn-57998,ReGeBr3,5.9996,0.1852
scn-57999,Tl5Sn2,24.6073,0.6549
scn-58000,Tl2InCuF6,3.8276,0.126
scn-58001,CsYRh2F6,3.6049,0.0961
scn-58002,Sb3W4I,16.7253,2.0461
scn-58003,AlTl2OsF6,3.4296,0.0987
scn-58004,Nb2O6F,4.9671,0.101
scn-58005,Ba5Ta2N2O9,4.6693,0.1086
scn-58006,KTa3O12,4.7715,0.0988
scn-58007,TaNO4,4.6387,0.1248
scn-58008,NaNbCoOF5,3.1127,0.1025
scn-58009,Ti7P5O19,5.0634,0.1125
scn-58010,Sr5Ta4Sb15,14.8354,1.1007
scn-58011,NaNb2TlO6,6.3265,0.1516
scn-58012,Li2CaTa2Cu7,20.3795,0.8
scn-58013,CaScTi2O6,5.8726,0.0965
scn-58014,Ba3Sc9Ta2Zn,33.4171,0.6463
scn-58015,Ba2Ca6TaCr,30.1477,0.9802
scn-58016,NiSn(SO2)2,6.932,0.2381
scn-58017,CaZrPt2O7,5.9206,0.1801
scn-58018,Sr3Li6Te2O11,3.5149,0.0893
scn-58019,Tl2GePt6,14.7072,1.4717
scn-58020,Ta2ReO6,5.8693,0.1687
scn-58021,CoSb2WO6,6.2676,0.155
scn-58022,Na2Ta2ClO7,3.8224,0.0941
scn-58023,Ta2Nb2O9,6.1711,0.1197
scn-58024,SrLi2Pd2O7,4.923,0.1478
scn-58025,Sr5Ni4O15,4.2717,0.1662
scn-58026,SnSb2F6,3.8164,0.1407
scn-58027,Rb2ZrAg3,11.0522,0.453
scn-58028,TiTl2(WO3)6,5.5901,0.1582
scn-58029,KIn2BiO6,5.0337,0.1227
scn-58030,SrZrV3,40.0187,3.9124
scn-58031,TiBi3SbO9,6.5932,0.1299
scn-58032,KMoF3,2.6724,0.0817
scn-58033,Rb2NbO5,3.3166,0.0906
scn-58034,LiTaIn3,24.7444,0.9344
scn-58035,NbV3Cr10,24.4361,0.8285
scn-58036,AgBi5(Pt2O9)2,7.191,0.1896
scn-58037,CaMg2PbO6,4.2595,0.097
scn-58038,Mg2Bi3Te3O14,6.2239,0.1542
scn-58039,KScFe2F6,2.7767,0.08
scn-58040,HfZr2BiO6,6.1184,0.1294
scn-58041,MgZn(SnO3)2,4.6546,0.0908
scn-58042,TiP(PbO3)2,5.2939,0.0999
scn-58043,MgTi3Pd2(PbO3)6,5.8242,0.1179
scn-58044,Na2Tc4SnPb,17.3527,0.8935
scn-58045,RaBiO4,4.6461,0.0996
scn-58046,Li4As4C,8.9177,0.2573
scn-58047,NaTi2NO6,5.4215,0.1513
scn-58048,TlBiCl4,3.6993,0.1114
scn-58049,CaTa2Au2O9,5.3139,0.0923
scn-58050,TlSnPo3,24.8904,0.9231
scn-58051,KCF3,1.6497,0.0778
scn-58052,NaNb2O6,5.3623,0.1183
scn-58053,RbTaTiF5,4.2406,0.1438
scn-58054,Y2Ti2Re7,12.8186,1.1897
scn-58055,Zr2Pb3AuO9,6.3176,0.1253
scn-58056,K9Sr(TaBi)2,10.6884,0.3162
scn-58057,Cs2KTiPb5O,8.3941,0.1835
scn-58058,MgNb2(TeO3)3,6.1766,0.1495
scn-58059,Ca4Zr4Ru2O15,5.3778,0.1257
scn-58060,Y6Pb3S,16.0791,0.5474
scn-58061,KNb(OsO3)3,5.7101,0.2049
scn-58062,Ba2S2O7,2.9454,0.0688
scn-58063,Li2Nb5(FeO5)3,6.1809,0.1467
scn-58064,CaTa2WO6F,5.6402,0.1787
scn-58065,LiTa2NbO6F,5.4631,0.165
scn-58066,Na2MgAlIn7,20.7846,0.8547
scn-58067,BaSr2TaO6,4.4536,0.0779
scn-58068,CdPbBr,10.2107,0.2238
scn-58069,BaMgTi2O6,5.7657,0.1195
scn-58070,CsNa2O3,2.9209,0.0894
scn-58071,Ca2GaOsO6,5.3207,0.1263
scn-58072,Li3MgBr6,3.3235,0.074
scn-58073,Rb4GeTe7,6.7499,0.1739
scn-58074,Nb3Sb3N13,7.8659,0.6338
scn-58075,CsBaNbSnO6,4.9566,0.1352
scn-58076,SrBrF3,2.5975,0.0875
scn-58077,Sr2CdO6,3.6815,0.1031
scn-58078,Li2Ti2W5,30.3047,2.7422
scn-58079,Li2CaSc2O7,4.1754,0.1118
scn-58080,KCa2Co3O10,13.6524,4.56
scn-58081,K2MgTi(PbO3)4,4.8433,0.0869
scn-58082,HfNb3O8,5.9701,0.1004
scn-58083,Y2TlAs,14.5538,0.3513
scn-58084,YHf19Ta7,34.9779,2.6441
scn-58085,KRb2BrF6,2.5426,0.1255
scn-58086,CaTa3O8,4.9326,0.0869
scn-58087,Sr2Ti4O9,5.4141,0.1222
scn-58088,Ge2S2O7,3.3877,0.1329
scn-58089,TlZn3F10,3.1457,0.0993
scn-58090,YPb2F6,2.9305,0.084
scn-58091,Sr(TaIn3)2,32.0523,1.1219
scn-58092,Ca(IrO3)2,7.0869,0.3278
scn-58093,Sr3Li6Ta2Ni11,17.3133,0.7848
scn-58094,Mg2O5,2.5509,0.1287
scn-58095,Sr3In2O7,4.0545,0.0861
scn-58096,CoSb6Pb2W,34.8244,0.6367
scn-58097,Nb4I3(O6F)2,5.5626,0.1246
scn-58098,Ti11(PtO6)4,6.511,0.1452
scn-58099,LiPPdO4,3.3708,0.0999
scn-58100,NaTa7O19,4.9749,0.1297
scn-58101,KNaTi4(TeO6)2,5.0421,0.1191
scn-58102,Fr2Sr2Nb4O13,5.548,0.0918
scn-58103,SnP2,15.9874,0.7592
scn-58104,Zr2BiO7,5.0981,0.1095
scn-58105,Cs4Li4C,17.487,1.0575
scn-58106,ScTlGa2,24.3282,0.6401
scn-58107,TaFe3O4,6.0555,0.1451
scn-58108,NaTl2BiO6,4.9986,0.073
scn-58109,Na2CaHf8Zr,31.2869,0.8994
scn-58110,TiNbV3O9,8.0217,0.2468
scn-58111,Ta2InO6,5.4748,0.1257
scn-58112,Sr2CaInO6,4.2544,0.1043
scn-58113,Hg3PbS,19.1279,0.5049
scn-58114,Y2Pd2O7,7.1575,0.2845
scn-58115,Cd2Cl2O7,3.8636,0.0904
scn-58116,Sr2TaHg6Bi,21.9411,1.0531
scn-58117,NbRe2OF5,4.2922,0.1128
scn-58118,BaTa2Bi2Mo9,23.5676,0.8574
scn-58119,Ti3Ni2O9,6.3557,0.187
scn-58120,K4Pb3O13,3.8854,0.108
scn-58121,Cs2SrYF6,2.2514,0.072
scn-58122,Na2Ta2PdO7,5.0126,0.0909
scn-58123,TaClO4,4.1743,0.1005
scn-58124,Sr2CaMo7,31.9482,1.8914
scn-58125,FrClF,3.9623,0.1189
scn-58126,Ba5Nb,39.3571,3.483
scn-58127,ZrW3F7,3.7293,0.1252
scn-58128,Cs3ZrCdF5,2.7483,0.0852
scn-58129,Fr2NaHfOF5,2.9277,0.0803
scn-58130,Cs2KTeOF5,2.2335,0.0642
scn-58131,ScIn3F6,3.6889,0.1046
scn-58132,Na2MgGaS7,4.3206,0.1084
scn-58133,TaTl7W,23.8346,1.1166
scn-58134,CsLiTa2O6,5.5849,0.196
scn-58135,HgPbCl3,4.2753,0.1038
scn-58136,Rb3ZrPb,8.8765,0.3297
scn-58137,Sr2NbSeO6,5.1042,0.1259
scn-58138,Po2Pb2O7,5.8898,0.2137
scn-58139,K2MgSe4,5.5279,0.1169
scn-58140,Na2GeS4F,3.7279,0.0882
scn-58141,BiF2,4.2219,0.0967
scn-58142,Rb3SrZr,25.1676,0.9273
scn-58143,BaSr(TiTc3)2,29.9518,2.9217
scn-58144,LiTl2In6Ga,24.5787,0.8251
scn-58145,KNb2ReO6,7.2884,0.2475
scn-58146,TaTlGeO5,4.6667,0.0833
scn-58147,Ga7GeBi4,36.5754,2.2819
