material_id,formula,diel_elec_pred_n0,diel_elec_ale_n0
scn-21411,Y4TiV14Sn3,38.5476,1.3178
scn-21412,Ta5CrAg2O15,5.9205,0.1039
scn-21413,Ca5Ta4Br15,5.4839,0.1454
scn-21414,AgTe3O8,5.0477,0.1546
scn-21415,Sr3Li2Hf,28.9039,1.2527
scn-21416,Fe4MoW3O16,5.3256,0.2047
scn-21417,RbCaV2O8,3.7209,0.1534
scn-21418,ScMoO2,6.4549,0.3694
scn-21419,Zn(IF3)2,2.9685,0.0871
scn-21420,TaCr3O6,5.4938,0.1332
scn-21421,LiCa2I3O10,3.5356,0.1071
scn-21422,Nb4Bi5AsO18,7.2013,0.1799
scn-21423,K4Nb(PtO4)3,4.9524,0.1141
scn-21424,Ta7Ga19Bi,19.5215,1.367
scn-21425,Ti3Cr4O12,6.0787,0.1898
scn-21426,TcBi2O5,6.6383,0.1894
scn-21427,Rb4Sr3(O6F)2,2.8296,0.0682
scn-21428,Ba2CaTi3O9,6.0626,0.1686
scn-21429,ScTl2TeF6,3.4701,0.106
scn-21430,Ba4V2W2O11,5.1696,0.1166
scn-21431,ZrTiV2O6,6.6531,0.1652
scn-21432,CdCNO,4.6674,0.1337
scn-21433,Hf3Zr2O7,4.9035,0.129
scn-21434,Sr2MgTi3(PbO3)6,5.3701,0.1045
scn-21435,FrNa2PbS4,4.8376,0.096
scn-21436,Li4ScO4,3.5061,0.0742
scn-21437,TiZn(PbO3)2,5.7714,0.1275
scn-21438,ZnO3,2.674,0.1081
scn-21439,SrH2Ir2O7,4.1802,0.2183
scn-21440,Sr2TaCdO6,4.5839,0.0994
scn-21441,Ca3Sc12Ta4F2,22.0156,1.1033
scn-21442,Ba2TaO6F,3.8537,0.0954
scn-21443,TiNb(NO3)3,4.6049,0.2302
scn-21444,KRb2Na5TiO,6.2688,0.1371
scn-21445,Ti4FeCu15BiPb4,25.452,1.1656
scn-21446,AlInTe4,9.4246,0.2043
scn-21447,Sr3MgTa2Pb9,30.2815,1.1187
scn-21448,CaZr(VSn4)2,31.0914,1.5972
scn-21449,Mo3W,23.9629,2.5965
scn-21450,Sr2Nb2Te7,10.5727,0.4038
scn-21451,Ta2AgWO7,5.3524,0.1315
scn-21452,Rb2Hf(WO4)3,3.9315,0.0973
scn-21453,Cs9Nb2Bi2Pb,7.0468,0.2103
scn-21454,NaTcWO6,4.525,0.1327
scn-21455,Co9SbTe6,26.8439,0.9447
scn-21456,Tl4S2O7,3.8371,0.1003
scn-21457,RbTiIrO5,5.6303,0.1743
scn-21458,NaSc(WF3)2,3.5019,0.1041
scn-21459,Ba4Sr(GaO3)5,4.3061,0.092
scn-21460,Nb2Br2O7,4.5871,0.1462
scn-21461,Li3FeBr4O,3.9146,0.0858
scn-21462,TaRe2BiO6,6.6566,0.1569
scn-21463,RuPbBr,8.5992,0.2462
scn-21464,Rb9Sc,12.7359,0.5098
scn-21465,CaTi4(PbO3)5,5.4107,0.1162
scn-21466,K2NbSb5O,14.2219,0.4719
scn-21467,TaTlWO5F,5.2261,0.112
scn-21468,Ba4Sr3LiO12,5.276,0.2222
scn-21469,Hf2Ga2O7,4.6352,0.1296
scn-21470,SnOsO4,4.9973,0.1175
scn-21471,Fr2Ba4WO12,4.5505,0.1071
scn-21472,Sc7(TaPb)2,28.4755,1.7555
scn-21473,ZnSn2F3,4.9347,0.1577
scn-21474,NaNbCl3,3.9451,0.1044
scn-21475,Na2Ti2Co5,38.4295,3.0343
scn-21476,At9(Br5O2)2,4.2036,0.0947
scn-21477,SrTa2In2O9,4.6905,0.0839
scn-21478,BaLiTaO6,4.1141,0.1056
scn-21479,BaHfF3,3.6688,0.0911
scn-21480,Mn3SO6,5.0789,0.4067
scn-21481,ReAsO3,4.4401,0.1235
scn-21482,KRb2HfNbF5,4.0678,0.0979
scn-21483,Ni4PbO11,4.2539,0.1589
scn-21484,K2ScAtF6,2.3568,0.0853
scn-21485,Rb7(CaTa)2,6.2343,0.4712
scn-21486,ZrPb3OF5,4.3855,0.117
scn-21487,Cs18NaTa4Bi5,7.6168,0.2106
scn-21488,K2Ba3ZnO9,3.8728,0.1065
scn-21489,Sr2CdSeO6,3.7614,0.0751
scn-21490,RbHf2ZrOF5,3.7799,0.0812
scn-21491,CsK6Rb2Sc,16.1188,0.6812
scn-21492,Na2CrIF7,2.6235,0.0834
scn-21493,Cs5TiO12,3.555,0.0959
scn-21494,Cs2Hf(SO4)3,3.2012,0.0768
scn-21495,Ba3CaNb2Fe9,41.3366,2.3901
scn-21496,SrF4,2.3361,0.0994
scn-21497,RaSr2WO6,4.5609,0.0887
scn-21498,Cs5Pb2S,6.5665,0.1181
scn-21499,Ba4Sr2Hf,26.8551,1.1589
scn-21500,NaCaZn2F7,2.4247,0.0722
scn-21501,TlGa4Bi,27.6467,1.7696
scn-21502,TaV3O7,6.0544,0.1378
scn-21503,In(TcO3)3,5.996,0.1768
scn-21504,InPbF,8.128,0.179
scn-21505,Bi2Ru4O11,7.7206,0.2079
scn-21506,TlCdPbF7,3.1132,0.0981
scn-21507,LiTiTc3,23.7022,0.8188
scn-21508,Rb2HfO5,2.9212,0.0732
scn-21509,Ba3HfRu4O15,8.3079,0.4633
scn-21510,CrFe2NiF7,3.3217,0.0894
scn-21511,Na2Ti6Cr13,30.5894,1.5481
scn-21512,SrCa2GaO6,4.1965,0.0918
scn-21513,TaFe(SO3)2,4.8939,0.1761
scn-21514,Ta4Nb8Si(P2O17)2,5.481,0.1187
scn-21515,Sr(Nb3Pb8)2,31.9921,1.2969
scn-21516,TlRhF5,3.7153,0.1379
scn-21517,AlCr3F6,2.865,0.0913
scn-21518,GeTe7N4,26.2247,13.7431
scn-21519,K2CaS2O7,2.5731,0.0634
scn-21520,Ti3WO7,6.6099,0.1484
scn-21521,Nb2WO6,6.7383,0.1347
scn-21522,Cs2InIrF6,2.9961,0.0811
scn-21523,TaIO5,4.1705,0.0929
scn-21524,CrCF3,2.7906,0.0991
scn-21525,Ca2Nb3PO10,5.3889,0.1313
scn-21526,Ca2VGaO6,4.4982,0.1244
scn-21527,CaMgF3,2.3213,0.072
scn-21528,Cs2HfV3O12,3.951,0.2224
scn-21529,YBiCl,8.9391,0.2743
scn-21530,InIrO4,7.0839,0.1538
scn-21531,Ba2CdO4,4.609,0.1002
scn-21532,Na8Pb5I2,9.5587,0.2405
scn-21533,Y6NbGaPb2,24.246,0.6172
scn-21534,TiMnNbBi2O9,6.591,0.2306
scn-21535,MgTl5Cl4,5.4422,0.1608
scn-21536,TaTl7Bi3,25.4206,1.0513
scn-21537,BaNb4AuO12,6.8503,0.1463
scn-21538,Bi2As2Se,19.4895,1.2836
scn-21539,Ta2SnMo6,42.074,2.8464
scn-21540,Ba(Cu3O8)2,4.9052,0.1367
scn-21541,Ba3ScTa4O15,5.1937,0.1078
scn-21542,NbS3O7,4.2556,0.1574
scn-21543,NaNb2TeO6,7.619,0.1573
scn-21544,YScSn3,22.9071,1.4662
scn-21545,KScOs2F6,3.4779,0.122
scn-21546,RbBa3TiWO9,4.2943,0.0981
scn-21547,Sr2ScTaCd6,23.8731,0.7475
scn-21548,Sc2Hg7Ge2,28.8281,2.6456
scn-21549,SrCa(NbGe3)4,19.7446,3.3957
scn-21550,InSnBr,8.8985,0.2708
scn-21551,TlNF3,2.7729,0.1018
scn-21552,InPb2F6,3.1844,0.0985
scn-21553,PbBrO4,4.2398,0.1128
scn-21554,TiBi2BrO6,5.5521,0.1198
scn-21555,Ta2P5,10.026,0.2879
scn-21556,LiNb2ClO7,4.6021,0.0902
scn-21557,RbNaTl2F6,2.7642,0.0822
scn-21558,CsK3Pb,12.1243,0.6535
scn-21559,Sr6CaTi2Pb,33.7005,2.133
scn-21560,Hf7Ti3Pb,40.6986,3.9674
scn-21561,FrNbO3,6.2101,0.1419
scn-21562,CsLiWO6,3.6002,0.0935
scn-21563,Sr3Li6Ga2O11,3.5664,0.0931
scn-21564,Sr5Cd4O15,4.2844,0.1149
scn-21565,MoAs5Pb2,27.2508,1.3093
scn-21566,CoP(PbO3)2,5.1794,0.1307
scn-21567,Fr15Sr4Ti3Nb2,39.9462,1.7654
scn-21568,K2ZrCu3,16.1498,1.4687
scn-21569,CaBiSCl2,4.8798,0.1248
scn-21570,Ta2P4O9,4.7923,0.141
scn-21571,SrLi2Ca7Nb2,37.0922,2.2971
scn-21572,TiTl2(HgO3)6,5.0782,0.1356
scn-21573,NbNiWO6,5.9543,0.1552
scn-21574,BaCoF3,2.9676,0.0836
scn-21575,SrLi2Tl2O7,4.0949,0.111
scn-21576,Ca3IF5,2.5076,0.0921
scn-21577,TiV2SbO10,4.6674,0.2355
scn-21578,CsNb2Bi2O9,4.941,0.0985
scn-21579,Fr3TiOF5,3.1975,0.0962
scn-21580,Fr3BaTl,25.1736,0.8703
scn-21581,CaInTc3,20.683,1.0519
scn-21582,Ca2W,39.9991,15.3088
scn-21583,SrNiNO2,5.5755,0.1445
scn-21584,CaTa2Cu2O7,5.5134,0.1375
scn-21585,CaTaAlFe5,33.2182,0.9698
scn-21586,SrCl4O11,2.4396,0.147
scn-21587,CaAt4O11,3.7694,0.133
scn-21588,FrBi2O5F,5.0341,0.1448
scn-21589,BaMoF4,2.7607,0.1091
scn-21590,NaYTi2(RuO5)2,6.2032,0.2303
scn-21591,KNbZnO6,4.4824,0.0814
scn-21592,NaTi4Bi2NO12,6.1238,0.1412
scn-21593,CsNb2BiBr7,4.8108,0.1414
scn-21594,KTi2CuO6,6.0986,0.1848
scn-21595,Ta6Ag2O15,6.0451,0.1019
scn-21596,Cs2Cr3F5,4.3605,0.1374
scn-21597,Y2HfO3,4.5395,0.0751
scn-21598,ZrIO3,7.2524,0.1661
scn-21599,Cs3TaO7,3.3968,0.1059
scn-21600,Tl2GaClF6,3.0435,0.0804
scn-21601,AsClF,3.953,0.1361
scn-21602,V3AtO10,4.6727,0.2222
scn-21603,LiTa3Mn2O10,4.9501,0.1044
scn-21604,CaTi2P6Pb,11.8354,0.2962
scn-21605,Sc3SeO7,4.4935,0.1009
scn-21606,Mg2Nb3Cd14Bi3,25.6103,0.4877
scn-21607,TcPbO4,6.0453,0.2994
scn-21608,Sr2Ca(TiCu3)3,28.528,1.1136
scn-21609,CaTl2H2O7,4.027,0.0991
scn-21610,KNaTaClO5,2.9304,0.0821
scn-21611,Ba4Na2Mn2O11,3.7972,0.0991
scn-21612,YSbBr,9.1716,0.1907
scn-21613,AlPbCl4,3.4275,0.0952
scn-21614,Ba3Ta2SO9,4.4313,0.0831
scn-21615,TiCrHO5,5.5558,0.1562
scn-21616,NaBi(MoO3)2,5.7385,0.1377
scn-21617,NaNbTl3,28.1683,1.1353
scn-21618,Ba3SrTa2Cu9,25.2033,1.0546
scn-21619,Na2CaZrCu8,16.4841,0.4838
scn-21620,BaFe3C,24.0458,1.0372
scn-21621,Ti4CrFePb4O15,6.2135,0.1585
scn-21622,Ca2Zn5(Bi2O9)2,4.7237,0.1212
scn-21623,CaTa2Fe9Bi2,29.5044,1.7546
scn-21624,CaNb2Te2O7,5.7143,0.1257
scn-21625,Nb2Bi2RuO9,6.9226,0.157
scn-21626,Sr7(TiBi)2,16.3465,1.5952
scn-21627,CaZr(AtO4)2,4.0888,0.094
scn-21628,Sr3Nb2(CuO6)2,5.7959,0.1739
scn-21629,AtNO2,3.8583,0.1015
scn-21630,MgTaWO6,4.8926,0.1197
scn-21631,Ba2Bi2O7,6.0119,0.1534
scn-21632,MgTaBiI5,5.3452,0.1297
scn-21633,Li2MgSc7Ta2,38.5146,0.9334
scn-21634,Fr5RbTaTi,25.523,1.0304
scn-21635,Sr2TeO4,3.5438,0.0817
scn-21636,Nb3FeOF4,5.6023,0.1888
scn-21637,Ca2Sc3O8,4.1276,0.1082
scn-21638,Rb2NaBiOF5,2.6037,0.074
scn-21639,Sr2BiNO6,3.9279,0.1041
scn-21640,PPbBr,7.5736,0.1943
scn-21641,Zn2Bi3I3O14,6.4861,0.1602
scn-21642,NbAsWO6,6.0028,0.1414
scn-21643,Cs2KTiN5O,4.4671,0.1865
scn-21644,Mn2Cl2O7,3.6965,0.1134
scn-21645,MgNb2(Fe3Pb)3,30.6545,1.2168
scn-21646,BaTa2Bi2Se9,7.9317,0.1556
scn-21647,Ba4Nb3PbO12,5.2912,0.1319
scn-21648,RbTi3NbI9,6.7166,0.1962
scn-21649,K4Ti3O8,4.4476,0.1279
scn-21650,GaSnO4,4.3274,0.1149
scn-21651,Ba4Li(Ca4Ta)3,37.2432,3.9834
scn-21652,MgVCl2F7,2.7617,0.0929
scn-21653,SrTa2Nb3O9,5.6953,0.1235
scn-21654,NbTlGa(O2F)2,4.3097,0.0992
scn-21655,RaPb,28.8091,0.7061
scn-21656,Fr2KYO7,3.5798,0.0832
scn-21657,NaNbNi3,28.2797,2.0389
scn-21658,Nb2AlZnF7,4.4832,0.1003
scn-21659,BaNaO3,4.0819,0.1236
scn-21660,Mg(PbO2)3,5.6098,0.1446
scn-21661,NaCl2,2.6805,0.0905
scn-21662,NaNb4Bi5I18,6.4686,0.1601
scn-21663,AlV2H2OF7,2.8143,0.091
scn-21664,Rb2HfIrOF5,2.9557,0.0767
scn-21665,TlPoWO6,4.9533,0.1157
scn-21666,Cs4ZrSn,7.458,0.2165
scn-21667,Li7CdNiF7,2.6097,0.0799
scn-21668,Na4S5O12,2.5517,0.0751
scn-21669,K18NaTa4Bi5,7.0696,0.1862
scn-21670,HfCu3Pb,23.9718,0.3644
scn-21671,K3ZrRh7,14.4228,1.0478
scn-21672,Cd2Ir2O7,8.8174,0.2684
scn-21673,Sr3O4,3.7893,0.0904
scn-21674,K2NaZrCd5O,9.97,0.4418
scn-21675,MgCrCu2F7,3.2776,0.0958
scn-21676,MgGaPd2F7,3.7718,0.1002
scn-21677,MgAlV2F7,3.1045,0.0948
scn-21678,YCo3F6,3.5552,0.1242
scn-21679,TlPdWO6,5.8734,0.1746
scn-21680,LiCu(OsO3)2,6.0971,0.1637
scn-21681,RbBi3W10,19.7845,1.3007
scn-21682,ZrAtF5,2.8819,0.0896
scn-21683,LiTa3P8,9.4356,0.1964
scn-21684,Ba3(Nb4As)2,35.7226,1.5558
scn-21685,Ti4Bi2Br11,5.9384,0.1436
scn-21686,LiTiSe3,7.9247,0.1572
scn-21687,Sr3Hf2Co7,21.7727,0.6868
scn-21688,Na2GeAsS4,5.4069,0.1171
scn-21689,BaNaNbGaO6,4.5639,0.122
scn-21690,Ti3Zn(OsO4)2,5.672,0.1781
scn-21691,CdPbF7,2.9606,0.1086
scn-21692,LiGeIrO5,4.8002,0.2095
scn-21693,PbO3F,3.7014,0.106
scn-21694,BaSc11(NbV)2,35.6675,1.127
scn-21695,Na6SrO16,2.4462,0.1215
scn-21696,NaScTiTc4,24.2506,0.8975
scn-21697,Ba2TaO6F,3.8426,0.0694
scn-21698,CsYGe2F6,3.5609,0.1004
scn-21699,GeBi4F7,4.8712,0.2591
scn-21700,Sr13(NbSb)3,39.1411,3.1342
scn-21701,CaTi3Sn7,26.8438,0.6079
scn-21702,LiNbTl2F6,3.1327,0.1002
scn-21703,KIn5Pb2,33.2591,1.7167
scn-21704,CsTeCl3,3.5087,0.0926
scn-21705,Ba3MgTiPbO9,4.5388,0.1065
scn-21706,KCa2Mg3O10,3.0295,0.0831
scn-21707,Li2CaTa2P7,9.4701,0.2391
scn-21708,RbAl(TlIn3)2,23.0416,1.1614
scn-21709,GaBrCl,3.6672,0.1014
scn-21710,Sc(SF2)3,2.9547,0.1014
scn-21711,AlTl5Cl4,5.3859,0.1346
scn-21712,TlAsW2,19.4287,1.5475
scn-21713,Sr5Ta4S15,7.012,0.1226
scn-21714,Ba7TaBi3,20.982,0.8346
scn-21715,Ta6MnO16,6.2658,0.1532
scn-21716,NbPd3O7,8.7316,0.3046
scn-21717,Y6ScSbPb2,29.7669,1.103
scn-21718,Al2MoO4,4.2554,0.1356
scn-21719,BaNb4S11,7.6722,0.1703
scn-21720,Ta7CoO19,5.9298,0.1816
scn-21721,CaYF3,2.6143,0.0935
scn-21722,MoWO4,4.892,0.096
scn-21723,Sr(TaGe3)2,22.3733,0.818
scn-21724,OsF2,4.6052,0.1491
scn-21725,Ba3Na15TiNb4,19.8865,1.421
scn-21726,Ga7BiPb2,27.7854,1.207
scn-21727,HgAt2Se,28.6931,2.5917
scn-21728,CaNb2PbO6,6.8632,0.139
scn-21729,Li2SnWO4,4.7624,0.1151
scn-21730,Ca(TaAl3)2,23.8636,1.0253
scn-21731,Y6CoPb2W,26.7662,0.6845
scn-21732,Fr2Hf,28.4313,1.1993
scn-21733,Sr19Ti3Nb2,47.6107,2.7027
scn-21734,In2MoO4,4.5821,0.1348
scn-21735,Ta2Te2Ru9,21.029,0.453
scn-21736,HfAgSCl2,4.9933,0.1049
scn-21737,TiZn6(PO8)2,3.6481,0.1411
scn-21738,Li2GaO3,3.5615,0.0926
scn-21739,SrLi2Tl2O7,4.1876,0.102
scn-21740,NaIrWO6,5.1809,0.1304
scn-21741,Ca2InGeO6,4.0137,0.0945
scn-21742,FrSbO4,3.8445,0.0959
scn-21743,BaZrAs3,13.8051,0.3969
scn-21744,K3BaZr,24.6183,0.9067
scn-21745,Ta2Zn(CuO3)3,5.8708,0.1175
scn-21746,Nb2As6Pb,22.1796,0.8403
scn-21747,Sr2NbCdO6,4.5328,0.0857
scn-21748,ZrRuO3,7.0629,0.1532
scn-21749,NaNbGa3,28.3184,2.0995
scn-21750,Na2SrMoF8,2.1649,0.0677
scn-21751,K3TlSn,8.5877,0.2052
scn-21752,Na2Zr5O13,4.6479,0.1124
scn-21753,Y4Ti3GaO14,5.219,0.1383
scn-21754,NaYTi2(SiI5)2,6.3705,0.1334
scn-21755,Cs4Zr3TiO14,4.1423,0.1439
scn-21756,KNaBi2(TeO3)4,4.5257,0.1057
scn-21757,CsZn2BiO7,4.2754,0.0995
scn-21758,Hf5VMo,25.6451,0.5789
scn-21759,KGe2BiO6,4.062,0.1096
scn-21760,NbClO3,5.1002,0.1113
scn-21761,InNi2Cl5,3.9751,0.1085
scn-21762,Cs2Nb3F5,5.2278,0.1159
scn-21763,SrLiW3,42.1588,7.2925
scn-21764,GaPb2F6,3.2963,0.0887
scn-21765,Ba3NbO10,3.8748,0.0981
scn-21766,TaCr(MoO3)2,6.4094,0.1578
scn-21767,Nb4AgBi5P18,16.2692,0.9057
scn-21768,BrF2,2.9783,0.115
scn-21769,Fr2Sr3Ta4O12,4.6825,0.1173
scn-21770,Sr2Ca(WO3)3,4.7776,0.0974
scn-21771,CaTa2N2O7,4.7731,0.1456
scn-21772,Ni(RuO2)2,10.1902,0.3668
scn-21773,Ca2TaIn6Bi,23.2467,0.6273
scn-21774,TaTiNO5,5.6124,0.12
scn-21775,CaO3,2.9963,0.0493
scn-21776,Na2ReSnS4,5.8773,0.1498
scn-21777,AlCoCl4,3.5779,0.0979
scn-21778,Cs6HfTiPb2,7.9591,0.1772
scn-21779,W4CO4,14.528,0.5178
scn-21780,MgTa2(TcO3)3,5.0547,0.1792
scn-21781,Ti2ZnBiO6,6.2869,0.175
scn-21782,Ca2Ta3CuO10,4.7859,0.099
scn-21783,CaZrAs3,13.5202,0.3978
scn-21784,CaTa2O4,5.5752,0.1645
scn-21785,BaIr3C,18.235,3.6362
scn-21786,Ba3Ta3MoO12,5.2855,0.1013
scn-21787,Ca2Hf5(Bi2O9)2,5.177,0.158
scn-21788,Na4AlIn,15.1562,0.552
scn-21789,CsNaNb2O7,4.0318,0.0837
scn-21790,RbCF3,1.6387,0.0797
scn-21791,YBi(SO4)2,3.341,0.101
scn-21792,ZrV2ZnO8,4.6494,0.1954
scn-21793,LiTaCu6W,22.3751,0.548
scn-21794,Cs2PbO6,4.1238,0.1567
scn-21795,Ba2ZnO4,4.4224,0.0874
scn-21796,NaTaWSe6,6.4721,0.1304
scn-21797,NbReO3,6.7317,0.1098
scn-21798,KTaGeO6,3.9172,0.0728
scn-21799,Li2Sc4SnPb,18.3307,0.8494
scn-21800,Ta2CdGa6,22.3546,0.9399
scn-21801,Rb2Li3Cd5,21.1649,1.2052
scn-21802,Pt6Pb4O19,8.3683,0.2055
scn-21803,Ba3Ta2AuO9,5.0551,0.1103
scn-21804,TaSn3O7,5.7236,0.1862
scn-21805,Ba2NaTiOF5,2.9892,0.0847
scn-21806,FrBrCl,4.4498,0.1423
scn-21807,NbTl2OF5,3.5572,0.0748
scn-21808,Ta3Sn2Bi3O14,6.0207,0.1516
scn-21809,HfZr2(PbO3)3,5.8893,0.1367
scn-21810,Cs3NaO8,2.8783,0.1217
scn-21811,Fr9Nb2ZnPb3,27.2883,0.6836
scn-21812,Hf(ClF3)2,2.5715,0.0891
scn-21813,Mn2I2O7,4.6306,0.1323
scn-21814,SrNb2Cd9Bi2,29.699,1.1
scn-21815,BaTa11Bi2,29.602,0.8886
scn-21816,Hf2In2O7,5.099,0.1606
scn-21817,RbTi3RhO9,6.3859,0.1992
scn-21818,Y2Br2O7,3.6214,0.1277
scn-21819,Rb12Ba4Nb2W,11.0426,0.4635
scn-21820,BaTi2As5,15.9343,0.4105
scn-21821,Na2TlVF7,2.5973,0.077
scn-21822,KHf5Nb4O18,5.8019,0.1059
scn-21823,Pb3I4O13,5.3241,0.1428
scn-21824,NaNbTc3,24.4211,0.7208
scn-21825,Sn(ICl3)2,3.6278,0.1022
scn-21826,FrCs2RbF6,2.2199,0.0785
scn-21827,TaReWO6,5.4767,0.1021
scn-21828,RbBaNb3,39.5043,17.0498
scn-21829,MgFeCo2F7,3.1232,0.0811
scn-21830,KRb2HfScF5,3.2368,0.1027
scn-21831,K7NiOF7,2.3913,0.0831
scn-21832,Cs2KYZn6,13.3651,0.8423
scn-21833,K3POF5,1.992,0.069
scn-21834,Ca2TaO4,4.6568,0.0935
scn-21835,Ba5Pd4O15,5.0925,0.2358
scn-21836,Sr3Nb2ZnF9,3.0332,0.1029
scn-21837,ZrAu3F7,4.0245,0.1017
scn-21838,Cd2Pt2O7,9.5501,0.3185
scn-21839,Ta2Co7Pb2,34.6349,1.3007
scn-21840,Cs2HfAtOF5,2.6438,0.0706
scn-21841,RbMgZn6Cr,19.1605,0.6265
scn-21842,ScNO,6.3981,0.2349
scn-21843,K3Li2(CuO3)5,4.1819,0.1376
scn-21844,Cs2NaHfAs5O,6.4817,0.1376
scn-21845,Cs2ZrClOF5,2.5911,0.0677
scn-21846,KHfV2OF5,3.2644,0.0834
scn-21847,Rb2NaZrGa5O,8.0308,0.2316
scn-21848,Cs2RbSr5ZrO,8.3605,0.4596
scn-21849,Cs2Sc(WO4)3,4.949,0.1514
scn-21850,Ba3(SnO4)2,4.0186,0.0808
scn-21851,SrLiNi2O6F,4.3341,0.0982
scn-21852,Sb5Pb2S,29.2365,0.8312
scn-21853,Na2ScF8,2.3279,0.085
scn-21854,GaGe3Pb,21.1967,1.0912
scn-21855,Cs3LiO8,2.6916,0.1193
scn-21856,NbTl(SbO4)2,5.316,0.115
scn-21857,K2SO2,2.7031,0.0715
scn-21858,BaIn4W,34.4652,1.0268
scn-21859,SrPbBr,8.0934,0.1693
scn-21860,Ti4Nb11Bi2,37.1833,0.7841
scn-21861,FrCs2ScOF5,2.5632,0.0747
scn-21862,HfTlClF7,2.6123,0.0999
scn-21863,Mg(SbSe2)2,8.292,0.1943
scn-21864,NiAg(PbO3)2,7.8102,0.1562
scn-21865,P3IF5,3.0429,0.1309
scn-21866,Sr2TaWO6,5.0731,0.0961
scn-21867,Cu2GePbS4,13.5731,0.4127
scn-21868,Mn3(TlSn)2,23.813,1.135
scn-21869,LiTl2BiF6,3.4168,0.1086
scn-21870,Ba3HfP4O15,2.8853,0.0722
scn-21871,Na2Ti6At13,20.8297,0.885
scn-21872,MgSe4O9,3.2122,0.1375
scn-21873,Ta2V4O9,6.7085,0.2184
scn-21874,CaZrGa3,21.0333,0.4961
scn-21875,KNa(ClO3)2,2.4784,0.1186
scn-21876,TaFe(TeO3)2,5.5832,0.1182
scn-21877,NaScTiPt4,11.9966,0.3417
scn-21878,TlRuF5,3.7051,0.1207
scn-21879,Al(ClF2)3,2.2054,0.0999
scn-21880,Na2HfNiF7,2.5069,0.0771
scn-21881,CaI3O7,3.7324,0.139
scn-21882,Sr8Ca3Ta2,29.2911,0.9787
scn-21883,PoO2,3.033,0.0767
scn-21884,Li2MgTi3Bi8,19.3388,1.4224
scn-21885,Ba5Rh2Cl2O9,5.1496,0.1648
scn-21886,KCa2Nb3Cr10,42.2704,4.9084
scn-21887,Ca2MnGaO6,5.1839,0.1445
scn-21888,KCa2Ta13,34.2212,2.4729
scn-21889,KNbPb3,27.323,0.8894
scn-21890,Zn(CoO3)2,4.4428,0.3292
scn-21891,CaTlN3,5.5241,0.662
scn-21892,CaTiCl3,4.4436,0.2567
scn-21893,Y3TaF10,3.045,0.07
scn-21894,NbPb2AuO6,6.5885,0.1306
scn-21895,RbSF3,2.1271,0.0763
scn-21896,FeAsSe2,16.9835,0.6268
scn-21897,Fr5Ti7O19,5.4899,0.1332
scn-21898,Li2W3(SeO3)5,4.1151,0.1143
scn-21899,Ba(Ta3Ni8)2,28.2421,0.7035
scn-21900,Sr2MnGaO6,4.69,0.1264
scn-21901,TlV2As,22.368,1.1207
scn-21902,Ba3ZrTa4Tc15,36.0786,1.9651
scn-21903,Zn(RuO3)2,6.5907,0.3199
scn-21904,Rb2Ba3O7,3.4816,0.074
scn-21905,KNb2ZnO6,6.3644,0.1373
scn-21906,Y4Sc,31.2775,1.0273
scn-21907,BaAu4O11,5.1093,0.1174
scn-21908,Ta3IrO8,5.4379,0.1252
scn-21909,Ba3TiInWO9,4.6805,0.1034
scn-21910,Li3RhO4,4.595,0.2142
scn-21911,CaTa3Tl,29.7652,2.8817
scn-21912,MnTc2F6,2.934,0.0929
scn-21913,Na6SrTa2,20.2539,1.5718
scn-21914,Sr7Li2CaTa2,38.1099,1.7936
scn-21915,SrHfIn3,21.5229,1.2731
scn-21916,Ba2BiAuO6,6.5767,0.185
scn-21917,Y(TaSn3)3,29.7232,0.8077
scn-21918,LiFe3(Bi2O7)2,7.1211,0.3031
scn-21919,CaTi2SeO6,5.7404,0.1116
scn-21920,Zn4IF7,2.9895,0.0837
scn-21921,Ca(TaN3)2,8.3982,0.3427
scn-21922,Ga4PPb3F3,7.6634,0.1899
scn-21923,Ba2SrTa6(Mn9Bi2)3,26.1443,1.9795
scn-21924,Sr3Ta2P6O11,4.3236,0.1483
scn-21925,Ca(GaO3)2,3.9871,0.1078
scn-21926,Nb4(TcO3)5,6.0493,0.1072
scn-21927,Ta2CoWO6,6.1901,0.1688
scn-21928,Ag(BiCl)2,7.6747,0.3729
scn-21929,Ba10Sr4Ti3,28.8639,0.931
scn-21930,ZrSi2GeO7,3.9266,0.0932
scn-21931,Ca3Nb4Cr12F2,21.1954,1.2368
scn-21932,NaNbGe6W,18.5856,0.6271
scn-21933,SrTa3Tl,27.8643,2.8641
scn-21934,Ta2Zn(OsO3)3,6.1236,0.2602
scn-21935,BaSc3Tl,32.8195,1.5167
scn-21936,Cs2Zr(CuO4)3,4.5915,0.2379
scn-21937,ZrIO3,5.6993,0.1658
scn-21938,Ba3CaAlWO9,3.8027,0.1085
scn-21939,Na2SrCd2O7,3.6557,0.084
scn-21940,K4Ca5O15,3.0697,0.0867
scn-21941,KCa2Ti2SiO10,3.7859,0.0775
scn-21942,Na13CaNb3Bi2,13.6945,0.6807
scn-21943,Zr5Ge2O13,4.9813,0.116
scn-21944,NbPoO3,5.4961,0.1138
scn-21945,Na3NbZn4,21.9207,1.0061
scn-21946,Zr3Ti(Re2O7)2,5.5921,0.1794
scn-21947,KNaTi4(Cd6Bi)2,29.6433,1.1511
scn-21948,Ti4WO9,6.0267,0.1226
